Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US34003,34003,"Bergen County, New Jersey",13236,1994,732,432,372,367,1322,772,713,523,245,184,792,515,1003,675,983,732,536,440,1954,1079,956,555,1370,634,720,415,513,454,592,471,433,393
0500000US34007,34007,"Camden County, New Jersey",12621,1261,2151,752,1266,539,1493,877,862,508,674,414,949,456,406,251,603,393,610,417,1539,654,426,431,788,470,769,436,85,122,0,278,0,278
0500000US34013,34013,"Essex County, New Jersey",27490,2226,4695,1474,1315,601,1421,737,1297,619,1720,655,2905,1364,2534,1258,2029,812,1290,810,2103,790,3282,1151,1209,676,690,423,573,406,321,347,106,131
0500000US34017,34017,"Hudson County, New Jersey",34644,3365,4515,1910,3176,1405,2716,1167,1350,692,2723,898,2049,822,3488,1536,2124,983,2130,1400,1607,560,3528,1623,3221,1153,1214,733,123,159,476,252,204,196
0500000US34021,34021,"Mercer County, New Jersey",5089,1168,679,654,437,430,54,93,507,431,45,74,414,266,291,267,0,278,248,290,703,487,750,481,476,422,229,257,204,200,52,90,0,278
0500000US34023,34023,"Middlesex County, New Jersey",20298,2068,1367,672,1702,905,1417,1056,918,622,1086,469,1379,969,1008,496,1187,620,1482,747,2362,1235,1814,641,2034,753,1303,659,660,457,314,231,265,272
0500000US34031,34031,"Passaic County, New Jersey",29863,2180,4243,1624,2259,832,1577,814,2714,1416,1824,854,1335,590,3318,1310,1638,982,2372,1420,2494,1290,1635,673,2945,1427,1015,631,182,168,312,334,0,278
0500000US34039,34039,"Union County, New Jersey",15384,1949,1410,527,904,494,541,398,1031,568,598,408,1349,698,1365,697,1698,702,511,346,461,317,2015,818,1591,738,1148,569,345,258,417,295,0,278
0500000US35001,35001,"Bernalillo County, New Mexico",31254,2531,3030,982,3012,947,1931,848,2101,749,1580,655,1812,614,1954,669,2405,829,1255,394,2164,734,4162,1221,2460,597,1803,784,768,401,529,373,288,228
0500000US35013,35013,"Dona Ana County, New Mexico",6087,861,790,354,695,333,498,278,712,360,718,303,155,146,359,267,437,336,267,189,231,171,442,257,351,264,197,173,106,126,0,282,129,158
0500000US35049,35049,"Santa Fe County, New Mexico",5272,1128,379,301,456,307,119,108,531,410,73,89,886,485,227,200,572,379,407,357,369,301,425,300,474,292,249,225,105,113,0,282,0,282
0500000US35061,35061,"Valencia County, New Mexico",7657,1040,1095,762,1073,657,263,219,307,290,579,369,277,216,387,350,716,626,586,403,561,471,1087,576,223,209,79,93,424,413,0,282,0,282
0500000US36005,36005,"Bronx County, New York",162906,4536,42210,3325,15960,2311,12947,1921,12091,1770,12669,2539,8934,1631,8127,1461,6972,1358,6489,1265,9146,1636,9464,1668,9897,1663,3610,1163,2330,919,1166,601,894,529
0500000US36047,36047,"Kings County, New York",87381,4925,21845,3451,8326,2366,6937,1998,6895,2257,8436,2477,4695,1648,4093,1435,3577,1597,2535,977,4306,1133,6783,1796,4353,1148,2486,893,894,517,1174,637,46,77
0500000US36055,36055,"Monroe County, New York",5401,1233,736,388,484,454,1146,853,183,185,0,274,341,232,852,403,192,226,142,144,231,226,318,192,583,362,89,107,0,274,43,71,61,104
0500000US36059,36059,"Nassau County, New York",17011,2306,630,514,1716,966,1087,729,973,539,1038,749,387,374,509,393,489,420,1085,627,1642,821,2198,1321,2441,899,1002,725,676,513,343,257,795,448
0500000US36061,36061,"New York County, New York",87431,4897,19747,3047,9759,2484,6694,1708,7859,1866,5904,1429,5522,1875,4918,1425,2917,1172,3841,1216,7149,2307,5349,1579,4303,1566,1985,862,318,275,697,574,469,289
0500000US36071,36071,"Orange County, New York",8149,1410,788,527,55,95,558,429,363,410,240,288,482,374,480,454,875,499,422,510,499,435,1100,507,517,425,800,538,724,749,246,353,0,274
0500000US36081,36081,"Queens County, New York",80389,4992,6304,1270,3007,826,6137,1800,6039,1245,5024,1795,4853,1431,6640,1998,4588,1283,4256,1147,7611,1518,7377,1571,9925,1502,4578,1188,2250,737,1381,647,419,355
0500000US36085,36085,"Richmond County, New York",10945,1799,1421,770,344,349,1135,894,1701,1236,252,299,883,705,259,298,1227,764,446,387,761,608,1150,616,948,475,49,82,216,229,153,194,0,274
0500000US36103,36103,"Suffolk County, New York",12989,2071,580,463,381,351,338,268,233,224,404,421,231,311,483,368,961,585,980,571,778,452,2634,1258,2003,801,1015,525,365,238,1073,595,530,503
0500000US36119,36119,"Westchester County, New York",23870,2364,1683,733,2122,1207,1497,768,1900,893,1627,802,1172,729,1241,766,2539,1644,939,573,1574,776,1691,891,2270,861,1753,1267,486,401,891,578,485,441
0500000US37119,37119,"Mecklenburg County, North Carolina",5843,1210,321,382,0,284,452,403,1175,670,595,350,515,334,550,353,461,382,183,298,298,213,533,411,481,366,235,303,0,284,0,284,44,72
0500000US37183,37183,"Wake County, North Carolina",6363,1339,457,449,183,240,207,275,1193,705,906,631,411,413,615,420,111,129,528,478,466,412,658,581,374,309,254,312,0,284,0,284,0,284
0500000US39035,39035,"Cuyahoga County, Ohio",7934,1134,1526,626,491,375,546,351,1081,548,713,506,1042,565,276,194,211,218,238,235,229,204,870,481,236,235,401,436,74,84,0,262,0,262
0500000US39049,39049,"Franklin County, Ohio",4632,969,99,127,266,229,510,502,738,468,440,320,133,131,334,298,376,327,34,59,553,348,480,433,439,301,138,163,34,56,0,262,58,97
