GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US17089,17089,"Kane County, Illinois",17123,1871,427,443,389,297,1731,810,775,409,1369,689,1499,658,872,515,1422,660,873,404,1976,865,2004,820,2486,884,428,282,414,339,242,258,216,295
0500000US17197,17197,"Will County, Illinois",11689,1347,398,258,310,233,1057,613,740,492,509,308,975,564,1036,607,594,556,1187,687,1435,615,684,441,1863,778,52,60,268,244,441,372,140,197
0500000US18089,18089,"Lake County, Indiana",11754,1343,665,398,1013,643,1329,700,402,348,722,450,1315,651,1018,719,73,121,460,349,718,441,1624,689,1396,706,508,387,354,300,0,190,157,245
0500000US18097,18097,"Marion County, Indiana",13408,1543,1914,809,1113,655,1331,623,1736,896,899,624,1557,679,754,446,1043,702,702,567,1162,636,135,119,634,507,234,261,47,81,102,168,45,71
0500000US24031,24031,"Montgomery County, Maryland",18862,2073,459,372,127,203,659,547,808,500,1208,699,1086,648,1116,623,806,671,1249,688,2236,957,2460,900,2674,1005,1255,766,1392,654,1154,584,173,163
0500000US24033,24033,"Prince George's County, Maryland",16395,1395,95,116,421,347,313,274,604,448,591,379,518,368,950,488,995,416,999,462,1831,642,3219,885,3126,1096,1098,482,861,441,459,293,315,327
0500000US25005,25005,"Bristol County, Massachusetts",8288,1094,1623,712,983,529,1192,521,466,334,562,325,449,370,74,117,193,234,712,481,721,443,394,298,403,338,476,383,40,66,0,203,0,203
0500000US25009,25009,"Essex County, Massachusetts",21253,1930,2266,818,2231,808,1070,480,1685,667,1238,567,2044,883,1527,654,786,468,872,541,1441,563,2182,843,2471,851,349,268,631,415,339,285,121,149
0500000US25013,25013,"Hampden County, Massachusetts",13470,1831,3887,1191,1874,720,1649,591,411,249,540,338,1450,768,1002,900,274,196,300,284,467,328,224,199,742,496,479,422,46,75,0,203,125,154
0500000US25017,25017,"Middlesex County, Massachusetts",10877,1783,1444,607,1771,835,940,680,987,578,216,195,911,500,672,415,101,101,612,407,636,447,462,319,837,525,491,327,438,362,274,217,85,99
0500000US25025,25025,"Suffolk County, Massachusetts",20792,2162,3014,936,1767,765,1886,745,1525,578,1262,656,1170,528,1033,553,711,544,1066,596,1220,548,1888,839,2123,764,937,544,275,201,483,398,432,423
0500000US25027,25027,"Worcester County, Massachusetts",7631,1468,739,446,564,452,509,500,737,537,753,483,964,702,331,394,258,189,337,348,687,486,474,399,967,494,48,80,0,203,193,246,70,116
0500000US26163,26163,"Wayne County, Michigan",8790,1178,933,437,442,259,864,447,468,350,797,501,909,457,937,486,724,377,299,292,816,371,703,390,600,299,158,148,0,168,140,231,0,168
0500000US27053,27053,"Hennepin County, Minnesota",8899,1640,659,382,552,446,659,589,827,670,490,351,838,610,1029,668,436,281,694,450,614,422,465,397,1085,545,176,155,213,177,45,74,117,117
0500000US29095,29095,"Jackson County, Missouri",8350,1293,1055,622,745,516,900,654,574,492,1037,688,736,488,621,561,525,421,212,272,523,322,1009,693,306,267,61,105,0,184,0,184,46,76
0500000US32003,32003,"Clark County, Nevada",58613,3610,5285,1134,3950,953,3802,980,3793,945,4758,1230,3854,1024,4219,1210,4988,1130,2345,770,5602,1316,5116,1041,6031,1308,3128,960,850,572,747,428,145,123
0500000US32031,32031,"Washoe County, Nevada",5505,1246,393,257,606,559,516,343,528,398,333,380,210,340,138,135,192,153,241,204,666,453,593,463,730,543,207,183,59,98,33,55,60,100
0500000US34003,34003,"Bergen County, New Jersey",18205,2407,1277,719,1261,800,927,615,1036,724,775,665,482,327,381,407,428,477,1389,828,1838,845,1537,725,3351,992,619,403,943,479,1407,825,554,397
0500000US34007,34007,"Camden County, New Jersey",11905,1506,1959,882,682,418,1328,675,1194,573,448,357,458,410,377,334,487,352,555,405,371,256,740,518,1580,652,1253,925,65,105,408,448,0,200
0500000US34013,34013,"Essex County, New Jersey",23873,2078,2958,881,1172,514,1866,722,2646,885,2070,823,937,502,1561,554,1228,629,896,462,1768,681,1124,506,2261,847,2253,784,683,431,228,199,222,172
0500000US34017,34017,"Hudson County, New Jersey",25693,2695,2898,1052,1782,581,1822,757,2087,870,1098,520,1502,665,957,576,1333,686,1535,822,3133,812,2057,752,2437,685,635,380,1724,887,522,345,171,165
0500000US34021,34021,"Mercer County, New Jersey",6882,1297,521,441,516,422,500,450,122,156,605,436,53,91,185,213,354,336,358,323,1058,612,927,586,723,474,493,381,56,96,328,248,83,153
0500000US34023,34023,"Middlesex County, New Jersey",10247,1748,618,413,649,382,898,583,537,369,401,274,792,518,692,521,623,405,472,284,559,465,885,617,890,610,1080,605,571,308,224,218,356,400
0500000US34025,34025,"Monmouth County, New Jersey",5077,1234,379,356,124,137,94,153,416,379,590,485,63,107,330,328,427,406,606,419,652,453,328,240,315,292,379,328,54,92,181,289,139,150
0500000US34031,34031,"Passaic County, New Jersey",14739,1454,1101,441,1911,682,1452,656,1045,377,1192,582,554,422,607,357,450,268,749,455,461,253,1404,523,1393,649,1081,572,673,374,312,325,354,314
0500000US34039,34039,"Union County, New Jersey",21977,2075,1648,851,594,370,1700,723,2295,814,1088,517,1788,801,1507,803,1201,598,946,515,2321,810,1983,760,1500,632,1495,560,1043,622,674,447,194,227
0500000US35001,35001,"Bernalillo County, New Mexico",20096,2362,2588,974,1367,574,1964,794,1598,757,1363,636,1730,726,925,445,943,617,807,581,1721,711,1979,567,1316,531,814,389,512,324,238,244,231,378
0500000US35043,35043,"Sandoval County, New Mexico",4126,877,422,407,329,271,134,87,117,160,255,235,248,215,313,378,120,104,117,82,565,380,645,464,248,246,164,161,100,109,251,198,98,153
0500000US35049,35049,"Santa Fe County, New Mexico",5404,1015,851,431,268,228,324,259,385,274,190,174,138,115,535,458,265,265,459,409,501,335,425,297,514,362,100,114,132,113,213,236,104,173
0500000US36005,36005,"Bronx County, New York",169830,4923,32810,3299,18463,2606,13800,1993,12116,1984,10483,1645,11524,2486,8710,1925,6971,1441,7034,1875,13746,1900,12319,1799,11014,1962,5477,1265,2014,722,2099,832,1250,626
0500000US36029,36029,"Erie County, New York",7959,1190,2331,763,195,187,637,501,1230,669,235,239,316,291,183,175,406,378,505,338,280,235,863,535,367,437,249,294,113,176,0,193,49,80
0500000US36047,36047,"Kings County, New York",66664,3343,10389,1776,5715,1328,4385,946,4816,1183,4591,1031,4074,1003,2973,892,3150,959,2602,800,4810,1305,6040,1272,5990,1318,2638,810,2126,775,1316,682,1049,505
0500000US36055,36055,"Monroe County, New York",5657,1152,697,362,766,479,387,295,1115,544,477,306,67,82,459,403,241,216,218,194,194,169,99,95,98,157,304,298,111,104,350,370,74,126
0500000US36059,36059,"Nassau County, New York",18309,2008,582,497,330,332,713,439,987,547,1119,745,883,504,704,507,771,490,1202,638,1153,682,1673,709,2152,729,2428,769,1791,708,1184,582,637,425
0500000US36061,36061,"New York County, New York",60004,4505,10992,2207,6940,1564,4911,1481,4284,1213,3183,1255,4581,1353,2303,938,2552,961,1443,738,5565,1877,4658,1343,4650,1182,2030,877,498,320,636,449,778,476
0500000US36071,36071,"Orange County, New York",9234,1348,810,602,345,305,738,542,216,265,192,209,676,561,571,481,278,227,663,648,738,479,1732,731,847,502,421,433,347,451,618,365,42,76
0500000US36081,36081,"Queens County, New York",71334,3624,5694,1231,3176,961,5240,1167,3862,1187,3604,912,4095,1221,3156,845,3901,829,4015,1136,6573,1289,6397,1143,8631,1475,5735,1115,2717,957,3035,1059,1503,624
0500000US36085,36085,"Richmond County, New York",5169,1149,638,477,429,327,525,343,461,418,247,294,150,248,372,340,501,386,95,122,436,318,127,142,302,195,375,329,81,98,430,391,0,193
0500000US36087,36087,"Rockland County, New York",5387,1031,512,273,471,365,31,51,772,596,230,222,178,167,428,367,306,338,71,119,282,247,178,217,846,549,261,223,334,300,176,188,311,250
0500000US36103,36103,"Suffolk County, New York",16096,1861,489,409,774,551,811,567,437,378,1246,799,763,439,496,371,859,523,610,444,830,441,1582,649,2301,896,2885,1051,1048,530,537,320,428,367
0500000US36119,36119,"Westchester County, New York",28529,2467,1011,578,1668,780,1455,715,2182,804,1934,827,1360,658,1711,751,1451,726,551,359,2704,1024,4114,1218,3425,1202,2137,813,1449,613,971,546,406,245
0500000US37119,37119,"Mecklenburg County, North Carolina",11267,1641,253,294,173,206,708,459,723,525,1481,739,1505,635,687,423,692,434,412,312,1965,709,768,473,506,297,778,563,436,496,132,148,48,80
0500000US37183,37183,"Wake County, North Carolina",6379,1567,285,298,793,675,351,304,656,414,133,151,232,375,487,441,313,338,401,375,930,671,1119,545,362,308,166,214,69,103,0,201,82,139
0500000US39035,39035,"Cuyahoga County, Ohio",5548,1187,878,421,330,227,285,218,393,414,281,187,250,206,400,346,329,266,336,339,377,213,490,290,530,283,330,444,0,190,62,68,277,292
0500000US39049,39049,"Franklin County, Ohio",5406,1271,473,497,354,305,419,389,1038,693,635,533,528,310,302,323,514,464,90,151,358,309,385,290,233,305,77,136,0,190,0,190,0,190
0500000US40109,40109,"Oklahoma County, Oklahoma",6598,1339,517,393,178,193,405,340,949,404,220,198,1265,546,767,439,424,462,163,217,153,125,656,362,394,337,268,227,51,60,78,132,110,104
0500000US40143,40143,"Tulsa County, Oklahoma",5587,646,603,284,309,185,458,221,452,227,399,193,359,177,449,231,249,195,507,255,445,199,596,236,368,190,192,153,0,157,73,121,128,145
0500000US41051,41051,"Multnomah County, Oregon",7622,1471,895,533,348,427,771,573,1108,600,564,425,688,470,563,639,683,586,137,168,362,327,791,605,269,223,244,243,0,200,0,200,199,261
0500000US42011,42011,"Berks County, Pennsylvania",7235,1225,878,484,976,621,487,376,962,601,98,121,275,267,473,291,330,266,413,408,123,143,514,473,915,560,639,516,0,172,0,172,152,242
0500000US42077,42077,"Lehigh County, Pennsylvania",8036,1440,1446,730,655,494,586,393,390,476,489,354,287,278,760,474,220,255,376,288,861,545,1191,684,539,379,46,78,62,99,128,175,0,172
0500000US42101,42101,"Philadelphia County, Pennsylvania",22614,2485,5679,1258,1775,728,2684,1129,1827,677,1138,449,956,589,1190,713,1865,828,1206,522,1146,584,1076,516,1063,599,534,341,326,283,149,117,0,172
0500000US44007,44007,"Providence County, Rhode Island",20423,2171,3709,1177,1939,743,2645,911,1442,671,1262,639,561,374,912,495,1014,569,1011,823,785,388,1959,845,1764,817,756,498,164,182,500,421,0,210
0500000US47037,47037,"Davidson County, Tennessee",8601,1553,510,336,294,202,769,545,1286,712,1663,799,997,661,505,488,772,673,372,327,553,400,193,245,637,474,0,203,50,80,0,203,0,203
0500000US47157,47157,"Shelby County, Tennessee",6297,1122,1364,587,316,338,493,361,568,354,411,303,850,504,582,449,181,195,312,339,195,206,601,493,244,209,0,203,88,151,92,143,0,203
0500000US48029,48029,"Bexar County, Texas",43724,3164,3909,857,2585,954,4134,955,3566,1172,3117,948,1578,593,3458,1020,2770,974,2059,685,3480,816,4708,1214,3681,1154,2680,866,1076,403,789,526,134,165
0500000US48061,48061,"Cameron County, Texas",6064,1215,845,409,475,294,461,258,620,378,723,535,309,211,191,187,619,417,246,228,443,305,402,240,475,379,90,105,165,261,0,213,0,213
0500000US48113,48113,"Dallas County, Texas",67788,4039,3065,903,5116,1133,5425,1160,6050,1513,7366,1620,5326,1343,5095,1358,6383,1406,3223,980,5893,1450,5424,1265,5287,1729,2077,858,821,469,596,456,641,435
0500000US48121,48121,"Denton County, Texas",4545,1314,189,148,357,332,52,86,179,161,427,336,704,604,315,391,86,105,19,32,399,230,201,197,446,248,331,248,0,213,160,164,680,660
0500000US48141,48141,"El Paso County, Texas",22058,2549,2034,751,2519,616,1935,767,2319,985,1707,722,2007,751,908,571,863,401,953,496,1564,599,1419,707,1745,697,851,363,170,163,559,427,505,390
0500000US48157,48157,"Fort Bend County, Texas",10070,2011,44,76,0,213,668,580,1058,616,553,519,428,493,364,439,1318,910,860,594,835,571,1371,777,582,498,568,398,664,704,491,481,266,427
0500000US48201,48201,"Harris County, Texas",104673,5663,7090,1347,5461,1551,6596,1501,9252,1713,7070,1702,7132,1473,6615,1444,6555,1412,5211,1347,9711,1804,12493,2529,10461,1983,4338,1221,1895,803,2623,1175,2170,1033
