GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US01015,01015,"Calhoun County, Alabama",8730,1008,1681,601,1306,657,643,437,795,456,295,221,437,339,931,594,303,237,200,176,339,256,840,425,516,401,121,134,53,91,270,283,0,271
0500000US01055,01055,"Etowah County, Alabama",6483,807,1390,623,615,462,721,402,591,385,691,461,0,271,808,517,314,358,45,76,50,86,268,236,348,279,435,295,66,105,141,142,0,271
0500000US01069,01069,"Houston County, Alabama",8420,600,1430,392,881,268,841,258,1004,298,518,200,415,202,639,245,529,201,161,127,406,162,889,325,389,158,137,96,107,97,12,20,62,67
0500000US01073,01073,"Jefferson County, Alabama",104361,2724,12700,1708,10169,1480,8637,1757,9162,1526,7638,1570,8426,1709,5426,1366,5051,1219,4748,1056,8099,1608,8005,1468,8968,1687,4454,1121,1517,503,890,506,471,242
0500000US01081,01081,"Lee County, Alabama",11832,1150,1970,642,972,429,1607,649,1304,555,780,528,647,343,759,433,377,239,402,302,677,292,1236,463,765,354,172,133,152,188,12,20,0,271
0500000US01089,01089,"Madison County, Alabama",29401,1311,3146,794,2591,675,2695,949,1300,599,2021,882,1321,505,1480,644,1381,581,1118,477,2453,843,3613,982,2316,691,1916,665,878,534,635,459,537,374
0500000US01097,01097,"Mobile County, Alabama",53887,2185,9339,1625,4624,1186,5221,1260,4531,1089,4755,1150,4219,1066,2725,882,3083,1044,2676,829,3293,946,2675,779,3817,1116,1745,768,459,268,425,277,300,294
0500000US01101,01101,"Montgomery County, Alabama",45232,2093,6598,1271,4430,1208,3808,1024,4080,1222,3268,909,2090,740,2858,1235,1842,669,1881,783,2992,895,4089,950,3635,1107,1438,712,881,475,587,331,755,508
0500000US01117,01117,"Shelby County, Alabama",6525,836,307,251,339,242,309,332,348,221,320,275,94,152,387,285,519,461,147,176,975,529,516,313,1049,511,678,374,263,196,177,219,97,168
