Id,Id2,Geography,Race,Year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
0500000US12085,12085,"Martin County, Florida",Hispanic,2016,5006,270,404,364,657,169,0,432,384,584,473,847,194,98,0,0,130
0500000US12086,12086,"Miami-Dade County, Florida",Hispanic,2016,590246,58340,38976,39913,38314,32515,32696,30918,28961,24104,44898,53200,66380,36195,18321,21297,25218
0500000US12087,12087,"Monroe County, Florida",Hispanic,2016,5729,193,586,331,434,277,89,270,561,124,293,1108,776,252,100,224,111
0500000US12091,12091,"Okaloosa County, Florida",Hispanic,2016,4492,185,343,38,235,187,751,333,0,172,645,427,345,220,309,258,44
0500000US12095,12095,"Orange County, Florida",Hispanic,2016,125753,10708,7593,7913,7656,6761,9855,8871,6686,7887,12581,11391,12370,7067,3006,2891,2517
0500000US12097,12097,"Osceola County, Florida",Hispanic,2016,45654,3867,2266,1395,3500,3005,2503,3195,3248,1937,5309,5251,4897,3458,904,569,350
0500000US12099,12099,"Palm Beach County, Florida",Hispanic,2016,85518,5629,3382,5017,6381,5607,6199,4481,4479,3875,6702,11081,8657,4941,3283,2965,2839
0500000US12101,12101,"Pasco County, Florida",Hispanic,2016,22526,1807,946,1344,1641,2031,1372,1585,1610,924,1706,1507,3094,1328,773,477,381
0500000US12103,12103,"Pinellas County, Florida",Hispanic,2016,27539,2319,1813,2550,1580,992,1241,1594,2276,735,2861,2264,1972,1844,1610,1076,812
0500000US12105,12105,"Polk County, Florida",Hispanic,2016,34027,1605,2954,2457,2898,1952,2651,2665,2522,1358,2499,3685,3573,1070,660,510,968
0500000US12111,12111,"St. Lucie County, Florida",Hispanic,2016,14994,1083,895,1036,1324,1560,895,432,614,1193,1502,921,1768,368,263,176,964
0500000US12115,12115,"Sarasota County, Florida",Hispanic,2016,9003,297,639,41,609,318,926,121,883,299,826,601,1465,542,273,226,937
0500000US12117,12117,"Seminole County, Florida",Hispanic,2016,26110,1781,965,1214,2363,1718,1521,1487,1250,1320,2460,1902,3525,1459,1401,1007,737
0500000US12127,12127,"Volusia County, Florida",Hispanic,2016,18243,2150,725,2067,1389,1554,1626,1002,649,1370,1328,1905,1429,609,77,207,156
0500000US13063,13063,"Clayton County, Georgia",Hispanic,2016,8755,464,584,306,899,734,772,140,591,544,323,1387,1135,728,0,57,91
0500000US13067,13067,"Cobb County, Georgia",Hispanic,2016,25761,1229,680,953,2085,1759,1139,2552,983,958,2309,2930,2920,1498,871,1566,1329
0500000US13089,13089,"DeKalb County, Georgia",Hispanic,2016,16102,534,856,700,1020,1440,987,925,796,661,1449,2048,1686,1003,845,885,267
0500000US13117,13117,"Forsyth County, Georgia",Hispanic,2016,4871,79,279,443,307,194,35,435,38,197,251,1085,425,376,176,353,198
0500000US13121,13121,"Fulton County, Georgia",Hispanic,2016,21455,797,562,1930,1266,992,2060,333,924,874,2379,1309,3013,1214,1333,1274,1195
0500000US13135,13135,"Gwinnett County, Georgia",Hispanic,2016,47015,1966,1936,2313,4363,1693,3366,2514,3447,2689,5307,5479,5878,2412,520,692,2440
0500000US13139,13139,"Hall County, Georgia",Hispanic,2016,11451,719,310,383,968,672,799,797,657,711,1345,1599,1369,772,183,147,20
0500000US13313,13313,"Whitfield County, Georgia",Hispanic,2016,7846,396,354,393,1124,155,805,327,356,1506,752,576,869,233,0,0,0
0500000US15003,15003,"Honolulu County, Hawaii",Hispanic,2016,21861,1230,1013,425,699,1004,1351,1139,1165,585,1752,2525,3319,1867,1234,1351,1202
0500000US16001,16001,"Ada County, Idaho",Hispanic,2016,10384,1800,659,462,593,515,428,891,728,293,1410,464,915,506,250,122,348
0500000US16027,16027,"Canyon County, Idaho",Hispanic,2016,12875,1380,918,674,818,853,451,1234,347,606,2163,1568,1373,249,49,192,0
0500000US17031,17031,"Cook County, Illinois",Hispanic,2016,354655,20866,17610,17213,20585,18600,19538,22358,20012,15275,32800,40476,48280,25310,15102,12647,7983
0500000US17043,17043,"DuPage County, Illinois",Hispanic,2016,32158,1935,1580,1032,1031,1689,1971,1634,1905,894,1994,2593,5264,4225,1763,1594,1054
0500000US17089,17089,"Kane County, Illinois",Hispanic,2016,39461,1374,1441,1369,1765,1714,1682,2599,3006,2486,3847,5050,5467,3911,1662,1038,1050
0500000US17097,17097,"Lake County, Illinois",Hispanic,2016,37671,1187,631,1584,2382,1257,2270,2962,2811,1539,3613,3849,4949,4284,1627,1233,1493
0500000US17111,17111,"McHenry County, Illinois",Hispanic,2016,9057,499,407,473,131,312,387,237,824,52,1382,990,1795,830,288,279,171
0500000US17197,17197,"Will County, Illinois",Hispanic,2016,26829,1005,472,963,802,781,1191,1643,872,1268,2875,2070,4099,3464,1964,1415,1945
0500000US17201,17201,"Winnebago County, Illinois",Hispanic,2016,10638,577,447,1112,1607,186,1285,421,525,618,1042,1353,939,187,111,104,124
0500000US18003,18003,"Allen County, Indiana",Hispanic,2016,7192,356,376,545,743,453,469,466,556,176,665,902,766,389,132,176,22
0500000US18039,18039,"Elkhart County, Indiana",Hispanic,2016,7476,728,567,26,639,197,656,131,424,424,508,854,1547,431,184,41,119
0500000US18089,18089,"Lake County, Indiana",Hispanic,2016,26643,2337,1296,1420,1544,625,1423,2494,1027,1239,2400,3427,3519,1374,1128,1085,305
0500000US18097,18097,"Marion County, Indiana",Hispanic,2016,24899,2659,1499,1728,3350,2517,1418,1735,1609,1086,1421,1947,1495,964,692,423,356
0500000US18141,18141,"St. Joseph County, Indiana",Hispanic,2016,4895,442,279,298,275,82,395,166,667,184,1082,357,105,208,130,225,0
0500000US19153,19153,"Polk County, Iowa",Hispanic,2016,10708,996,171,613,1125,716,552,548,962,1035,643,1250,1065,584,97,260,91
0500000US20091,20091,"Johnson County, Kansas",Hispanic,2016,10827,240,634,352,269,766,1058,304,870,437,664,1510,1185,842,714,588,394
0500000US20173,20173,"Sedgwick County, Kansas",Hispanic,2016,20311,1986,557,609,1110,1507,2155,1265,1134,1417,2360,1216,1936,1051,360,878,770
0500000US20177,20177,"Shawnee County, Kansas",Hispanic,2016,5676,280,232,269,230,0,116,818,483,168,965,897,568,364,171,83,32
0500000US20209,20209,"Wyandotte County, Kansas",Hispanic,2016,11761,651,292,566,780,904,1107,954,863,804,1222,1337,822,895,233,157,174
0500000US21067,21067,"Fayette County, Kentucky",Hispanic,2016,6120,137,314,786,533,375,295,690,485,203,699,784,179,198,81,295,66
0500000US21111,21111,"Jefferson County, Kentucky",Hispanic,2016,12043,839,1028,840,719,838,362,611,563,588,1109,1319,1903,431,270,335,288
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",Hispanic,2016,5976,337,500,588,227,354,279,566,0,38,147,871,989,236,232,324,288
0500000US22051,22051,"Jefferson Parish, Louisiana",Hispanic,2016,21361,1255,749,1951,2295,1961,2047,1271,779,1003,1921,1913,1534,838,789,386,669
0500000US22071,22071,"Orleans Parish, Louisiana",Hispanic,2016,7980,961,840,691,397,502,514,451,135,373,367,612,712,302,494,399,230
0500000US24003,24003,"Anne Arundel County, Maryland",Hispanic,2016,10964,0,0,289,114,976,310,240,444,192,614,766,2136,1856,727,1290,1010
0500000US24005,24005,"Baltimore County, Maryland",Hispanic,2016,11414,1146,659,186,384,580,390,735,438,392,1467,1537,1136,712,766,561,325
0500000US24031,24031,"Montgomery County, Maryland",Hispanic,2016,49057,1404,1438,794,2148,1529,2232,2399,1456,1889,3825,7826,8013,3946,2776,3532,3850
0500000US24033,24033,"Prince George's County, Maryland",Hispanic,2016,33604,601,756,711,930,1821,1317,846,1877,2004,3614,4196,5396,3491,2633,2357,1054
0500000US24510,24510,"Baltimore city, Maryland",Hispanic,2016,8019,681,314,397,196,253,232,346,382,342,1017,825,1164,460,652,191,567
0500000US25005,25005,"Bristol County, Massachusetts",Hispanic,2016,13054,2125,1215,763,965,443,725,980,448,130,641,1689,1411,38,584,754,143
0500000US25009,25009,"Essex County, Massachusetts",Hispanic,2016,44287,6419,3914,1581,2159,3043,2042,2375,1681,1914,3021,3929,5456,3310,1009,1666,768
0500000US25013,25013,"Hampden County, Massachusetts",Hispanic,2016,36018,5797,5418,3346,3448,1990,2582,1036,1583,1007,1398,2747,2994,1255,871,496,50
0500000US25017,25017,"Middlesex County, Massachusetts",Hispanic,2016,36944,4557,1752,2163,1651,769,831,1643,1371,691,2724,3968,3494,3198,2246,3479,2407
0500000US25021,25021,"Norfolk County, Massachusetts",Hispanic,2016,8809,716,360,277,0,165,354,845,88,268,631,692,1249,677,467,564,1456
0500000US25023,25023,"Plymouth County, Massachusetts",Hispanic,2016,5462,669,331,416,121,273,291,350,0,243,242,440,669,225,290,624,278
0500000US25025,25025,"Suffolk County, Massachusetts",Hispanic,2016,54373,8756,3913,4313,3482,2250,2451,2617,2981,1652,4033,4300,4566,2373,2015,2323,2348
0500000US25027,25027,"Worcester County, Massachusetts",Hispanic,2016,27224,3404,2872,2166,1599,1934,1727,1792,1260,969,1715,2380,1911,1322,1085,293,795
0500000US26049,26049,"Genesee County, Michigan",Hispanic,2016,4540,558,484,242,225,442,410,358,240,93,381,332,177,183,27,353,35
0500000US26065,26065,"Ingham County, Michigan",Hispanic,2016,7006,560,347,625,669,478,336,334,144,97,1090,609,1061,353,60,89,154
0500000US26081,26081,"Kent County, Michigan",Hispanic,2016,16362,1105,588,1275,1712,1659,696,1232,1205,559,1924,2207,811,387,535,242,225
0500000US26099,26099,"Macomb County, Michigan",Hispanic,2016,6346,33,182,279,202,150,298,646,87,81,663,984,1102,618,319,409,293
0500000US26125,26125,"Oakland County, Michigan",Hispanic,2016,13992,1312,532,1126,665,582,545,581,322,832,984,904,2124,1419,911,642,511
0500000US26139,26139,"Ottawa County, Michigan",Hispanic,2016,5811,209,316,441,165,574,353,103,225,577,966,920,311,491,37,90,33
0500000US26145,26145,"Saginaw County, Michigan",Hispanic,2016,6141,347,493,483,511,584,316,410,409,554,251,487,865,353,53,25,0
0500000US26161,26161,"Washtenaw County, Michigan",Hispanic,2016,4906,360,162,88,633,51,389,215,116,465,266,316,523,342,186,257,537
0500000US26163,26163,"Wayne County, Michigan",Hispanic,2016,28006,2701,1551,1537,1519,1418,2275,1704,2373,1051,2794,2899,2876,1426,1001,579,302
0500000US27037,27037,"Dakota County, Minnesota",Hispanic,2016,7638,136,280,206,739,433,285,548,406,395,1129,437,1520,300,241,434,149
0500000US27053,27053,"Hennepin County, Minnesota",Hispanic,2016,21344,1396,943,842,854,1207,877,1780,1323,1163,1173,2548,2928,1969,834,639,868
0500000US27123,27123,"Ramsey County, Minnesota",Hispanic,2016,9797,609,558,374,465,719,820,698,331,598,993,781,995,627,324,554,351
0500000US29095,29095,"Jackson County, Missouri",Hispanic,2016,17658,2116,843,1726,998,1168,1426,1227,828,500,1220,1218,2293,1307,250,368,170
0500000US29189,29189,"St. Louis County, Missouri",Hispanic,2016,8421,304,500,655,387,270,164,902,379,248,729,213,692,896,244,506,1332
0500000US29510,29510,"St. Louis city, Missouri",Hispanic,2016,4347,668,255,238,62,623,410,104,66,92,369,429,197,494,82,44,214
0500000US31055,31055,"Douglas County, Nebraska",Hispanic,2016,16477,1013,818,690,1095,827,1293,1832,623,1231,1473,1678,2288,778,248,485,105
0500000US31109,31109,"Lancaster County, Nebraska",Hispanic,2016,6783,769,629,282,107,574,364,217,429,414,79,1300,730,510,328,51,0
0500000US32003,32003,"Clark County, Nevada",Hispanic,2016,175388,11229,7609,11651,10011,13076,11921,10131,10203,10000,14468,22019,21369,10763,4611,3193,3134
0500000US32031,32031,"Washoe County, Nevada",Hispanic,2016,29621,2506,934,1868,1906,1851,2806,2034,2440,378,2867,4117,2373,1792,782,303,664
0500000US33011,33011,"Hillsborough County, New Hampshire",Hispanic,2016,7323,771,328,260,453,412,610,458,101,837,407,566,905,346,241,352,276
0500000US34001,34001,"Atlantic County, New Jersey",Hispanic,2016,11925,624,919,549,556,291,897,912,658,400,1240,1625,1638,651,583,254,128
0500000US34003,34003,"Bergen County, New Jersey",Hispanic,2016,53343,2596,2508,1615,2579,2694,799,2024,2089,1579,3192,5351,7510,6744,3574,4747,3742
0500000US34005,34005,"Burlington County, New Jersey",Hispanic,2016,10797,144,315,251,610,943,149,562,1089,214,607,972,1848,850,1147,561,535
0500000US34007,34007,"Camden County, New Jersey",Hispanic,2016,24083,2407,1913,2307,1390,1173,1704,1020,674,842,2487,1059,2850,1265,606,1305,1081
0500000US34011,34011,"Cumberland County, New Jersey",Hispanic,2016,12526,1902,1097,930,940,1155,201,602,332,259,848,1896,923,540,349,344,208
0500000US34013,34013,"Essex County, New Jersey",Hispanic,2016,53846,8117,3195,4397,2047,2780,2534,3142,2402,2052,3446,4430,5929,3474,1678,1794,2429
0500000US34017,34017,"Hudson County, New Jersey",Hispanic,2016,94289,9320,5258,5933,4629,4908,4836,4925,5067,4182,9038,8625,10806,7368,3037,4417,1940
0500000US34021,34021,"Mercer County, New Jersey",Hispanic,2016,15450,996,607,1374,1337,724,798,622,723,604,1099,1518,1912,1369,880,507,380
0500000US34023,34023,"Middlesex County, New Jersey",Hispanic,2016,46966,2637,1854,1962,2011,1954,1677,2408,1547,2249,4067,4433,7977,4125,3503,2482,2080
0500000US34025,34025,"Monmouth County, New Jersey",Hispanic,2016,19042,699,1043,236,1336,1293,1019,810,626,452,1467,1699,2179,2129,931,1871,1252
0500000US34027,34027,"Morris County, New Jersey",Hispanic,2016,17760,390,479,222,622,595,924,768,474,759,2161,900,2108,2237,1572,1566,1983
0500000US34029,34029,"Ocean County, New Jersey",Hispanic,2016,14825,1026,241,561,627,1295,576,941,936,439,866,1314,1783,1858,1050,577,735
0500000US34031,34031,"Passaic County, New Jersey",Hispanic,2016,55308,5039,3205,5222,2809,3717,3016,2660,3133,2627,3740,4559,5504,4156,2092,2505,1324
0500000US34035,34035,"Somerset County, New Jersey",Hispanic,2016,12977,784,178,322,781,780,205,241,890,173,666,1927,1832,1704,835,793,866
0500000US34039,34039,"Union County, New Jersey",Hispanic,2016,48458,2589,1608,2701,2147,2704,2309,2750,2672,2956,4004,6823,5409,3930,2355,1763,1738
0500000US35001,35001,"Bernalillo County, New Mexico",Hispanic,2016,111314,9401,7061,8127,8274,7373,5875,5877,5014,5341,10629,10648,12782,6145,2733,3411,2623
0500000US35005,35005,"Chaves County, New Mexico",Hispanic,2016,10285,1442,675,755,868,546,385,527,941,600,658,949,1285,365,190,0,99
0500000US35013,35013,"Do?a Ana County, New Mexico",Hispanic,2016,45544,4748,4434,4797,3616,3132,3348,3510,1795,1750,3271,3375,3711,2474,653,419,511
0500000US35025,35025,"Lea County, New Mexico",Hispanic,2016,9054,557,621,771,426,445,305,517,290,560,632,1831,691,620,623,75,90
0500000US35035,35035,"Otero County, New Mexico",Hispanic,2016,5483,699,220,1004,525,127,447,161,466,227,574,561,251,65,85,0,71
0500000US35043,35043,"Sandoval County, New Mexico",Hispanic,2016,15965,1147,625,1195,1125,504,635,890,645,1241,1648,1155,2064,1916,405,458,312
0500000US35045,35045,"San Juan County, New Mexico",Hispanic,2016,6967,370,545,445,817,274,81,469,432,320,625,686,1218,93,193,153,246
