Id,Id2,Geography,Race,Year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
0500000US35049,35049,"Santa Fe County, New Mexico",Hispanic,2016,23526,2127,1083,864,1542,1505,1019,1248,1367,1348,2524,2242,2492,1583,1123,732,727
0500000US35061,35061,"Valencia County, New Mexico",Hispanic,2016,15032,1762,900,1071,986,1295,907,519,1162,738,1032,2014,1198,615,264,336,233
0500000US36001,36001,"Albany County, New York",Hispanic,2016,5000,370,327,399,166,511,491,595,36,110,411,222,604,247,68,89,354
0500000US36005,36005,"Bronx County, New York",Hispanic,2016,265594,44878,25555,21088,17846,15339,16348,14507,13269,9862,16477,21058,21336,12630,6502,5006,3893
0500000US36027,36027,"Dutchess County, New York",Hispanic,2016,8974,468,561,244,529,199,827,0,101,643,467,864,1348,892,475,1001,355
0500000US36029,36029,"Erie County, New York",Hispanic,2016,13075,2890,1425,1484,828,618,432,739,864,594,706,1039,580,470,198,71,137
0500000US36047,36047,"Kings County, New York",Hispanic,2016,160720,24359,12530,11354,9745,8143,7910,7995,5651,7168,10868,14298,13434,10775,6427,5525,4538
0500000US36055,36055,"Monroe County, New York",Hispanic,2016,18287,4902,1603,1052,737,1797,699,834,468,486,917,1193,1366,1091,139,418,585
0500000US36059,36059,"Nassau County, New York",Hispanic,2016,54397,2554,1010,1411,2011,2034,1975,1700,2319,1779,3901,4892,7614,5432,3876,4833,7056
0500000US36061,36061,"New York County, New York",Hispanic,2016,145445,24042,14736,11240,6287,7471,7742,4825,4653,3985,10268,11822,12664,7406,5536,5115,7653
0500000US36067,36067,"Onondaga County, New York",Hispanic,2016,6805,1359,732,228,439,136,317,425,127,210,797,435,374,744,193,213,76
0500000US36071,36071,"Orange County, New York",Hispanic,2016,20613,2018,821,431,1085,712,1082,1797,825,724,1451,1615,1717,1993,1149,1899,1294
0500000US36081,36081,"Queens County, New York",Hispanic,2016,184925,13972,8981,10133,9161,8433,10977,8833,10377,6359,13890,18438,24465,14780,10784,9790,5552
0500000US36085,36085,"Richmond County, New York",Hispanic,2016,25069,4903,759,916,1220,357,1604,242,967,1263,1308,2107,2327,2201,2542,1514,839
0500000US36087,36087,"Rockland County, New York",Hispanic,2016,13519,1015,636,751,506,527,798,996,28,417,1333,861,1129,2212,914,655,741
0500000US36103,36103,"Suffolk County, New York",Hispanic,2016,58677,2589,3076,1712,2184,1384,3451,1465,2210,964,4377,6162,9227,5486,4088,6205,4097
0500000US36111,36111,"Ulster County, New York",Hispanic,2016,3444,126,106,148,454,454,195,115,145,192,237,222,450,144,106,212,138
0500000US36119,36119,"Westchester County, New York",Hispanic,2016,66545,5092,2924,3370,3326,3250,3989,3492,2657,2922,4542,5869,8068,5410,4089,3779,3766
0500000US37025,37025,"Cabarrus County, North Carolina",Hispanic,2016,5193,202,227,358,53,87,1040,414,362,521,316,290,512,506,79,136,90
0500000US37051,37051,"Cumberland County, North Carolina",Hispanic,2016,12181,914,591,1095,863,758,682,714,982,356,1366,1435,737,660,283,279,466
0500000US37063,37063,"Durham County, North Carolina",Hispanic,2016,10663,439,571,336,277,341,1163,739,831,867,852,1435,1608,440,268,280,216
0500000US37067,37067,"Forsyth County, North Carolina",Hispanic,2016,11500,892,1011,820,1440,382,1225,636,834,70,1412,747,1015,758,156,0,102
0500000US37081,37081,"Guilford County, North Carolina",Hispanic,2016,10689,1251,1328,804,343,978,575,404,460,589,898,841,1129,553,217,128,191
0500000US37085,37085,"Harnett County, North Carolina",Hispanic,2016,3385,160,77,133,291,175,450,137,242,197,66,714,464,156,102,0,21
0500000US37119,37119,"Mecklenburg County, North Carolina",Hispanic,2016,36731,1935,1455,2561,3316,2574,2923,2474,1730,2063,3303,2904,4109,3250,652,471,1011
0500000US37155,37155,"Robeson County, North Carolina",Hispanic,2016,2500,281,63,329,226,453,195,221,97,149,227,159,100,0,0,0,0
0500000US37179,37179,"Union County, North Carolina",Hispanic,2016,5726,277,462,329,735,145,136,66,445,508,604,682,566,241,51,121,358
0500000US37183,37183,"Wake County, North Carolina",Hispanic,2016,26493,722,474,1175,1699,1967,2537,1669,2825,1338,1951,2227,2684,1897,1791,867,670
0500000US39035,39035,"Cuyahoga County, Ohio",Hispanic,2016,23321,3248,1757,1121,2000,1447,1780,623,1643,1008,1676,2060,1952,1438,332,943,293
0500000US39049,39049,"Franklin County, Ohio",Hispanic,2016,18984,2069,1502,798,1748,1039,1062,677,940,682,1910,1974,2408,747,259,699,470
0500000US39061,39061,"Hamilton County, Ohio",Hispanic,2016,7649,551,542,56,330,308,435,666,434,370,1087,768,637,280,349,515,321
0500000US39093,39093,"Lorain County, Ohio",Hispanic,2016,10133,632,630,1054,728,915,326,427,814,143,710,1448,843,660,379,251,173
0500000US39095,39095,"Lucas County, Ohio",Hispanic,2016,8515,824,1003,1160,468,436,653,176,406,151,762,607,523,357,312,172,505
0500000US39099,39099,"Mahoning County, Ohio",Hispanic,2016,4297,694,43,542,207,339,139,483,407,192,245,0,578,67,44,82,235
0500000US39113,39113,"Montgomery County, Ohio",Hispanic,2016,4703,819,63,309,515,418,436,102,175,98,430,667,278,139,32,168,54
0500000US40027,40027,"Cleveland County, Oklahoma",Hispanic,2016,7616,538,171,358,592,597,103,218,342,456,1160,778,1234,323,268,370,108
0500000US40109,40109,"Oklahoma County, Oklahoma",Hispanic,2016,33111,2063,1477,1660,3577,2634,2338,2340,2601,1879,3004,3920,3202,1244,356,491,325
0500000US40143,40143,"Tulsa County, Oklahoma",Hispanic,2016,21430,1899,1288,1714,1555,1420,1686,1493,1680,1396,2039,1988,1394,743,441,470,224
0500000US41005,41005,"Clackamas County, Oregon",Hispanic,2016,9431,314,265,747,263,220,535,699,668,275,533,712,1798,685,572,619,526
0500000US41029,41029,"Jackson County, Oregon",Hispanic,2016,7351,794,830,415,1322,978,52,134,475,496,401,664,367,123,52,109,139
0500000US41039,41039,"Lane County, Oregon",Hispanic,2016,8896,1143,53,392,615,1152,226,544,798,45,703,1660,617,334,209,343,62
0500000US41047,41047,"Marion County, Oregon",Hispanic,2016,19440,856,1319,1546,1711,871,1505,1555,862,1018,1300,3105,2208,661,382,441,100
0500000US41051,41051,"Multnomah County, Oregon",Hispanic,2016,23757,2109,1566,1003,1280,2228,1424,712,877,1058,1704,2434,3575,1761,785,531,710
0500000US41067,41067,"Washington County, Oregon",Hispanic,2016,23321,689,605,512,1642,1023,1411,2029,1179,1226,2842,4045,2676,1559,687,891,305
0500000US42003,42003,"Allegheny County, Pennsylvania",Hispanic,2016,8765,762,287,657,406,702,506,519,334,154,190,1171,689,844,791,278,475
0500000US42011,42011,"Berks County, Pennsylvania",Hispanic,2016,21106,3442,1984,2097,2202,1247,1043,1118,1028,681,1883,1388,1288,821,245,384,255
0500000US42017,42017,"Bucks County, Pennsylvania",Hispanic,2016,10230,898,880,620,127,744,358,279,780,833,670,1344,401,751,563,595,387
0500000US42029,42029,"Chester County, Pennsylvania",Hispanic,2016,9322,304,523,418,796,587,422,314,601,784,1201,391,777,388,438,544,834
0500000US42043,42043,"Dauphin County, Pennsylvania",Hispanic,2016,7976,851,338,744,551,609,397,434,423,158,600,1036,1100,161,318,21,235
0500000US42045,42045,"Delaware County, Pennsylvania",Hispanic,2016,5377,419,288,455,0,294,208,78,419,471,216,536,358,295,762,296,282
0500000US42069,42069,"Lackawanna County, Pennsylvania",Hispanic,2016,4436,485,531,745,109,313,204,337,287,34,60,855,268,90,0,86,32
0500000US42071,42071,"Lancaster County, Pennsylvania",Hispanic,2016,15077,1880,987,1147,1379,944,559,575,1028,834,1308,1499,1434,583,235,575,110
0500000US42077,42077,"Lehigh County, Pennsylvania",Hispanic,2016,25008,2818,2006,2127,1487,1693,2164,806,810,681,2140,3756,2125,1340,916,72,67
0500000US42079,42079,"Luzerne County, Pennsylvania",Hispanic,2016,9557,2050,482,437,865,467,703,451,723,62,1205,913,616,209,275,0,99
0500000US42089,42089,"Monroe County, Pennsylvania",Hispanic,2016,7171,464,48,238,121,213,84,503,247,449,288,531,1964,730,91,477,723
0500000US42091,42091,"Montgomery County, Pennsylvania",Hispanic,2016,10837,603,522,447,678,850,342,610,186,120,1214,643,1402,1276,937,342,665
0500000US42095,42095,"Northampton County, Pennsylvania",Hispanic,2016,11276,613,1460,394,647,391,610,383,571,685,767,1123,1907,1005,349,281,90
0500000US42101,42101,"Philadelphia County, Pennsylvania",Hispanic,2016,66015,13392,5269,5689,4787,3798,4968,2944,2044,3442,4243,4943,5993,2042,1392,687,382
0500000US42133,42133,"York County, Pennsylvania",Hispanic,2016,8770,1394,530,403,653,1230,256,511,58,462,719,1008,406,534,340,266,0
0500000US44007,44007,"Providence County, Rhode Island",Hispanic,2016,39508,6056,3682,2747,2017,2515,2347,2652,2365,1631,2824,4102,3190,1964,445,672,299
0500000US45013,45013,"Beaufort County, South Carolina",Hispanic,2016,5151,382,218,154,227,637,224,401,480,223,527,660,514,230,218,56,0
0500000US45015,45015,"Berkeley County, South Carolina",Hispanic,2016,3498,0,99,338,416,70,249,530,301,214,261,216,235,437,64,0,68
0500000US45019,45019,"Charleston County, South Carolina",Hispanic,2016,5657,368,572,687,0,931,546,211,305,122,172,279,389,445,470,45,115
0500000US45045,45045,"Greenville County, South Carolina",Hispanic,2016,11484,335,329,1082,555,1870,968,1056,678,419,1437,462,1108,656,151,190,188
0500000US45051,45051,"Horry County, South Carolina",Hispanic,2016,4948,399,263,406,537,119,295,118,644,190,289,406,565,540,109,68,0
0500000US45079,45079,"Richland County, South Carolina",Hispanic,2016,6012,604,275,230,408,519,132,427,422,663,881,339,776,148,0,101,87
0500000US47037,47037,"Davidson County, Tennessee",Hispanic,2016,19330,1600,834,930,1201,1530,1050,1269,1554,819,1141,2395,2470,975,935,287,340
0500000US47093,47093,"Knox County, Tennessee",Hispanic,2016,5573,80,185,270,1035,238,508,395,155,249,621,442,556,365,301,74,99
0500000US47125,47125,"Montgomery County, Tennessee",Hispanic,2016,6896,608,248,0,759,290,460,208,489,237,910,982,1118,215,147,97,128
0500000US47157,47157,"Shelby County, Tennessee",Hispanic,2016,14149,712,1029,637,1140,1415,967,527,1238,745,1309,1400,1410,190,102,614,714
0500000US48021,48021,"Bastrop County, Texas",Hispanic,2016,6214,50,100,580,629,413,84,251,453,277,629,1094,895,325,12,55,367
0500000US48027,48027,"Bell County, Texas",Hispanic,2016,23443,1717,1053,1198,1442,1298,1109,1589,2074,748,3362,3118,2520,993,425,438,359
0500000US48029,48029,"Bexar County, Texas",Hispanic,2016,330791,25923,19090,18952,20596,20479,17580,21957,16721,16507,31281,32747,39208,19768,11344,8962,9676
0500000US48039,48039,"Brazoria County, Texas",Hispanic,2016,28832,1233,1545,509,846,1146,790,706,1141,1691,2091,4264,5084,3734,1821,1468,763
0500000US48041,48041,"Brazos County, Texas",Hispanic,2016,15346,2002,1155,928,1514,1291,1240,1157,458,666,1506,683,1180,534,338,454,240
0500000US48061,48061,"Cameron County, Texas",Hispanic,2016,101018,14810,9122,8409,7833,6267,4745,5233,5157,4285,8166,8585,8853,4026,2224,1836,1467
0500000US48085,48085,"Collin County, Texas",Hispanic,2016,38159,1259,813,1428,946,2330,2278,1544,3228,2382,3535,4315,4258,5263,2174,1239,1167
0500000US48091,48091,"Comal County, Texas",Hispanic,2016,9512,351,476,463,490,1021,78,213,303,615,609,1389,1289,877,464,363,511
0500000US48113,48113,"Dallas County, Texas",Hispanic,2016,272926,12200,12361,15494,21859,18942,20513,18243,16218,14933,27069,32244,29576,16681,5599,6142,4852
0500000US48121,48121,"Denton County, Texas",Hispanic,2016,40718,2498,1292,1462,1431,1993,1445,1688,1749,2501,4596,2426,6642,3796,2279,2842,2078
0500000US48135,48135,"Ector County, Texas",Hispanic,2016,25530,1921,1643,1208,1313,1508,1860,868,399,1643,1683,3124,3122,3407,992,334,505
0500000US48139,48139,"Ellis County, Texas",Hispanic,2016,11064,418,449,373,117,630,495,454,488,823,787,2208,1844,419,296,949,314
0500000US48141,48141,"El Paso County, Texas",Hispanic,2016,205636,20680,18103,14786,14339,14975,11872,11718,9129,10226,16119,17847,21634,11697,4389,4799,3323
0500000US48157,48157,"Fort Bend County, Texas",Hispanic,2016,46684,2561,1595,1324,2495,1508,1690,2082,2866,666,4023,4868,8800,3891,1542,3869,2904
0500000US48167,48167,"Galveston County, Texas",Hispanic,2016,23195,2646,992,1401,994,1430,1177,1708,1385,993,1866,1387,2419,1408,905,1682,802
0500000US48183,48183,"Gregg County, Texas",Hispanic,2016,5619,297,298,293,604,357,420,292,889,1199,214,120,539,0,33,0,64
0500000US48187,48187,"Guadalupe County, Texas",Hispanic,2016,16251,1569,511,567,433,243,1302,657,1179,1398,1804,2228,1375,1306,591,437,651
0500000US48201,48201,"Harris County, Texas",Hispanic,2016,549672,30664,29768,36887,40659,38271,36807,33302,29761,28699,48646,57084,55310,36078,17281,17241,13214
0500000US48209,48209,"Hays County, Texas",Hispanic,2016,21559,1056,791,746,1548,723,1190,317,891,943,3401,2182,4248,1564,758,600,601
0500000US48215,48215,"Hidalgo County, Texas",Hispanic,2016,204599,25841,19040,17380,15407,12090,12642,9965,9522,8431,16160,17429,15671,10843,6655,4972,2551
0500000US48245,48245,"Jefferson County, Texas",Hispanic,2016,13425,2419,695,834,1420,775,333,911,736,426,1095,1367,1560,403,188,218,45
0500000US48251,48251,"Johnson County, Texas",Hispanic,2016,8367,235,390,114,281,397,439,621,519,670,1209,949,1277,837,268,44,117
0500000US48257,48257,"Kaufman County, Texas",Hispanic,2016,6351,138,58,483,99,806,216,757,932,260,181,648,423,701,492,42,115
0500000US48303,48303,"Lubbock County, Texas",Hispanic,2016,31640,2889,1803,1694,2600,3362,2011,2147,1669,3280,2517,1924,2833,884,1059,758,210
0500000US48309,48309,"McLennan County, Texas",Hispanic,2016,17668,1061,1753,963,1378,1566,1186,993,1114,1387,818,2152,1691,839,333,93,341
0500000US48329,48329,"Midland County, Texas",Hispanic,2016,20626,909,839,1165,873,1170,488,453,818,1350,3194,2281,2796,1505,605,1554,626
0500000US48339,48339,"Montgomery County, Texas",Hispanic,2016,33795,2507,1829,1964,1797,2369,1205,1751,2715,1579,3622,2155,4129,2958,515,1493,1207
0500000US48355,48355,"Nueces County, Texas",Hispanic,2016,74471,6239,3146,4770,4275,3698,4740,3674,3754,2881,5962,9970,9570,5848,2937,1495,1512
0500000US48375,48375,"Potter County, Texas",Hispanic,2016,13898,1546,617,1284,558,1556,1419,694,818,427,1162,1924,874,681,114,150,74
0500000US48381,48381,"Randall County, Texas",Hispanic,2016,6751,248,201,899,313,510,136,100,25,268,603,1397,1107,484,90,70,300
0500000US48409,48409,"San Patricio County, Texas",Hispanic,2016,13112,1113,923,750,1409,752,691,692,761,259,1408,1326,931,784,762,551,0
0500000US48423,48423,"Smith County, Texas",Hispanic,2016,9710,393,728,934,724,477,777,900,745,372,1010,643,1290,415,163,0,139
0500000US48439,48439,"Tarrant County, Texas",Hispanic,2016,152797,8510,8004,6741,9557,8497,11304,9746,9592,7726,17607,17653,17130,9640,3762,4214,3114
0500000US48441,48441,"Taylor County, Texas",Hispanic,2016,8843,1019,789,555,551,602,662,364,511,694,378,1191,707,578,177,32,33
0500000US48451,48451,"Tom Green County, Texas",Hispanic,2016,14786,1015,699,730,1244,1305,886,1256,725,683,1319,1724,1192,1381,52,157,418
0500000US48453,48453,"Travis County, Texas",Hispanic,2016,115942,6671,4419,3385,5734,7203,5733,5960,8014,5906,11029,13349,12700,11157,4621,6175,3886
0500000US48469,48469,"Victoria County, Texas",Hispanic,2016,12357,1284,946,705,586,767,605,427,579,923,883,1190,1299,619,1004,185,355
0500000US48479,48479,"Webb County, Texas",Hispanic,2016,68862,10382,5786,4765,5193,4161,4421,3210,2590,2448,5655,5421,4736,4050,2793,1411,1840
0500000US48485,48485,"Wichita County, Texas",Hispanic,2016,6697,661,487,691,500,337,239,272,463,627,787,157,627,400,15,359,75
0500000US48491,48491,"Williamson County, Texas",Hispanic,2016,30155,1023,779,1336,1230,1203,1592,792,1532,655,2328,3599,4004,3075,3144,2390,1473
0500000US49011,49011,"Davis County, Utah",Hispanic,2016,9492,344,473,326,777,510,295,657,337,507,694,1105,1158,966,741,413,189
0500000US49035,49035,"Salt Lake County, Utah",Hispanic,2016,49595,2257,2144,2365,3067,2330,2528,2493,4213,3215,5461,6240,5562,3682,1898,1055,1085
0500000US49049,49049,"Utah County, Utah",Hispanic,2016,13151,1124,616,259,641,755,1164,1065,910,326,1170,1165,1195,1185,892,411,273
0500000US49057,49057,"Weber County, Utah",Hispanic,2016,12017,770,922,378,367,671,1386,1191,986,172,547,928,1841,776,449,416,217
0500000US51013,51013,"Arlington County, Virginia",Hispanic,2016,12014,849,67,351,718,166,1233,415,834,177,1368,519,1028,535,763,1151,1840
0500000US51041,51041,"Chesterfield County, Virginia",Hispanic,2016,7576,33,619,286,464,216,650,762,154,352,605,1100,1422,173,331,409,0
0500000US51059,51059,"Fairfax County, Virginia",Hispanic,2016,46801,1112,789,1112,1812,1486,1902,2110,1339,1789,2886,5143,7504,4761,3662,5218,4176
0500000US51107,51107,"Loudoun County, Virginia",Hispanic,2016,12678,99,54,0,194,378,1160,482,0,480,1026,1104,1925,1568,1326,1327,1555
0500000US51153,51153,"Prince William County, Virginia",Hispanic,2016,23463,1213,487,693,371,1612,536,1592,462,1008,2564,2264,3754,2312,2140,1533,922
0500000US51510,51510,"Alexandria city, Virginia",Hispanic,2016,7861,340,189,256,804,336,934,336,384,344,323,711,1070,625,175,568,466
0500000US51710,51710,"Norfolk city, Virginia",Hispanic,2016,5326,308,64,212,464,288,554,212,882,478,230,301,931,234,168,0,0
0500000US51760,51760,"Richmond city, Virginia",Hispanic,2016,3743,177,255,209,477,177,263,185,301,148,376,439,277,73,96,116,174
0500000US51810,51810,"Virginia Beach city, Virginia",Hispanic,2016,9880,395,350,257,296,637,235,383,1132,431,1224,1157,870,1397,641,224,251
0500000US53005,53005,"Benton County, Washington",Hispanic,2016,11040,964,1020,392,1105,659,957,607,238,315,483,923,1611,532,834,41,359
0500000US53011,53011,"Clark County, Washington",Hispanic,2016,9999,215,473,263,694,523,1280,287,695,557,698,1686,954,725,294,370,285
0500000US53021,53021,"Franklin County, Washington",Hispanic,2016,11899,1220,370,363,1150,885,387,771,494,413,1509,798,1648,1084,243,56,508
0500000US53025,53025,"Grant County, Washington",Hispanic,2016,7881,134,663,527,380,867,529,509,278,804,1304,691,667,275,70,68,115
0500000US53033,53033,"King County, Washington",Hispanic,2016,57410,2636,1997,1948,1388,2537,2700,2508,3358,2782,4435,8775,8029,5373,2671,3440,2833
0500000US53035,53035,"Kitsap County, Washington",Hispanic,2016,5570,330,402,176,120,324,217,358,438,233,183,694,1010,731,25,214,115
0500000US53053,53053,"Pierce County, Washington",Hispanic,2016,22382,1117,968,945,1689,953,1274,856,1715,1622,3308,2711,1908,1607,513,661,535
0500000US53061,53061,"Snohomish County, Washington",Hispanic,2016,19827,476,1056,405,636,679,950,742,1531,1283,1973,2665,2289,2077,770,1479,816
0500000US53063,53063,"Spokane County, Washington",Hispanic,2016,7494,912,528,561,320,336,386,168,137,302,657,805,1262,276,187,504,153
0500000US53067,53067,"Thurston County, Washington",Hispanic,2016,5935,378,95,120,323,556,217,305,357,105,379,923,862,458,420,307,130
0500000US53073,53073,"Whatcom County, Washington",Hispanic,2016,6039,373,474,473,552,239,292,524,204,0,198,666,930,480,408,0,226
0500000US53077,53077,"Yakima County, Washington",Hispanic,2016,30196,2439,1649,1778,2031,1589,2626,2173,2204,1394,3363,2815,3648,1511,404,272,300
0500000US55025,55025,"Dane County, Wisconsin",Hispanic,2016,9037,276,485,532,748,320,1036,698,577,293,595,797,881,705,673,297,124
0500000US55079,55079,"Milwaukee County, Wisconsin",Hispanic,2016,40040,4413,2660,3416,2616,2149,3389,3018,1344,1750,2762,3441,5527,1790,907,489,369
0500000US55101,55101,"Racine County, Wisconsin",Hispanic,2016,7344,562,118,315,919,591,692,434,277,431,825,804,703,274,137,244,18
0500000US55105,55105,"Rock County, Wisconsin",Hispanic,2016,3008,102,244,317,153,399,529,251,0,99,363,172,211,67,79,22,0
0500000US55133,55133,"Waukesha County, Wisconsin",Hispanic,2016,5664,303,0,407,252,81,87,614,234,127,837,373,806,880,158,254,251
0500000US56021,56021,"Laramie County, Wyoming",Hispanic,2016,4723,174,447,105,418,535,147,56,122,403,607,509,300,579,162,159,0
