Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US06061,6061,"Placer County, California",6210,866,196,196,460,387,0,294,148,167,254,205,244,338,594,459,70,121,259,317,413,270,366,249,655,390,701,392,869,574,447,361,534,302
0500000US06065,6065,"Riverside County, California",30137,1670,1240,480,988,433,1144,559,1032,477,1040,514,1604,658,1050,545,1876,573,1038,455,1539,473,3368,924,5015,1165,2859,850,2589,797,2541,639,1214,511
0500000US06067,6067,"Sacramento County, California",58846,2098,2993,961,3292,826,2789,842,1723,593,3385,968,2759,788,2223,827,2789,785,2235,712,4960,1063,6371,1188,8279,1123,6271,1418,2924,923,3891,908,1962,668
0500000US06071,6071,"San Bernardino County, California",34027,1613,2140,789,788,346,973,476,1317,688,965,459,1463,566,817,509,918,466,986,467,1880,575,3233,903,4876,1054,4945,1172,3235,784,2954,671,2537,713
0500000US06073,6073,"San Diego County, California",95921,2632,5022,1062,3270,939,2608,895,3163,775,2813,722,3125,1046,3880,1020,4837,1028,4113,1240,7723,1502,8717,1210,12249,1925,11214,1449,7178,1264,8943,1349,7066,1224
0500000US06075,6075,"San Francisco County, California",76077,2907,5514,1370,6468,1295,4929,1336,3758,1127,2031,654,2335,865,3346,952,3283,1059,2503,835,5087,1236,6056,1184,10390,1672,5671,912,4216,937,5513,1030,4977,1221
0500000US06077,6077,"San Joaquin County, California",26537,1776,1678,709,2474,802,1407,578,1125,672,930,451,1361,737,1188,550,1000,656,522,287,2229,724,3202,1021,4013,1062,1632,525,959,390,1391,619,1426,557
0500000US06079,6079,"San Luis Obispo County, California",3456,602,260,233,74,126,400,310,0,294,239,239,247,208,0,294,241,234,148,172,222,211,415,373,247,308,74,123,64,107,435,285,390,250
0500000US06081,6081,"San Mateo County, California",57080,1870,1314,547,1331,550,1081,583,888,514,1007,489,1271,720,1904,691,2258,758,1667,540,3071,898,5261,1111,8885,1488,7108,1245,6079,1226,7106,1367,6849,1124
0500000US06083,6083,"Santa Barbara County, California",6911,877,410,306,102,101,306,213,507,318,125,132,134,178,0,294,394,327,478,539,238,255,1213,673,624,465,864,632,473,354,498,318,545,335
0500000US06085,6085,"Santa Clara County, California",170188,3245,6848,1406,4720,972,4115,1014,2688,817,2976,849,3993,1158,3823,1027,4154,988,4014,1224,7710,1324,12796,1656,19989,2066,21912,2105,16850,2097,22516,2384,31084,2707
0500000US06095,6095,"Solano County, California",17139,1335,598,391,554,267,606,350,619,339,410,286,242,225,554,337,465,406,480,280,1406,590,1691,708,2896,849,2748,704,1518,495,1723,568,629,301
0500000US06097,6097,"Sonoma County, California",6351,818,459,335,355,364,98,109,140,147,312,380,334,249,0,294,117,128,0,294,613,358,888,365,425,332,1046,601,516,377,538,363,510,385
0500000US06099,6099,"Stanislaus County, California",7483,706,375,231,176,192,541,427,117,187,323,223,645,459,496,429,455,303,307,221,464,415,751,428,739,351,402,279,757,415,480,306,455,333
0500000US06107,6107,"Tulare County, California",3937,615,100,132,237,357,240,223,163,193,223,194,210,203,31,55,188,152,304,207,330,302,227,200,523,341,268,218,252,225,441,417,200,304
0500000US06111,6111,"Ventura County, California",15909,1233,1061,580,130,163,183,185,441,290,373,303,480,357,483,385,962,520,434,300,566,389,1420,509,1998,623,1508,494,1997,587,2022,625,1851,681
0500000US06113,6113,"Yolo County, California",6475,906,684,367,230,260,483,327,443,324,487,372,125,149,393,310,161,172,233,352,403,501,902,417,424,325,473,391,291,244,376,244,367,258
0500000US08005,8005,"Arapahoe County, Colorado",8664,877,1326,570,440,377,576,477,266,196,187,164,397,239,257,296,397,474,272,197,306,206,905,520,892,421,987,514,701,336,608,366,147,139
0500000US08013,8013,"Boulder County, Colorado",4407,635,149,151,50,83,427,264,48,79,207,242,78,95,254,226,281,252,0,275,113,195,997,614,631,366,248,223,285,230,380,320,259,176
0500000US08031,8031,"Denver County, Colorado",8740,1090,947,621,665,388,418,363,385,278,1483,699,649,455,0,275,352,303,476,333,590,328,577,429,357,264,971,426,300,369,255,236,315,319
0500000US08041,8041,"El Paso County, Colorado",5413,959,388,342,157,184,332,348,248,230,100,130,37,65,166,250,569,431,307,231,658,504,997,650,501,340,748,502,114,106,33,59,58,106
0500000US09001,9001,"Fairfield County, Connecticut",12742,941,718,495,99,117,233,236,117,138,300,293,535,370,296,299,144,159,189,224,144,148,1588,529,1497,543,2655,682,999,413,1185,465,2043,654
0500000US09003,9003,"Hartford County, Connecticut",9906,606,301,266,266,231,310,238,305,268,280,245,528,397,531,338,296,230,286,300,673,341,899,451,2020,619,815,353,767,322,1016,482,613,331
0500000US09009,9009,"New Haven County, Connecticut",9858,746,1044,578,211,248,222,264,385,322,197,192,715,590,119,150,282,242,321,247,842,468,991,493,1211,477,870,450,1071,501,555,326,822,368
0500000US11001,11001,"District of Columbia, District of Columbia",8479,954,886,580,104,128,264,270,78,132,387,323,248,212,357,262,219,223,582,449,374,261,847,458,1289,511,1000,396,669,419,358,258,817,335
0500000US12001,12001,"Alachua County, Florida",4166,636,670,428,214,242,159,154,358,342,0,305,525,400,173,160,0,305,405,380,181,192,405,267,576,386,190,301,65,103,153,141,92,116
0500000US12009,12009,"Brevard County, Florida",3758,675,176,170,92,105,0,305,402,354,122,142,184,185,145,128,122,114,377,391,416,389,428,270,579,326,358,284,240,224,0,305,117,100
0500000US12011,12011,"Broward County, Florida",18172,1338,1248,601,1197,648,439,354,857,538,896,662,838,619,397,254,884,514,1227,630,675,455,1980,846,2647,783,1507,681,880,415,1218,635,1282,533
0500000US12031,12031,"Duval County, Florida",9649,953,446,327,526,360,163,159,350,275,199,164,474,292,484,352,200,183,262,239,786,393,1094,397,1751,502,1461,518,495,282,324,215,634,347
0500000US12057,12057,"Hillsborough County, Florida",11693,1075,688,480,109,145,391,255,457,334,631,391,665,340,652,462,514,358,358,305,1239,491,1053,461,1060,487,1698,702,929,417,726,435,523,342
0500000US12086,12086,"Miami-Dade County, Florida",11359,1490,758,507,303,293,261,277,386,288,774,581,313,245,295,257,655,465,161,137,1080,487,1399,598,1503,530,1016,543,721,391,812,527,922,511
0500000US12095,12095,"Orange County, Florida",13376,1147,765,466,175,172,455,253,1011,507,463,343,505,375,916,535,541,359,438,275,1731,625,1873,699,1878,791,969,519,482,301,822,478,352,268
0500000US12099,12099,"Palm Beach County, Florida",9194,849,835,407,293,303,343,330,252,213,584,319,444,285,590,467,537,391,398,313,350,263,660,433,1628,651,880,501,615,533,279,184,506,305
0500000US12103,12103,"Pinellas County, Florida",8081,895,137,167,500,368,323,321,546,342,304,308,576,451,763,515,255,176,148,176,976,531,863,399,969,404,502,296,444,256,516,357,259,186
0500000US12117,12117,"Seminole County, Florida",4458,623,187,157,92,113,330,231,178,167,548,401,58,94,65,106,133,135,123,144,540,480,775,426,496,286,340,211,330,305,40,69,223,210
0500000US13067,13067,"Cobb County, Georgia",9283,1024,456,335,55,103,354,351,177,178,60,99,259,320,150,156,262,223,173,167,599,411,1093,576,1482,575,1055,718,664,423,1180,412,1264,513
0500000US13089,13089,"DeKalb County, Georgia",9454,1189,618,439,523,440,792,474,956,552,455,237,396,367,278,230,561,386,323,321,156,216,996,437,768,375,484,275,637,440,470,293,1041,723
0500000US13121,13121,"Fulton County, Georgia",13489,1932,446,324,252,204,704,489,752,556,352,303,513,346,383,361,561,379,293,375,427,271,1758,857,1607,607,1685,740,802,401,1504,530,1450,571
0500000US13135,13135,"Gwinnett County, Georgia",20856,1248,1267,530,541,379,878,560,708,377,754,333,1292,557,1349,723,1412,753,588,390,1830,682,2260,686,2417,736,2178,686,1221,506,1273,648,888,544
0500000US15001,15001,"Hawaii County, Hawaii",16144,1517,1263,625,1176,607,592,306,839,559,686,307,1020,467,1158,503,286,176,422,330,1158,432,1727,535,2075,702,1367,479,1034,501,721,375,620,354
0500000US15003,15003,"Honolulu County, Hawaii",141966,3954,7751,1270,4725,1017,5435,1184,4658,1251,5277,945,5417,1182,4389,1052,6536,1154,6142,1191,10836,1626,13710,1941,20822,2085,16499,1663,10419,1373,10629,1469,8721,1188
0500000US15009,15009,"Maui County, Hawaii",12587,1296,527,350,486,331,389,326,482,284,430,361,490,284,460,390,1109,551,588,361,962,567,1349,543,1946,755,1138,500,779,589,1165,574,287,291
0500000US17019,17019,"Champaign County, Illinois",6187,1048,1951,710,45,88,716,460,484,396,110,140,119,166,109,134,59,103,216,216,551,412,154,187,438,284,722,410,112,136,135,111,266,225
0500000US17031,17031,"Cook County, Illinois",106593,3127,7025,1343,3407,979,3787,858,3792,1200,3827,1166,4463,1065,4695,1285,5071,1433,4509,1240,6085,1176,11137,1533,16229,2111,10231,2023,7377,1452,6650,1013,8308,1365
0500000US17043,17043,"DuPage County, Illinois",28314,1195,1335,595,174,175,393,346,815,492,388,414,1588,810,1140,515,637,478,564,337,1516,605,3123,904,4571,1196,4258,892,1605,516,3611,850,2596,719
0500000US17097,17097,"Lake County, Illinois",13399,1210,170,143,401,390,219,219,127,152,109,132,830,605,519,346,177,189,295,271,948,476,1165,522,2517,817,1399,452,1117,507,2148,705,1258,423
0500000US17197,17197,"Will County, Illinois",7123,841,89,146,100,166,49,81,32,56,333,253,98,117,190,140,217,155,90,100,209,192,602,317,1499,531,1548,472,580,266,521,247,966,376
0500000US18097,18097,"Marion County, Indiana",5568,593,468,334,229,249,501,355,115,104,125,197,539,415,512,359,167,129,144,126,287,188,741,308,690,328,556,321,79,97,153,115,262,191
0500000US19153,19153,"Polk County, Iowa",3886,560,82,94,183,178,218,220,119,172,0,226,194,297,58,91,463,347,407,269,123,123,685,352,583,378,77,96,359,248,207,186,128,128
0500000US20091,20091,"Johnson County, Kansas",6704,609,238,208,76,96,78,99,285,302,73,89,111,129,381,298,158,200,90,143,414,306,567,388,1578,530,1262,543,324,212,819,383,250,149
0500000US20173,20173,"Sedgwick County, Kansas",7242,749,1092,538,218,200,489,337,317,233,226,280,119,147,141,159,391,344,378,405,387,294,1006,547,947,383,290,262,193,199,551,401,497,329
0500000US21111,21111,"Jefferson County, Kentucky",4218,654,335,394,106,98,0,271,159,145,187,182,142,141,100,175,122,122,251,190,411,323,580,376,419,268,498,314,400,309,170,140,338,283
0500000US22051,22051,"Jefferson Parish, Louisiana",3946,621,427,318,147,137,53,90,331,318,156,165,454,365,0,277,315,308,109,137,546,263,217,209,583,298,325,254,75,85,148,172,60,100
0500000US24005,24005,"Baltimore County, Maryland",11474,843,431,261,147,177,464,421,492,352,878,574,499,311,505,394,569,307,643,445,659,311,1854,598,1656,617,899,422,331,221,750,355,697,355
0500000US24027,24027,"Howard County, Maryland",10689,1020,660,580,0,281,146,174,66,111,315,364,550,484,478,462,222,233,371,400,459,386,1093,526,1755,675,1218,511,1087,466,1212,401,1057,454
0500000US24031,24031,"Montgomery County, Maryland",39877,1519,1095,486,764,398,537,311,511,239,975,539,856,461,693,374,1683,686,1108,545,2260,703,2940,782,6145,1174,5628,1044,3433,854,5835,1031,5414,913
0500000US24033,24033,"Prince George's County, Maryland",10393,828,43,76,356,279,485,467,134,220,326,324,421,288,141,131,750,423,674,479,1126,550,1149,614,2242,778,849,397,404,271,880,378,413,270
0500000US24510,24510,"Baltimore city, Maryland",4476,808,658,367,626,535,49,81,0,281,415,297,87,141,316,361,171,203,182,236,320,222,410,378,406,250,457,293,0,281,160,157,219,195
0500000US25009,25009,"Essex County, Massachusetts",6917,752,756,505,180,298,80,130,573,342,142,174,119,142,0,281,150,177,497,383,417,222,940,629,691,411,758,450,484,288,512,325,618,429
0500000US25017,25017,"Middlesex County, Massachusetts",39740,1827,2485,840,1320,662,860,530,726,505,1048,572,1392,756,897,409,1967,772,1270,606,1979,598,2973,856,6071,1298,4740,938,3518,931,4904,835,3590,857
0500000US25021,25021,"Norfolk County, Massachusetts",16714,1175,1349,688,591,335,50,86,771,551,513,391,629,502,217,211,336,289,111,134,1174,618,2503,832,2161,759,2084,674,1151,448,1942,638,1132,596
0500000US25025,25025,"Suffolk County, Massachusetts",18963,1579,3094,885,1987,806,606,361,1555,783,646,430,682,398,1039,599,1098,572,415,339,1197,497,861,508,2784,734,1219,473,643,394,595,384,542,356
0500000US25027,25027,"Worcester County, Massachusetts",9891,950,667,520,87,146,0,281,234,229,116,189,150,160,213,201,169,148,176,209,737,565,1209,653,771,384,1689,657,1460,762,1110,404,1103,429
0500000US26099,26099,"Macomb County, Michigan",8161,843,830,457,357,323,284,224,325,238,174,153,351,238,57,97,208,182,158,175,758,407,1430,571,1295,656,684,327,451,258,586,279,213,212
0500000US26125,26125,"Oakland County, Michigan",22506,991,969,543,463,435,179,189,499,387,408,302,314,244,346,259,559,304,534,387,1173,572,2706,752,3306,729,3546,858,1629,504,3152,731,2723,696
0500000US26161,26161,"Washtenaw County, Michigan",10596,962,1578,688,712,478,773,393,195,170,220,200,238,229,254,233,471,365,357,310,656,376,922,430,1768,566,819,342,680,397,636,265,317,230
0500000US26163,26163,"Wayne County, Michigan",13144,1253,994,418,531,293,391,229,425,265,393,260,424,251,260,172,439,214,637,514,863,399,1011,448,2518,724,1093,470,972,324,1324,505,869,370
0500000US27053,27053,"Hennepin County, Minnesota",19644,1013,875,541,1140,558,626,323,750,455,312,251,649,348,367,382,1126,594,266,183,2231,698,2616,680,3704,779,1681,592,948,454,712,354,1641,520
0500000US27123,27123,"Ramsey County, Minnesota",10871,818,1182,461,1020,445,243,224,541,328,767,425,697,379,585,361,575,348,281,217,863,400,1454,540,1063,395,869,392,223,196,161,191,347,272
0500000US29095,29095,"Jackson County, Missouri",3269,590,464,308,93,114,126,155,384,344,0,257,34,53,141,136,214,214,304,369,374,203,147,120,280,248,413,289,186,152,109,126,0,257
0500000US29189,29189,"St. Louis County, Missouri",11209,747,862,513,95,155,130,158,815,547,526,346,134,121,531,445,391,249,415,363,665,400,1413,613,1570,488,1226,585,140,144,630,348,1666,630
0500000US32003,32003,"Clark County, Nevada",45089,2013,1720,655,1483,646,1340,637,2312,937,1760,736,1509,567,2367,727,2465,810,1446,704,4160,888,5732,1011,7165,1326,4977,960,3602,916,1405,563,1646,532
0500000US32031,32031,"Washoe County, Nevada",5660,730,308,295,0,300,70,117,327,267,468,460,239,213,100,101,248,259,157,197,550,378,980,414,434,281,869,406,357,261,398,390,155,160
0500000US34001,34001,"Atlantic County, New Jersey",5164,507,393,288,43,68,122,129,139,129,148,164,66,107,226,243,860,511,46,77,265,226,291,208,1239,487,246,170,490,282,408,290,182,178
0500000US34003,34003,"Bergen County, New Jersey",43979,1689,2271,833,858,449,883,498,858,570,704,407,1198,567,997,391,935,537,849,551,2989,960,4219,1107,7077,1314,6084,1465,4438,963,4793,1164,4826,861
0500000US34005,34005,"Burlington County, New Jersey",6413,730,229,223,127,150,310,267,231,218,592,386,0,277,104,93,131,157,93,160,731,398,553,318,1241,567,536,354,392,237,362,254,781,377
0500000US34007,34007,"Camden County, New Jersey",6875,785,350,275,281,228,55,90,301,303,229,236,301,227,139,178,199,242,555,430,285,219,481,252,1215,551,1443,610,407,272,362,235,272,211
0500000US34013,34013,"Essex County, New Jersey",10511,820,299,234,46,78,198,269,134,170,228,265,53,86,167,208,366,272,0,277,432,356,954,381,2294,717,1464,539,1013,419,973,383,1890,654
0500000US34017,34017,"Hudson County, New Jersey",24193,1572,1615,690,266,233,230,196,621,412,354,234,695,442,1126,465,1086,590,797,494,1325,667,1983,732,3034,772,3097,858,2175,723,2677,868,3112,780
0500000US34021,34021,"Mercer County, New Jersey",9183,695,212,251,213,281,47,78,60,98,413,285,483,341,98,122,279,227,74,97,305,230,281,217,980,458,1596,649,683,372,1645,507,1814,609
0500000US34023,34023,"Middlesex County, New Jersey",46067,1403,838,390,565,412,722,406,706,486,622,456,1378,778,601,330,913,506,546,273,2977,850,4649,1036,6417,1259,7613,1294,3975,1058,6930,1109,6615,1079
0500000US34025,34025,"Monmouth County, New Jersey",10957,849,622,418,0,277,194,180,460,444,405,378,483,424,424,367,172,159,232,282,161,197,868,442,914,413,1834,654,724,473,1045,499,2419,680
0500000US34027,34027,"Morris County, New Jersey",12826,849,202,236,136,168,253,324,240,188,125,203,96,111,164,160,436,350,258,255,542,322,686,382,1987,661,1916,637,1367,486,1953,614,2465,645
0500000US34031,34031,"Passaic County, New Jersey",7088,1199,291,464,589,587,0,277,284,278,240,192,339,262,169,168,578,478,248,238,506,307,564,375,948,690,525,325,662,481,736,335,409,314
0500000US34035,34035,"Somerset County, New Jersey",11751,902,190,186,57,86,0,277,0,277,172,173,59,98,220,236,71,121,318,375,302,264,646,372,1831,638,1685,707,1036,408,1727,612,3437,775
0500000US34039,34039,"Union County, New Jersey",7099,779,420,319,0,277,73,117,113,139,517,431,154,216,305,364,304,328,247,217,371,295,232,208,905,393,993,473,534,316,1250,461,681,387
0500000US36001,36001,"Albany County, New York",4423,702,622,464,34,54,166,194,127,160,229,259,57,111,212,217,120,184,397,364,138,129,510,443,406,267,383,374,132,176,473,378,417,343
0500000US36005,36005,"Bronx County, New York",13267,1314,1036,529,718,372,934,417,1012,455,771,398,340,208,784,386,729,446,1090,468,791,390,1159,420,1578,587,1010,533,406,230,632,312,277,240
0500000US36029,36029,"Erie County, New York",6416,633,1258,597,181,197,78,107,122,133,150,161,281,259,439,354,363,374,90,163,315,316,490,314,908,365,444,314,337,247,329,277,631,386
0500000US36047,36047,"Kings County, New York",63891,2308,5163,966,4612,1191,3681,943,3960,974,4306,1071,2648,778,3414,895,3066,922,2664,787,5068,1235,5617,1127,5762,945,5597,1163,2348,618,3307,782,2678,789
0500000US36055,36055,"Monroe County, New York",6530,734,725,406,100,95,327,236,443,285,389,305,217,197,328,325,633,432,208,203,392,297,559,328,880,486,556,289,199,211,261,194,313,273
0500000US36059,36059,"Nassau County, New York",25576,1497,508,409,305,259,812,538,231,273,173,207,416,381,629,427,579,303,259,196,1533,652,1965,612,3061,818,3538,820,3003,778,4111,824,4453,878
0500000US36061,36061,"New York County, New York",73599,3281,8638,1772,5016,1226,3262,1067,3264,1035,2299,831,2721,871,2855,854,1981,840,1562,667,4160,1132,4388,1141,7957,1797,7432,1726,3211,1043,4202,875,10651,1718
0500000US36081,36081,"Queens County, New York",146816,3578,10616,1560,6927,1478,6397,1314,8076,1644,7087,1261,8480,1537,6970,1402,6207,1316,5779,1468,11352,1569,15247,2161,19794,2280,13489,1617,7741,1359,7395,1094,5259,1089
0500000US36085,36085,"Richmond County, New York",11207,1031,453,378,688,424,731,362,376,294,276,290,757,573,229,226,164,158,66,116,412,351,1384,536,1965,758,1488,609,764,511,1023,398,431,233
0500000US36103,36103,"Suffolk County, New York",13077,992,400,286,164,191,190,170,661,510,289,294,212,162,182,145,345,264,418,355,878,539,912,452,2751,769,1803,709,1153,511,1317,501,1402,536
0500000US36119,36119,"Westchester County, New York",18560,1254,444,294,255,187,216,196,63,106,116,172,872,513,142,111,416,291,61,100,1263,598,1621,706,1963,625,2579,761,1484,629,1809,542,5256,857
0500000US37081,37081,"Guilford County, North Carolina",4455,793,480,401,0,289,624,566,362,357,378,505,0,289,0,289,357,346,142,144,242,214,541,484,351,228,336,452,88,153,296,311,258,227
0500000US37119,37119,"Mecklenburg County, North Carolina",10454,990,99,95,439,326,230,244,625,485,207,195,754,305,425,308,279,284,547,352,1051,587,1874,764,1067,477,1084,557,452,260,955,435,366,265
0500000US37183,37183,"Wake County, North Carolina",13027,1026,241,199,225,200,542,465,277,299,291,258,581,348,792,477,359,272,242,230,1303,621,1390,699,1359,574,1766,666,1021,491,1464,676,1174,441
0500000US39035,39035,"Cuyahoga County, Ohio",10595,716,847,374,237,221,302,262,754,340,334,324,206,204,506,403,809,521,347,257,427,341,1881,727,1098,443,1073,483,750,450,279,222,745,362
0500000US39049,39049,"Franklin County, Ohio",16486,1258,1473,670,1216,635,339,248,552,383,529,508,260,224,439,256,435,271,694,408,938,500,2379,792,2558,913,1615,696,618,337,1152,460,1289,542
0500000US39061,39061,"Hamilton County, Ohio",5228,759,518,303,313,295,70,84,102,145,270,258,83,104,195,181,180,191,423,351,291,311,571,310,233,237,865,459,573,399,115,133,426,315
0500000US40109,40109,"Oklahoma County, Oklahoma",8014,851,1139,645,356,243,91,113,646,405,465,396,192,206,272,268,1040,638,252,238,793,592,1016,538,793,456,496,324,151,234,0,248,312,238
0500000US40143,40143,"Tulsa County, Oklahoma",4083,624,506,384,318,266,34,59,268,374,90,117,63,106,170,225,245,219,277,270,400,246,476,275,257,210,307,219,0,248,430,342,242,144
0500000US41051,41051,"Multnomah County, Oregon",14318,1120,820,489,897,527,457,386,1196,585,765,474,818,432,656,391,950,447,255,198,1238,612,1388,608,1892,654,1085,491,514,250,401,291,986,499
0500000US41067,41067,"Washington County, Oregon",13306,1320,523,360,49,79,623,490,381,285,422,261,390,308,662,439,42,72,657,480,1126,554,1314,629,2101,568,1360,503,1543,670,1046,415,1067,437
0500000US42003,42003,"Allegheny County, Pennsylvania",11007,882,1221,538,389,313,285,237,682,380,292,216,177,191,202,205,238,233,467,309,315,316,1135,504,1162,476,1555,605,703,382,1184,434,1000,410
0500000US42017,42017,"Bucks County, Pennsylvania",6143,784,104,126,153,140,133,152,45,79,179,229,185,208,95,121,183,181,0,242,597,399,393,294,850,440,770,423,646,300,936,477,874,404
0500000US42045,42045,"Delaware County, Pennsylvania",7807,640,303,222,239,175,96,116,479,351,247,192,276,233,137,140,596,337,183,173,917,456,1141,510,908,410,798,410,418,341,613,352,456,317
0500000US42091,42091,"Montgomery County, Pennsylvania",14577,985,1320,665,282,306,589,331,241,269,167,188,386,242,543,420,439,251,236,220,1078,457,1292,556,2499,769,1455,606,1223,545,826,419,2001,675
0500000US42101,42101,"Philadelphia County, Pennsylvania",26899,1639,3984,1026,2916,817,2198,653,1661,635,1651,669,1246,718,900,469,1496,603,1009,520,2685,839,2095,649,1996,554,1167,484,1055,595,329,225,511,347
0500000US44007,44007,"Providence County, Rhode Island",5756,754,940,443,474,436,41,71,0,287,0,287,0,287,634,487,516,491,60,98,479,341,834,512,1065,546,239,219,269,217,106,169,99,109
0500000US47037,47037,"Davidson County, Tennessee",6435,963,0,281,282,373,56,98,116,149,557,516,555,361,582,537,717,526,42,69,418,401,903,553,899,465,439,276,134,232,395,304,340,338
0500000US47157,47157,"Shelby County, Tennessee",5850,462,318,240,302,216,95,117,152,189,173,181,249,251,281,261,414,334,0,281,329,269,581,269,581,328,450,232,335,334,768,411,822,341
0500000US48029,48029,"Bexar County, Texas",9341,1207,1229,684,253,210,416,278,575,248,279,232,505,342,446,373,457,486,284,251,804,445,1095,519,987,486,316,236,839,411,412,233,444,240
0500000US48039,48039,"Brazoria County, Texas",4610,503,47,78,0,291,44,58,115,137,198,302,175,182,274,340,381,330,78,125,152,144,649,397,529,342,692,414,324,257,673,318,279,217
0500000US48085,48085,"Collin County, Texas",25245,1060,1407,559,349,330,679,353,609,426,357,223,237,246,91,109,1191,664,512,279,711,470,2639,947,3684,925,3807,1011,2706,932,3847,921,2419,574
0500000US48113,48113,"Dallas County, Texas",36337,1895,1453,551,1551,637,1057,615,2132,803,1097,573,2434,935,1614,708,2230,806,1206,690,3256,981,4956,1240,4835,1090,2888,697,1796,677,2134,591,1698,626
0500000US48121,48121,"Denton County, Texas",10255,898,820,636,127,172,379,373,850,675,403,352,81,99,487,299,0,291,80,128,698,508,1201,496,1864,719,956,420,594,515,972,495,743,375
0500000US48141,48141,"El Paso County, Texas",3313,414,248,208,155,155,159,194,99,155,354,350,41,70,173,123,57,96,167,193,162,253,603,356,170,140,162,153,209,199,279,287,275,198
