Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US06073,6073,"San Diego County, California",98900,2792,6693,1552,3694,1103,3204,956,3272,982,4608,1442,2069,730,3201,978,3549,1045,3634,923,4897,1117,10146,1555,14272,1816,12515,1862,7438,1188,8759,1342,6949,1137
0500000US06075,6075,"San Francisco County, California",91764,3883,7934,1622,7218,1547,4695,1198,5369,1209,3567,913,3154,831,2707,843,4514,1130,2823,813,3209,979,8125,1044,10987,1509,9265,1463,4661,1050,7223,1094,6313,1110
0500000US06077,6077,"San Joaquin County, California",26286,1729,1253,589,1834,726,1485,569,489,339,1365,639,1397,681,1216,528,1573,826,1826,843,1682,620,1983,731,3753,1226,2599,869,1166,527,1816,532,849,406
0500000US06081,6081,"San Mateo County, California",57466,2042,1195,556,1281,568,1704,680,1274,511,1589,624,804,350,1594,702,911,398,1157,427,3611,859,6248,1210,8157,1428,8896,1513,5006,1098,7014,1332,7025,1081
0500000US06083,6083,"Santa Barbara County, California",6614,781,1042,569,544,379,246,252,103,123,67,116,116,141,398,308,376,353,205,216,437,330,370,211,723,349,716,363,404,259,272,238,595,337
0500000US06085,6085,"Santa Clara County, California",177771,4000,7708,1642,4520,1104,5326,1136,5374,1231,3953,919,3111,783,3324,979,4836,1113,3268,859,7158,1365,12734,1978,19283,2117,23956,2058,17888,2199,26630,2070,28702,2571
0500000US06095,6095,"Solano County, California",17776,1390,567,355,176,219,854,416,1121,539,435,286,177,177,627,344,861,531,108,122,1353,671,2581,822,2547,850,2443,683,1177,601,2066,741,683,396
0500000US06097,6097,"Sonoma County, California",5671,936,92,151,165,195,614,353,294,257,219,201,143,194,298,262,135,166,166,200,320,344,1062,593,995,539,533,350,257,198,191,178,187,188
0500000US06099,6099,"Stanislaus County, California",6663,705,336,286,415,364,597,572,277,260,251,232,322,256,345,373,248,236,283,211,198,170,847,543,807,444,568,286,461,378,159,222,549,426
0500000US06111,6111,"Ventura County, California",17874,1309,679,397,354,248,339,243,257,208,229,169,941,566,275,199,222,216,105,125,2044,771,1020,458,2061,588,2999,863,1257,488,2305,615,2787,919
0500000US06113,6113,"Yolo County, California",6948,1597,868,554,172,185,604,453,713,533,145,307,292,281,269,231,650,422,212,239,411,261,458,263,786,487,466,333,138,164,319,227,445,263
0500000US08001,8001,"Adams County, Colorado",4235,697,68,117,129,208,223,243,295,222,246,241,38,75,152,144,88,178,409,439,466,368,272,207,675,413,614,451,69,111,146,140,345,275
0500000US08005,8005,"Arapahoe County, Colorado",8975,964,656,309,45,78,172,172,489,357,451,311,417,338,809,393,221,177,502,312,671,452,995,467,1638,675,471,309,678,434,549,394,211,203
0500000US08031,8031,"Denver County, Colorado",7593,919,765,412,181,185,529,532,1032,567,214,254,758,425,333,307,167,163,235,306,657,390,670,395,962,528,156,134,298,222,171,169,465,283
0500000US08041,8041,"El Paso County, Colorado",4352,837,463,354,304,275,587,387,384,334,405,316,207,215,226,188,191,167,83,104,461,400,232,195,397,402,171,144,123,148,118,141,0,279
0500000US09001,9001,"Fairfield County, Connecticut",12687,1282,483,413,267,293,531,399,458,387,358,311,269,213,450,317,406,363,294,232,392,304,1254,590,2278,876,1095,560,1297,622,1290,518,1565,437
0500000US09003,9003,"Hartford County, Connecticut",12284,1044,448,339,452,287,338,272,225,199,449,390,386,308,391,374,590,482,336,269,1171,629,1995,752,1514,627,1755,716,530,277,898,513,806,417
0500000US09009,9009,"New Haven County, Connecticut",9797,774,429,295,173,157,352,244,61,102,504,283,393,254,123,142,473,322,425,347,880,459,1018,624,1582,665,493,337,713,350,1175,540,1003,454
0500000US10003,10003,"New Castle County, Delaware",7333,617,555,245,81,136,160,239,88,102,73,86,39,68,130,155,20,33,185,219,276,213,925,518,1364,514,902,330,781,360,744,403,1010,402
0500000US11001,11001,"District of Columbia, District of Columbia",10137,1311,1146,548,252,258,132,115,380,283,85,142,281,331,0,292,298,209,135,159,791,547,1289,532,1848,817,443,319,1335,676,604,321,1118,529
0500000US12001,12001,"Alachua County, Florida",4613,721,1096,559,134,165,277,213,338,305,74,125,204,195,195,185,250,326,97,118,155,163,624,337,199,192,510,346,64,113,131,157,265,215
0500000US12011,12011,"Broward County, Florida",17517,1344,1363,572,635,421,649,440,361,346,852,454,620,320,823,376,652,393,705,491,2057,853,2031,761,3318,829,1064,432,1030,447,649,308,708,356
0500000US12031,12031,"Duval County, Florida",9667,1186,672,426,323,279,189,193,833,623,398,280,172,179,510,299,462,254,551,520,870,533,1453,681,1139,443,604,299,604,383,388,282,499,325
0500000US12057,12057,"Hillsborough County, Florida",12940,1160,795,474,280,221,1058,644,584,442,750,463,340,277,530,265,299,310,571,309,725,466,1524,575,1512,566,1443,686,722,360,699,457,1108,559
0500000US12086,12086,"Miami-Dade County, Florida",12022,1207,1020,586,440,408,407,262,354,291,566,482,173,196,662,584,387,366,293,294,1423,654,1320,566,2136,597,544,334,415,309,1087,583,795,365
0500000US12095,12095,"Orange County, Florida",14925,1584,1327,657,222,222,386,301,869,626,231,225,1412,599,910,545,675,483,1026,579,1514,586,1791,638,1567,590,996,423,910,481,794,405,295,255
0500000US12099,12099,"Palm Beach County, Florida",9242,862,791,422,261,244,345,260,434,303,589,368,399,376,554,554,562,408,268,244,395,290,1079,516,1212,584,717,501,335,286,766,555,535,297
0500000US12103,12103,"Pinellas County, Florida",7838,856,550,316,364,251,307,267,773,420,358,209,1045,633,337,274,198,215,471,356,749,389,645,299,796,390,309,194,351,223,459,428,126,157
0500000US13067,13067,"Cobb County, Georgia",10447,1099,625,415,76,130,250,251,100,161,406,284,426,307,524,333,674,453,554,397,769,539,1125,620,2175,729,842,402,798,386,703,400,400,292
0500000US13089,13089,"DeKalb County, Georgia",12229,1351,1993,793,692,555,198,200,908,546,462,413,976,614,284,224,342,309,294,214,776,441,981,504,1156,564,1657,658,368,256,578,475,564,405
0500000US13121,13121,"Fulton County, Georgia",16428,1338,1272,584,363,318,559,433,289,225,181,191,663,444,516,435,300,252,686,489,1030,433,1193,532,3219,951,1334,524,1102,551,2228,622,1493,609
0500000US13135,13135,"Gwinnett County, Georgia",25281,1486,1885,737,648,454,1298,803,999,542,1104,564,1498,695,1259,625,1103,568,1286,675,2711,893,3738,1264,2621,814,2251,796,1073,537,1123,438,684,475
0500000US15001,15001,"Hawaii County, Hawaii",14417,1579,790,537,910,348,586,242,1059,434,362,240,1282,455,845,388,746,333,914,358,1676,646,1253,474,1686,618,980,311,337,219,581,399,410,230
0500000US15003,15003,"Honolulu County, Hawaii",144599,4206,8298,1399,4381,1157,5524,1331,5871,1097,4831,1001,5566,1151,5546,1131,6306,1092,6108,1231,12179,1716,14599,1720,19300,2196,16808,1719,10926,1694,9893,1716,8463,1133
0500000US15007,15007,"Kauai County, Hawaii",7406,965,450,339,296,328,482,297,464,284,258,228,161,174,172,174,291,187,194,149,468,273,1228,549,1334,524,668,312,410,277,416,252,114,141
0500000US15009,15009,"Maui County, Hawaii",12002,1362,0,275,600,390,679,409,231,271,169,171,416,398,436,291,347,217,518,319,425,259,1612,807,2362,802,1562,456,1423,714,815,365,407,307
0500000US17031,17031,"Cook County, Illinois",114208,3349,10353,1650,3924,1139,5108,1304,5212,1081,3962,942,4213,890,3685,840,6300,1543,4599,1131,8090,1396,12718,1950,15263,2055,10275,1561,6413,1162,7506,1371,6587,1293
0500000US17043,17043,"DuPage County, Illinois",26728,1692,778,429,645,486,808,534,1295,631,572,322,623,474,1117,516,1068,489,1099,657,1434,565,2893,1043,3981,884,2484,766,2412,796,2750,790,2769,617
0500000US17089,17089,"Kane County, Illinois",5125,613,229,179,209,327,56,97,225,192,66,110,209,193,155,217,223,221,177,263,73,119,295,264,765,360,436,250,579,341,1065,497,363,245
0500000US17097,17097,"Lake County, Illinois",12497,889,526,403,58,97,144,225,167,160,286,350,247,200,796,579,332,207,534,410,973,517,1064,444,2711,712,1047,443,1343,538,1235,458,1034,416
0500000US17197,17197,"Will County, Illinois",8700,761,579,330,0,267,204,235,253,204,182,207,90,146,173,214,403,500,77,135,969,457,413,317,803,347,2155,553,1142,509,869,426,388,288
0500000US18097,18097,"Marion County, Indiana",6152,769,571,429,303,306,779,570,234,237,541,297,153,162,158,254,116,147,188,189,696,369,793,458,769,377,307,205,201,232,243,189,100,113
0500000US19153,19153,"Polk County, Iowa",4619,630,385,319,148,203,48,83,59,100,398,305,272,241,42,73,267,281,373,311,221,205,663,352,1015,463,322,246,74,114,268,222,64,111
0500000US20091,20091,"Johnson County, Kansas",7345,712,311,344,69,114,51,87,50,84,141,178,437,370,0,248,234,228,283,243,630,434,1532,606,1028,522,897,442,561,389,548,326,573,351
0500000US20173,20173,"Sedgwick County, Kansas",6107,842,232,201,293,283,231,200,288,279,136,137,189,227,313,242,752,473,808,413,687,454,445,276,1227,559,241,169,47,81,104,126,114,117
0500000US21111,21111,"Jefferson County, Kentucky",5055,788,497,401,67,113,0,271,418,313,508,481,60,98,0,271,215,220,80,133,437,340,550,374,744,723,512,367,179,194,170,149,618,334
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",3860,445,82,147,99,164,202,262,355,265,55,109,228,190,169,158,574,365,24,43,436,263,461,362,225,152,431,295,190,160,188,149,141,157
0500000US22051,22051,"Jefferson Parish, Louisiana",5735,664,305,283,56,95,282,224,505,431,104,128,559,399,318,309,277,211,604,478,662,315,643,375,443,241,128,145,262,287,326,276,261,221
0500000US24003,24003,"Anne Arundel County, Maryland",6243,679,134,162,189,180,516,459,137,221,176,230,134,165,336,354,130,117,296,431,888,435,689,474,611,347,355,265,444,311,914,502,294,207
0500000US24005,24005,"Baltimore County, Maryland",14321,827,959,575,448,365,232,166,159,187,441,313,262,251,608,426,1134,732,447,274,1051,468,1193,658,2536,963,1883,710,791,458,1339,667,838,369
0500000US24027,24027,"Howard County, Maryland",13082,1004,565,372,42,71,332,297,360,415,411,341,340,342,166,198,198,189,318,269,698,575,888,474,1491,677,1150,529,1374,629,2578,727,2171,626
0500000US24031,24031,"Montgomery County, Maryland",43493,1893,2493,918,740,329,851,420,916,584,1433,706,1114,497,859,469,737,432,897,379,2388,891,4336,1078,5372,1190,5737,1148,3971,1090,6586,1117,5063,951
0500000US24033,24033,"Prince George's County, Maryland",9348,883,342,227,463,282,162,142,126,134,109,127,22,38,211,171,597,366,383,212,1011,459,896,438,1034,464,1433,450,674,429,760,417,1125,503
0500000US24510,24510,"Baltimore city, Maryland",6542,787,1507,537,422,316,68,86,196,205,98,129,406,354,377,278,207,210,740,473,617,438,521,295,586,376,246,248,213,151,165,163,173,180
0500000US25005,25005,"Bristol County, Massachusetts",3088,712,59,98,601,398,286,256,165,160,100,135,271,260,37,61,120,143,75,123,175,165,172,159,488,300,0,285,92,118,272,235,175,157
0500000US25009,25009,"Essex County, Massachusetts",6747,673,210,231,199,206,208,191,290,231,145,234,363,252,305,276,168,257,216,246,563,312,842,483,538,384,1109,520,386,270,394,316,811,380
0500000US25017,25017,"Middlesex County, Massachusetts",44772,2200,2793,1055,1155,513,1331,765,785,375,1324,630,1534,813,1398,670,2310,863,1223,629,3532,1129,4111,1007,5505,1148,4453,963,2928,854,5279,1112,5111,936
0500000US25021,25021,"Norfolk County, Massachusetts",19665,1178,728,375,948,571,278,189,501,381,219,217,705,448,347,232,422,368,228,237,2329,846,2239,945,3082,749,1791,651,1367,466,2004,687,2477,809
0500000US25025,25025,"Suffolk County, Massachusetts",22989,1688,5819,1170,1418,620,1320,582,509,317,340,253,1247,658,1206,714,675,369,317,278,1484,706,2126,620,2235,621,799,393,984,491,608,341,1902,893
0500000US25027,25027,"Worcester County, Massachusetts",9437,992,176,176,386,298,604,459,149,145,52,83,127,155,338,322,53,91,360,360,534,293,2141,769,1466,477,1101,587,669,503,736,393,545,359
0500000US26099,26099,"Macomb County, Michigan",6961,808,384,261,179,158,729,533,454,329,323,235,423,290,360,275,297,233,288,225,306,225,614,306,1023,433,630,316,430,354,363,261,158,156
0500000US26125,26125,"Oakland County, Michigan",23072,1259,600,331,251,173,407,364,409,258,621,390,307,202,284,207,675,404,1218,632,1585,685,1950,626,4191,839,3748,908,2065,679,2616,681,2145,605
0500000US26161,26161,"Washtenaw County, Michigan",9281,947,669,336,445,287,242,239,483,321,642,382,299,264,101,119,0,244,143,154,779,397,951,419,1421,612,838,377,493,273,736,455,1039,444
0500000US26163,26163,"Wayne County, Michigan",12703,1062,1000,414,432,306,223,160,392,209,379,299,174,149,359,247,670,444,443,220,1408,630,1111,444,2179,658,1602,556,1014,503,640,354,677,306
0500000US27037,27037,"Dakota County, Minnesota",4595,619,244,245,175,207,48,82,307,288,123,144,350,313,177,182,64,107,223,325,485,398,278,208,716,383,492,266,54,63,658,387,201,175
0500000US27053,27053,"Hennepin County, Minnesota",21445,1763,1804,691,1002,633,848,603,1284,587,481,398,438,309,581,315,1026,592,663,428,1124,507,3350,1028,2249,690,2321,814,1628,645,1572,720,1074,514
0500000US27123,27123,"Ramsey County, Minnesota",14158,1348,1855,735,813,483,804,433,990,427,718,436,800,498,703,391,574,334,551,289,1228,523,1120,471,1591,514,794,358,633,321,697,398,287,206
0500000US29189,29189,"St. Louis County, Missouri",10062,1248,835,611,370,263,218,210,47,79,33,58,259,294,169,197,814,584,350,313,615,334,1655,561,790,413,881,377,1169,451,505,298,1352,499
0500000US32003,32003,"Clark County, Nevada",56343,2605,3889,1110,2182,801,2269,688,3590,988,2272,794,3094,961,3309,1008,2905,858,1866,558,5092,1082,6095,1307,7293,1195,5251,1311,2913,867,2120,740,2203,732
0500000US32031,32031,"Washoe County, Nevada",7491,907,409,418,204,211,418,317,438,451,791,592,198,244,447,318,757,517,53,87,335,288,998,508,1018,482,712,443,76,126,243,237,394,380
0500000US33011,33011,"Hillsborough County, New Hampshire",3813,436,111,103,0,257,102,85,26,41,134,205,103,171,0,257,118,123,282,224,78,74,538,277,1064,432,432,237,102,121,329,233,394,230
0500000US34001,34001,"Atlantic County, New Jersey",5706,716,521,405,83,133,73,122,246,239,591,380,268,278,407,340,59,102,47,76,482,285,777,439,949,438,499,305,243,228,248,281,213,217
0500000US34003,34003,"Bergen County, New Jersey",41126,1840,2808,723,1733,709,1276,642,1340,740,252,318,1678,575,936,535,1026,516,1217,561,2495,891,3184,952,6150,1184,4505,1033,3125,1016,4387,910,5014,1027
0500000US34005,34005,"Burlington County, New Jersey",5425,624,219,186,40,68,162,139,141,140,45,80,93,116,287,328,81,80,275,218,167,139,309,247,712,356,866,392,353,221,650,363,1025,468
0500000US34007,34007,"Camden County, New Jersey",7708,669,434,348,420,371,77,139,539,362,301,280,612,537,292,202,132,144,47,85,944,547,805,382,916,425,245,185,383,269,655,282,906,452
0500000US34013,34013,"Essex County, New Jersey",10249,1097,639,386,205,237,117,147,606,307,127,123,221,230,338,301,428,345,198,197,694,347,584,452,1363,492,1323,435,1105,482,1199,417,1102,380
0500000US34017,34017,"Hudson County, New Jersey",29183,1833,1885,700,1191,619,1028,586,896,504,1035,574,777,482,408,348,945,513,491,362,1943,634,3180,877,3211,802,3281,828,2190,796,2976,818,3746,1008
0500000US34021,34021,"Mercer County, New Jersey",10389,789,242,286,710,519,108,134,195,155,464,320,452,277,281,325,229,245,0,281,258,231,624,414,701,466,784,383,1094,439,1726,494,2521,790
0500000US34023,34023,"Middlesex County, New Jersey",51268,1872,1275,652,583,427,761,469,1211,517,581,367,1401,656,1325,730,788,423,959,405,2612,850,5823,1312,7960,1326,8824,1430,4782,992,7004,1306,5379,922
0500000US34025,34025,"Monmouth County, New Jersey",9376,807,300,227,457,359,182,185,405,356,261,321,0,281,129,161,69,113,60,98,298,228,407,339,1081,508,1486,534,983,407,854,493,2404,594
0500000US34027,34027,"Morris County, New Jersey",14129,831,178,161,44,75,105,121,373,290,182,215,221,249,187,258,121,144,625,469,464,293,1931,721,1835,609,1319,610,965,403,2370,644,3209,735
0500000US34031,34031,"Passaic County, New Jersey",6247,670,74,127,258,216,138,158,137,163,126,146,183,213,108,134,201,251,54,90,514,363,732,483,920,540,615,324,217,173,983,372,987,466
0500000US34035,34035,"Somerset County, New Jersey",14190,841,394,332,189,188,193,253,44,67,215,180,0,281,72,119,649,554,97,116,162,165,1204,543,2679,968,1602,733,1028,415,2992,689,2670,614
0500000US34039,34039,"Union County, New Jersey",7332,727,36,61,196,144,309,324,165,249,0,281,173,213,115,157,292,222,111,128,284,224,730,440,1142,478,852,502,1003,600,928,417,996,406
0500000US35001,35001,"Bernalillo County, New Mexico",5353,817,810,545,336,233,236,198,510,462,156,152,167,162,188,190,370,329,53,85,96,124,438,293,637,387,743,527,190,216,288,236,135,155
0500000US36005,36005,"Bronx County, New York",14509,1197,805,461,765,375,939,549,575,365,780,434,656,416,804,485,720,472,740,464,1667,762,1063,452,1774,644,1382,647,576,323,603,309,660,466
0500000US36029,36029,"Erie County, New York",6519,932,888,488,76,131,824,476,404,456,241,203,57,103,299,251,323,271,361,306,460,337,365,305,496,428,540,353,255,214,232,239,698,382
0500000US36047,36047,"Kings County, New York",74383,2228,6213,1298,5151,1048,6226,1220,5031,964,4927,1073,3895,1031,3797,1014,3429,833,3236,864,5561,1173,6221,1100,7180,1059,5029,1055,3457,923,3137,854,1893,682
0500000US36055,36055,"Monroe County, New York",8242,1110,1456,703,319,315,321,232,283,261,281,285,493,313,544,377,383,358,566,443,588,381,833,474,441,259,741,368,471,296,310,205,212,189
0500000US36059,36059,"Nassau County, New York",27019,1439,490,299,349,334,709,393,212,204,309,190,391,345,586,353,916,513,678,515,1470,698,2575,838,3153,860,3905,919,3468,858,4262,829,3546,827
0500000US36061,36061,"New York County, New York",77065,3252,9035,1497,4107,1037,3480,1037,3980,1029,1632,683,2828,889,2174,785,3047,794,2173,892,3806,1185,5938,1152,8693,1701,6539,1405,3060,1112,5089,1387,11484,1777
0500000US36067,36067,"Onondaga County, New York",4320,550,830,398,199,219,32,52,247,215,143,162,187,131,164,132,195,217,143,127,177,148,496,276,579,326,278,202,254,235,203,145,193,166
0500000US36081,36081,"Queens County, New York",157213,3682,12608,1635,6885,1382,7386,1635,8702,1556,8306,1398,8599,1549,9272,1672,6246,1257,6825,1365,11547,1855,16080,2013,19014,2089,12573,2176,7790,1396,9259,1524,6121,1211
0500000US36085,36085,"Richmond County, New York",10899,673,345,203,788,392,286,226,580,472,608,358,763,574,335,253,496,431,527,334,466,277,1164,566,642,335,996,340,1211,578,997,478,695,392
0500000US36103,36103,"Suffolk County, New York",13904,1053,539,360,235,236,416,253,302,347,268,249,110,131,679,473,882,612,518,330,399,304,1185,523,2861,855,1124,478,1207,489,1235,450,1944,530
0500000US36119,36119,"Westchester County, New York",16327,924,294,192,102,170,191,224,230,224,303,249,284,196,216,282,251,252,105,126,1135,464,1225,552,2121,681,1886,758,1746,582,2459,710,3779,734
0500000US37081,37081,"Guilford County, North Carolina",4976,900,212,194,157,184,325,275,310,266,202,175,204,213,575,395,240,271,364,247,226,192,453,335,1027,323,273,207,206,202,64,108,138,164
0500000US37119,37119,"Mecklenburg County, North Carolina",13704,1162,899,555,681,578,709,506,1347,777,138,167,307,249,553,453,884,568,987,523,711,508,1079,568,1605,711,1548,598,489,302,998,514,769,526
0500000US37183,37183,"Wake County, North Carolina",13992,1104,701,465,400,325,431,341,184,199,342,297,375,317,354,411,678,375,344,221,640,361,1505,726,2235,691,2392,735,1015,410,1660,636,736,367
0500000US39035,39035,"Cuyahoga County, Ohio",11148,798,729,391,261,179,543,369,844,440,370,219,198,161,554,363,322,203,244,217,1142,526,1226,454,1529,496,1126,460,660,325,711,372,689,326
0500000US39049,39049,"Franklin County, Ohio",14602,1231,1738,580,536,422,414,273,470,264,366,258,801,395,789,526,644,470,723,384,1136,636,1316,492,1547,485,1829,630,909,360,939,471,445,325
0500000US39061,39061,"Hamilton County, Ohio",6321,696,1300,582,289,280,154,179,225,179,82,135,146,177,424,319,474,276,235,231,253,292,900,433,900,385,101,134,180,217,147,170,511,280
0500000US40109,40109,"Oklahoma County, Oklahoma",6197,881,453,260,240,305,198,189,421,301,274,239,246,201,184,273,523,374,245,216,935,414,727,347,418,303,397,342,68,113,264,243,604,299
0500000US40143,40143,"Tulsa County, Oklahoma",4523,695,241,250,334,335,273,232,138,159,295,249,186,216,0,253,62,105,234,208,995,490,641,410,414,318,148,178,226,174,0,253,336,240
0500000US41051,41051,"Multnomah County, Oregon",15630,1270,1304,521,1264,553,761,391,917,530,536,336,625,330,667,490,457,311,729,325,1646,658,1893,595,1438,527,1352,554,578,420,804,443,659,327
0500000US41067,41067,"Washington County, Oregon",13870,1307,593,317,253,297,665,498,412,266,401,402,171,167,406,251,389,407,398,285,1261,526,2075,821,1475,483,2006,693,857,553,1193,549,1315,572
0500000US42003,42003,"Allegheny County, Pennsylvania",13146,1100,1280,647,595,402,322,251,694,503,438,407,530,281,821,555,355,284,1127,701,1126,586,948,474,1275,557,1015,508,616,340,711,324,1293,554
0500000US42017,42017,"Bucks County, Pennsylvania",6675,566,258,221,117,132,256,221,144,173,192,168,127,123,0,246,145,178,0,246,196,221,1240,437,1063,429,788,419,712,383,846,354,591,364
0500000US42045,42045,"Delaware County, Pennsylvania",8033,889,510,298,91,154,154,127,533,475,285,275,468,265,181,156,0,246,235,197,685,488,818,422,847,381,525,330,532,332,852,402,1317,494
0500000US42091,42091,"Montgomery County, Pennsylvania",16573,1052,903,424,185,223,223,203,208,204,441,326,750,371,1080,501,805,540,267,277,1398,653,1259,460,2803,728,2006,720,1081,507,1661,592,1503,600
0500000US42101,42101,"Philadelphia County, Pennsylvania",29739,2161,5915,1269,1570,607,1661,612,1552,642,1806,722,1808,687,1282,517,1673,587,803,359,2282,790,2692,710,2603,675,1747,614,434,276,1445,716,466,372
0500000US44007,44007,"Providence County, Rhode Island",5349,888,737,431,320,299,656,517,219,241,105,127,168,164,146,146,145,152,94,114,337,247,696,422,514,284,557,395,168,187,184,167,303,254
0500000US47037,47037,"Davidson County, Tennessee",5465,841,266,296,247,210,224,192,278,210,329,320,115,140,177,277,365,352,128,141,475,293,982,474,795,438,344,307,133,166,477,276,130,157
0500000US47093,47093,"Knox County, Tennessee",3294,461,361,290,132,118,33,58,490,371,0,287,56,94,42,69,129,103,53,85,215,222,222,198,179,190,663,445,109,142,442,397,168,154
0500000US47157,47157,"Shelby County, Tennessee",7459,545,412,237,223,241,191,195,0,287,29,57,420,315,303,234,478,366,492,346,699,298,690,425,1005,464,1040,480,548,372,382,261,547,437
0500000US48029,48029,"Bexar County, Texas",13928,1164,995,590,400,317,851,551,828,416,525,308,551,300,326,296,978,513,721,458,1148,538,1167,518,1594,626,1649,646,987,432,807,462,401,281
0500000US48085,48085,"Collin County, Texas",25982,1351,762,497,444,300,0,294,813,467,1407,758,568,508,336,249,879,407,240,255,1814,753,2412,881,3421,866,3494,987,3379,1022,3431,938,2582,761
