Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US06095,6095,"Solano County, California",18165,1384,552,335,873,470,401,320,338,194,698,456,1088,528,236,162,531,286,821,447,1133,524,1543,526,2503,561,2839,862,1385,474,1836,571,1388,574
0500000US06097,6097,"Sonoma County, California",6668,673,374,321,413,450,225,198,790,542,149,157,88,137,317,267,205,186,143,166,302,218,541,367,592,356,953,549,197,182,760,410,619,348
0500000US06099,6099,"Stanislaus County, California",8219,969,498,324,478,376,393,271,275,233,103,93,109,146,589,573,227,188,656,476,221,185,687,429,1176,628,514,327,763,479,799,607,731,448
0500000US06111,6111,"Ventura County, California",19420,1279,244,175,531,284,203,215,487,548,216,172,510,336,590,352,309,227,682,377,735,321,1517,458,2395,751,2702,782,2133,836,3159,729,3007,682
0500000US06113,6113,"Yolo County, California",8153,991,1737,727,248,197,752,468,364,275,196,214,223,164,228,183,405,279,600,416,290,234,765,320,539,449,347,308,424,399,569,268,466,244
0500000US08001,8001,"Adams County, Colorado",4794,657,366,304,119,195,36,61,647,444,325,269,28,45,175,198,152,162,293,268,277,236,165,149,644,346,806,397,209,192,364,247,188,208
0500000US08005,8005,"Arapahoe County, Colorado",10228,885,943,536,395,322,144,146,496,291,303,251,520,290,530,342,265,186,210,182,467,250,1045,452,1722,603,1106,437,439,279,1027,401,616,349
0500000US08013,8013,"Boulder County, Colorado",4982,920,175,168,214,199,40,71,351,209,479,462,134,151,185,187,103,137,95,171,92,107,153,149,743,407,801,576,552,305,493,272,372,255
0500000US08031,8031,"Denver County, Colorado",7510,1072,837,429,872,507,338,239,323,318,93,114,69,82,109,130,316,254,97,114,784,525,655,431,776,416,772,467,89,149,506,307,874,368
0500000US08041,8041,"El Paso County, Colorado",5535,792,551,391,166,135,49,85,597,459,339,262,196,197,189,258,315,279,459,244,631,359,152,173,1070,411,415,284,45,73,213,234,148,140
0500000US08059,8059,"Jefferson County, Colorado",4006,687,111,131,49,74,80,96,223,207,0,195,176,151,61,73,142,171,235,221,294,243,479,270,451,281,303,258,745,366,377,231,280,228
0500000US09001,9001,"Fairfield County, Connecticut",15726,1341,1181,535,367,320,383,304,421,321,329,229,491,303,979,588,344,257,484,440,539,439,593,385,1268,500,1578,632,1107,496,1580,633,4082,964
0500000US09003,9003,"Hartford County, Connecticut",13946,920,889,462,188,203,172,164,467,329,306,313,311,329,340,405,414,292,141,155,656,349,1259,422,2898,744,2540,775,713,314,1198,400,1454,669
0500000US09009,9009,"New Haven County, Connecticut",9974,1116,528,291,217,208,594,425,504,311,391,304,212,185,444,288,466,346,422,328,578,328,911,488,1230,456,747,386,892,382,650,332,1188,495
0500000US10003,10003,"New Castle County, Delaware",9668,847,336,289,0,189,355,317,609,406,210,157,104,141,0,189,519,531,189,196,366,315,2127,772,898,524,670,302,421,282,1277,478,1587,529
0500000US11001,11001,"District of Columbia, District of Columbia",9951,1155,1353,576,66,83,229,200,48,83,433,371,540,428,197,169,716,572,778,573,353,366,1024,477,852,446,1080,469,496,241,958,434,828,344
0500000US12001,12001,"Alachua County, Florida",4283,556,547,341,195,204,253,241,250,219,62,80,227,203,113,107,142,234,217,199,468,373,758,453,353,256,58,87,114,153,215,201,311,219
0500000US12011,12011,"Broward County, Florida",19179,1711,906,473,1124,601,532,371,637,509,788,446,1264,677,895,555,758,569,761,543,1382,574,2119,793,2157,621,2273,648,1295,665,844,370,1444,581
0500000US12031,12031,"Duval County, Florida",11685,1253,714,353,371,312,534,405,291,401,296,255,559,385,350,282,145,235,553,448,1217,580,1114,417,1385,435,1252,556,942,444,1201,520,761,541
0500000US12057,12057,"Hillsborough County, Florida",16213,1136,1357,681,494,475,303,337,1005,560,421,286,367,285,1185,529,746,561,430,259,630,314,1550,442,1877,639,2214,887,1283,528,1082,386,1269,464
0500000US12086,12086,"Miami-Dade County, Florida",13828,1396,1350,588,766,381,434,299,794,483,253,255,863,424,388,349,599,412,466,455,622,366,1290,521,1775,743,1283,616,750,343,1040,479,1155,540
0500000US12095,12095,"Orange County, Florida",17734,2147,952,493,579,388,675,532,822,630,1218,597,630,506,458,325,1528,677,900,552,1403,716,2847,998,2015,752,1374,782,945,569,846,420,542,293
0500000US12099,12099,"Palm Beach County, Florida",10300,1068,838,495,279,211,317,297,410,347,688,449,823,438,179,164,586,380,0,218,772,399,982,482,1485,738,1292,568,430,272,514,281,705,305
0500000US12103,12103,"Pinellas County, Florida",8446,872,245,198,313,276,594,309,594,347,123,154,548,262,353,254,332,228,460,273,915,493,1108,501,938,402,553,272,604,394,155,147,611,354
0500000US12117,12117,"Seminole County, Florida",5627,755,264,231,55,93,598,505,371,339,42,67,304,248,141,126,256,223,337,264,551,401,880,596,548,300,406,362,569,419,63,104,242,247
0500000US13067,13067,"Cobb County, Georgia",10676,850,985,539,140,171,441,413,202,205,374,292,138,143,546,440,165,190,144,150,356,294,1223,778,1365,535,1303,574,530,268,1615,682,1149,464
0500000US13089,13089,"DeKalb County, Georgia",12348,1147,649,458,934,815,1364,534,810,536,395,357,565,381,455,384,847,498,389,289,984,551,753,444,1674,704,1056,589,291,210,524,371,658,347
0500000US13117,13117,"Forsyth County, Georgia",4311,362,225,224,109,105,115,144,36,61,39,64,39,65,0,214,252,206,0,214,201,172,435,247,366,281,668,306,615,318,597,307,614,266
0500000US13121,13121,"Fulton County, Georgia",19134,1545,1407,563,425,308,626,632,787,561,238,197,222,222,297,311,298,229,377,312,721,405,1751,684,3505,1045,2369,711,1469,579,2261,732,2381,721
0500000US13135,13135,"Gwinnett County, Georgia",26457,1597,1808,830,857,493,873,522,1728,812,1799,729,1365,537,485,356,1583,711,1057,569,2991,998,2558,845,3848,967,2572,840,973,476,1561,561,399,295
0500000US15001,15001,"Hawaii County, Hawaii",15439,1555,1156,571,672,383,730,382,1261,651,1084,513,810,424,610,313,829,607,643,407,1877,767,1444,548,1998,689,775,361,219,154,878,352,453,386
0500000US15003,15003,"Honolulu County, Hawaii",141863,3099,6264,1055,4608,1033,4238,1054,4898,995,4662,897,4495,864,5132,939,4774,865,4244,883,10805,1586,15010,1720,19452,1884,18304,1881,11854,1273,11091,1483,12032,1552
0500000US15007,15007,"Kauai County, Hawaii",7337,737,275,212,319,218,103,110,643,522,245,214,255,317,280,217,382,295,252,244,318,243,1054,503,963,476,834,389,531,298,682,410,201,214
0500000US15009,15009,"Maui County, Hawaii",14548,1455,170,204,251,255,770,603,334,247,435,241,984,469,217,156,824,447,436,383,1339,601,1356,461,2084,682,1462,595,1503,606,1504,588,879,538
0500000US17019,17019,"Champaign County, Illinois",6748,667,1979,518,422,326,269,204,578,259,406,365,67,79,72,85,449,274,201,178,206,181,506,326,405,257,364,389,108,117,173,154,543,316
0500000US17031,17031,"Cook County, Illinois",119889,3148,11811,1502,3927,1047,4135,1216,4423,1148,3844,1050,3521,1001,4289,961,4304,1092,3507,877,6997,1303,14408,1915,16606,2333,11578,1515,7302,1554,9671,1528,9566,1346
0500000US17043,17043,"DuPage County, Illinois",30257,1280,898,465,567,375,598,370,436,262,693,333,675,322,526,296,2036,735,743,391,1521,534,3363,1009,3214,782,4516,914,3537,831,3092,667,3842,748
0500000US17089,17089,"Kane County, Illinois",4828,731,155,229,0,185,42,72,33,58,135,166,238,356,353,333,76,68,66,110,294,286,394,237,866,605,330,268,1064,563,471,319,311,258
0500000US17097,17097,"Lake County, Illinois",13629,883,439,263,202,148,179,138,228,175,0,185,72,87,334,232,243,185,573,402,753,336,1079,460,2879,633,1533,424,826,318,2014,619,2275,528
0500000US17197,17197,"Will County, Illinois",8258,680,426,261,33,54,137,141,119,134,186,164,95,110,35,58,329,320,198,175,262,244,780,595,646,301,761,342,1375,443,974,410,1902,570
0500000US18003,18003,"Allen County, Indiana",3292,614,460,420,161,173,294,232,406,246,60,100,315,292,120,135,41,71,34,58,46,78,414,311,427,257,190,184,65,107,74,70,185,181
0500000US18097,18097,"Marion County, Indiana",7466,656,1059,539,282,248,356,276,323,265,340,334,335,245,397,549,490,478,182,198,905,582,1061,460,951,410,238,202,220,180,125,152,202,192
0500000US18157,18157,"Tippecanoe County, Indiana",4996,570,2068,728,201,142,448,245,213,159,163,164,27,49,203,165,208,200,149,148,134,135,61,74,223,188,235,184,244,270,220,185,199,223
0500000US20091,20091,"Johnson County, Kansas",8572,635,355,315,402,337,165,163,421,342,152,147,90,109,53,89,350,358,385,272,607,403,1229,498,1684,520,646,346,536,303,801,403,696,282
0500000US20173,20173,"Sedgwick County, Kansas",6347,714,620,440,373,347,373,258,246,166,142,167,474,498,171,135,273,161,315,274,265,165,1007,564,692,376,545,373,417,247,356,217,78,99
0500000US21067,21067,"Fayette County, Kentucky",4311,472,289,201,276,293,154,146,357,304,217,248,96,118,120,139,375,274,222,227,312,232,466,315,332,245,364,298,269,375,244,190,218,162
0500000US21111,21111,"Jefferson County, Kentucky",6067,656,751,412,168,201,58,97,436,337,228,207,317,218,336,371,301,261,125,121,335,338,592,294,442,283,753,467,316,197,393,253,516,355
0500000US22051,22051,"Jefferson Parish, Louisiana",5311,570,292,232,385,305,168,151,593,372,171,149,124,126,55,59,752,530,47,87,301,231,477,280,570,378,590,306,80,73,315,199,391,269
0500000US22071,22071,"Orleans Parish, Louisiana",3634,588,794,455,62,100,98,105,215,169,229,231,37,63,396,226,145,147,162,196,399,242,137,124,376,208,236,208,71,87,165,146,112,140
0500000US24003,24003,"Anne Arundel County, Maryland",6402,830,257,403,552,391,83,140,66,112,299,293,174,259,65,109,0,197,497,475,978,606,522,456,500,275,420,384,241,215,1036,621,712,377
0500000US24005,24005,"Baltimore County, Maryland",13130,936,769,497,168,173,930,552,155,194,485,319,320,223,195,202,605,510,338,337,914,583,1505,623,2077,854,1392,432,1069,513,841,390,1367,556
0500000US24021,24021,"Frederick County, Maryland",2986,464,0,197,50,84,81,114,95,96,0,197,55,94,189,143,183,167,199,216,335,287,146,134,273,202,343,239,386,319,405,217,246,189
0500000US24027,24027,"Howard County, Maryland",14661,939,471,278,157,160,128,157,149,145,391,352,175,265,235,205,554,343,150,160,1266,705,1069,590,1378,588,2363,767,1349,447,2122,599,2704,740
0500000US24031,24031,"Montgomery County, Maryland",48559,1969,2543,736,574,321,550,322,1156,498,1164,497,1443,490,755,400,1102,380,1249,527,2785,842,4718,985,4900,948,7801,1412,4184,996,6078,1107,7557,1012
0500000US24033,24033,"Prince George's County, Maryland",11191,888,723,321,207,194,255,247,454,298,476,350,271,138,368,306,259,261,68,82,1035,395,1468,502,1395,459,1673,565,1141,521,709,381,689,359
0500000US24510,24510,"Baltimore city, Maryland",6143,772,635,370,491,410,162,185,291,229,468,280,254,210,280,208,433,309,636,424,373,268,245,232,292,183,695,421,419,311,295,270,174,110
0500000US25009,25009,"Essex County, Massachusetts",7368,820,906,433,326,402,0,203,224,144,224,261,283,229,357,312,34,56,327,234,511,386,502,308,855,353,1032,524,394,249,633,353,760,338
0500000US25017,25017,"Middlesex County, Massachusetts",49769,2064,3716,1036,682,382,887,497,859,489,629,392,1882,782,926,438,1261,511,1546,613,2934,932,4444,954,5414,1282,5269,998,4251,1252,6582,1300,8487,1346
0500000US25021,25021,"Norfolk County, Massachusetts",20293,1162,1350,622,530,400,717,549,974,657,335,267,342,222,617,401,295,164,308,212,1000,562,2282,1021,3142,789,2099,663,1530,494,1982,616,2790,726
0500000US25025,25025,"Suffolk County, Massachusetts",23236,1613,5239,1319,1984,777,750,404,707,410,945,438,517,272,767,445,1291,545,562,352,1535,628,1860,647,1795,659,1630,638,1115,402,1215,555,1324,710
0500000US25027,25027,"Worcester County, Massachusetts",9409,987,369,226,105,90,104,103,625,412,204,176,68,92,337,257,298,207,200,217,327,216,363,224,1549,575,797,408,971,483,1289,572,1803,647
0500000US26065,26065,"Ingham County, Michigan",4313,559,894,342,9,17,60,61,176,145,205,151,126,115,210,155,197,160,93,113,472,278,507,271,418,263,240,192,143,147,151,160,412,309
0500000US26099,26099,"Macomb County, Michigan",7258,779,461,309,360,237,162,141,193,194,442,388,407,371,194,195,589,410,0,168,509,428,966,408,974,486,803,382,495,331,476,328,227,203
0500000US26125,26125,"Oakland County, Michigan",25854,1256,749,481,387,223,735,528,850,425,235,195,794,504,514,285,607,373,670,532,960,484,2229,574,4112,805,3890,1109,2215,634,3876,639,3031,702
0500000US26161,26161,"Washtenaw County, Michigan",10079,962,1673,601,240,180,432,306,400,297,194,158,261,259,80,94,485,309,593,347,641,345,653,390,926,401,1266,437,828,380,505,247,902,396
0500000US26163,26163,"Wayne County, Michigan",14541,1119,1323,557,578,347,1117,515,492,310,648,317,382,392,660,439,199,181,838,496,513,313,1207,453,1960,594,1352,494,826,499,1359,475,1087,430
0500000US27037,27037,"Dakota County, Minnesota",4947,434,43,72,0,145,360,294,65,102,403,340,0,145,581,426,73,119,63,103,207,178,602,416,977,405,596,269,390,221,323,247,264,182
0500000US27053,27053,"Hennepin County, Minnesota",24597,1508,1449,460,1076,468,1013,485,1015,536,457,324,1258,551,616,279,655,398,729,438,1624,514,3310,894,3565,927,2715,906,2057,726,1464,519,1594,532
0500000US27123,27123,"Ramsey County, Minnesota",17247,1372,2105,741,1117,445,781,366,801,411,565,309,779,424,1222,552,743,328,1041,589,1150,494,2553,731,2254,799,1290,491,373,211,423,266,50,84
0500000US29095,29095,"Jackson County, Missouri",3759,601,416,236,319,242,183,151,90,107,273,212,281,266,33,56,466,266,235,251,105,144,248,287,618,291,211,173,207,196,50,86,24,42
0500000US29189,29189,"St. Louis County, Missouri",11538,1289,662,470,416,343,106,136,236,233,242,266,816,675,151,161,489,420,387,450,322,247,1725,778,1750,538,1331,559,358,227,1156,451,1391,494
0500000US29510,29510,"St. Louis city, Missouri",3547,498,745,356,128,134,536,321,345,226,229,185,184,149,372,324,83,96,230,181,95,102,138,171,44,70,240,161,65,72,33,58,80,103
0500000US31055,31055,"Douglas County, Nebraska",5163,551,737,375,211,182,277,236,176,195,145,159,171,220,238,177,434,261,270,235,195,258,128,174,566,307,545,349,357,286,251,197,462,228
0500000US31109,31109,"Lancaster County, Nebraska",3731,470,360,277,196,181,107,115,440,389,119,138,63,104,676,462,174,197,148,140,322,200,98,130,277,213,234,209,134,146,191,225,192,170
0500000US32003,32003,"Clark County, Nevada",55951,2478,3872,1144,1432,540,1366,487,2089,565,2217,783,2913,885,2373,613,3714,999,2442,877,4884,1083,6127,971,7903,1292,6038,1099,3398,995,2692,797,2491,643
0500000US32031,32031,"Washoe County, Nevada",7475,1026,673,404,699,362,378,294,612,495,497,303,112,114,199,179,308,289,58,90,917,561,567,336,625,390,746,407,508,390,208,174,368,314
0500000US33011,33011,"Hillsborough County, New Hampshire",4835,475,665,459,25,41,32,56,145,188,26,46,677,536,71,115,109,137,43,74,244,254,403,347,555,378,846,394,185,169,373,189,436,264
0500000US34001,34001,"Atlantic County, New Jersey",6930,765,329,418,461,495,649,451,934,503,386,277,755,430,202,259,317,280,123,123,535,384,924,463,462,242,171,186,253,226,296,208,133,119
0500000US34003,34003,"Bergen County, New Jersey",48643,1618,2621,954,972,451,1075,545,1474,621,690,440,1220,656,1203,600,1843,712,1566,529,2404,911,3990,843,7088,1176,5613,1128,3951,896,5397,982,7536,1336
0500000US34007,34007,"Camden County, New Jersey",8084,789,270,240,415,376,85,107,316,369,398,266,394,347,182,218,227,188,51,86,587,414,656,381,1367,567,578,283,746,394,1346,670,466,318
0500000US34013,34013,"Essex County, New Jersey",11545,940,612,341,60,98,204,200,334,273,365,297,280,220,289,201,33,61,161,147,330,255,1120,513,1570,616,1460,445,345,217,2202,671,2180,629
0500000US34017,34017,"Hudson County, New Jersey",35490,1723,1482,722,1056,589,845,432,970,526,695,418,1010,598,1132,530,1290,642,765,325,1653,758,2858,786,4849,1056,4516,917,3179,1014,4147,1226,5043,1047
0500000US34021,34021,"Mercer County, New Jersey",11446,795,963,532,0,200,250,250,540,496,56,92,269,192,526,509,64,100,44,79,388,315,971,647,1214,614,1092,485,1107,446,1072,535,2890,654
0500000US34023,34023,"Middlesex County, New Jersey",55596,1719,1401,541,513,347,751,579,637,340,1137,568,1281,655,987,448,1195,433,1191,705,2458,773,5052,1171,8237,1240,7511,1353,6131,1157,7701,1217,9413,1325
0500000US34025,34025,"Monmouth County, New Jersey",10048,698,229,176,163,200,187,182,176,176,39,67,149,159,124,143,69,97,215,221,405,277,488,357,1129,494,1062,361,727,352,1906,699,2980,724
0500000US34031,34031,"Passaic County, New Jersey",7297,593,328,234,257,202,375,342,327,315,113,157,302,263,64,114,86,99,201,260,255,200,670,355,816,357,1798,610,733,373,409,318,563,341
0500000US34035,34035,"Somerset County, New Jersey",15902,937,181,164,162,162,34,61,0,200,316,375,154,153,219,212,212,232,138,158,417,327,569,339,1876,715,2356,805,1001,514,2726,882,5541,867
0500000US34039,34039,"Union County, New Jersey",8601,679,184,181,0,200,143,162,148,136,184,236,515,390,495,450,151,203,179,174,279,219,788,393,713,432,732,433,1182,402,1035,411,1873,571
0500000US35001,35001,"Bernalillo County, New Mexico",5441,926,385,290,426,416,162,232,213,201,72,117,274,262,248,268,164,209,37,66,537,377,537,404,659,513,927,561,168,171,200,182,432,290
0500000US36001,36001,"Albany County, New York",5390,685,390,231,658,435,222,172,557,408,200,224,67,109,231,266,211,313,112,178,235,198,524,268,662,331,435,245,237,214,297,204,352,287
0500000US36005,36005,"Bronx County, New York",14860,945,1608,562,1077,522,1318,538,718,350,820,460,614,395,808,490,498,273,322,225,803,424,1412,533,1346,566,1871,672,380,204,800,399,465,300
0500000US36029,36029,"Erie County, New York",6919,744,1089,577,221,185,440,282,351,268,300,243,108,111,213,179,277,226,159,146,280,310,583,323,832,393,204,157,267,262,517,249,1078,470
0500000US36047,36047,"Kings County, New York",86887,2051,6895,1175,6698,1135,4788,1031,5423,1089,5054,1092,5758,1278,4446,826,3878,726,2374,722,5017,1025,7702,1391,8924,1311,6175,1021,3017,691,4974,1005,5764,1093
0500000US36055,36055,"Monroe County, New York",8316,860,876,526,653,306,538,360,348,364,374,251,396,400,208,207,285,275,543,342,793,464,663,415,966,528,706,330,225,209,474,361,268,255
0500000US36059,36059,"Nassau County, New York",29858,1364,694,366,160,129,479,404,808,575,632,531,601,474,473,299,499,421,1099,526,1370,453,2729,835,3405,801,3895,880,2975,779,3349,851,6690,1006
0500000US36061,36061,"New York County, New York",83027,4142,9305,1916,5428,1540,4929,1471,3123,1175,2572,1213,2176,1204,1547,600,2082,924,2168,991,3072,1008,4877,1418,7249,1689,7260,1684,4447,1494,6779,1105,16013,2241
0500000US36067,36067,"Onondaga County, New York",4323,455,787,315,277,171,83,100,95,97,495,296,49,63,186,134,247,232,108,168,335,213,215,160,591,258,202,161,40,78,258,186,355,242
0500000US36081,36081,"Queens County, New York",171035,3639,12254,1660,7460,1492,8165,1273,10122,1663,7679,1401,7990,1495,7191,1227,8403,1432,6148,1050,12445,1673,16902,1932,20964,2374,17528,2211,9197,1356,9179,1396,9408,1677
0500000US36085,36085,"Richmond County, New York",11171,802,1230,602,207,173,219,172,251,221,271,249,192,215,478,393,207,228,127,125,1302,636,1042,467,1156,441,1398,488,947,406,995,386,1149,376
0500000US36103,36103,"Suffolk County, New York",14813,1037,323,237,718,404,112,188,660,540,91,107,406,256,386,261,508,376,448,306,788,527,1392,551,1823,643,1500,492,1307,556,1862,621,2489,663
0500000US36119,36119,"Westchester County, New York",16264,1141,380,343,520,399,220,192,227,182,162,153,287,219,626,519,266,200,120,150,460,306,1216,527,2116,698,2358,706,1793,621,1807,558,3706,739
0500000US37063,37063,"Durham County, North Carolina",5092,700,681,540,454,502,169,204,220,205,337,318,155,224,246,247,268,199,540,382,371,346,357,301,445,310,360,305,363,292,32,55,94,167
0500000US37081,37081,"Guilford County, North Carolina",6486,739,520,371,127,157,395,395,351,295,754,500,530,322,129,127,176,181,279,340,411,281,775,437,516,296,427,303,585,302,204,279,307,227
0500000US37119,37119,"Mecklenburg County, North Carolina",15076,1004,778,441,570,337,316,270,683,445,669,373,749,463,324,242,893,467,119,95,427,273,1980,705,1786,536,1813,488,1254,563,1605,586,1110,433
0500000US37183,37183,"Wake County, North Carolina",19418,1460,626,337,350,287,416,345,448,454,454,311,724,415,601,372,802,559,391,309,1620,719,1957,861,2946,710,1774,678,1403,486,3004,817,1902,523
0500000US39035,39035,"Cuyahoga County, Ohio",12906,1087,1485,629,23,38,512,295,488,297,284,203,941,549,466,275,420,293,341,260,1312,459,1048,455,1222,446,1246,481,720,394,802,409,1596,475
0500000US39049,39049,"Franklin County, Ohio",15701,1236,836,358,360,237,167,167,768,426,527,379,511,306,743,446,932,517,318,214,1606,905,1476,691,2933,846,1312,510,683,328,1378,560,1151,475
0500000US39061,39061,"Hamilton County, Ohio",6051,681,667,343,283,211,133,147,213,197,271,238,355,308,46,65,365,284,301,303,225,180,688,407,425,263,755,381,273,190,345,227,706,372
