Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US48085,48085,"Collin County, Texas",20975,1399,641,461,724,583,450,404,459,311,519,353,751,534,336,265,1120,638,916,487,934,591,3145,1053,3335,914,2583,694,1757,650,2158,612,1147,453
0500000US48113,48113,"Dallas County, Texas",32204,1877,3047,1274,1492,595,1192,537,2298,1144,1597,575,1780,701,2031,718,828,399,1427,806,3812,973,2967,1083,4496,1035,1613,558,993,480,1259,601,1372,460
0500000US48121,48121,"Denton County, Texas",9910,1214,1066,557,93,144,470,534,772,534,0,288,1296,812,314,254,574,331,159,127,1021,587,743,441,1648,582,873,388,395,260,268,187,218,187
0500000US48157,48157,"Fort Bend County, Texas",18773,1249,677,490,382,362,1057,727,546,383,498,467,769,515,304,292,314,241,788,637,1059,504,2098,726,3986,917,2313,812,1714,680,1172,448,1096,554
0500000US48201,48201,"Harris County, Texas",67395,2454,6007,1564,3070,1142,3789,1102,3972,992,2719,847,3340,1004,3253,1126,3195,849,2552,756,5298,1401,8051,1246,8158,1573,4920,1125,2754,756,3258,849,3059,852
0500000US48439,48439,"Tarrant County, Texas",20345,1492,1809,822,807,410,884,639,1183,692,796,461,1119,515,1192,464,1926,897,823,503,1854,734,2250,1013,2210,635,1362,552,379,300,1191,506,560,290
0500000US48453,48453,"Travis County, Texas",18635,1208,2704,899,1494,722,828,534,1522,964,703,401,527,336,1043,644,814,606,335,273,804,566,1625,810,1606,583,1632,515,836,433,1387,515,775,321
0500000US49035,49035,"Salt Lake County, Utah",8656,853,664,331,68,112,298,224,620,452,918,366,526,267,547,320,570,311,269,206,1188,437,1354,466,784,391,197,154,232,211,305,237,116,184
0500000US51013,51013,"Arlington County, Virginia",7033,843,462,530,598,406,181,183,145,182,510,477,523,433,32,55,230,200,212,249,781,560,695,386,423,260,862,420,750,464,475,434,154,176
0500000US51059,51059,"Fairfax County, Virginia",51128,2007,2230,859,728,479,1255,736,1235,492,867,574,1766,775,1156,594,2031,1047,1831,730,2921,920,6349,1462,7658,1374,7985,1435,4420,1142,4837,970,3859,1003
0500000US51087,51087,"Henrico County, Virginia",5199,546,171,221,97,159,201,315,547,353,94,154,296,248,135,154,183,179,220,209,698,410,602,436,734,427,629,410,210,248,293,174,89,99
0500000US51107,51107,"Loudoun County, Virginia",9515,981,39,68,70,129,111,160,77,137,168,183,0,284,91,147,169,194,455,358,345,259,1289,669,1697,637,2346,830,1536,506,718,388,404,260
0500000US51153,51153,"Prince William County, Virginia",8159,1009,44,76,185,184,108,146,393,428,88,108,262,259,701,593,185,197,594,513,451,325,392,332,1138,742,1186,593,1011,632,1054,592,367,290
0500000US51810,51810,"Virginia Beach city, Virginia",6558,714,91,152,191,176,83,100,156,179,485,292,387,253,269,192,492,296,335,250,631,408,611,293,1237,449,1128,502,255,172,65,116,142,150
0500000US53033,53033,"King County, Washington",83645,3158,6445,1296,3163,1192,3442,1010,3953,1062,1990,724,3858,1099,4120,1065,3847,1287,3299,870,7635,1551,8061,1490,11334,1666,9431,1404,4506,1107,4982,1304,3579,963
0500000US53053,53053,"Pierce County, Washington",14868,1294,1882,729,522,389,477,267,1295,756,568,376,532,509,554,248,1202,756,820,388,1392,763,2340,1009,1071,397,992,541,509,264,380,232,332,245
0500000US53061,53061,"Snohomish County, Washington",15313,1306,838,443,280,218,772,492,655,578,1022,578,623,452,696,539,849,399,1323,677,893,435,1944,683,2444,693,1738,557,926,473,310,302,0,268
0500000US55025,55025,"Dane County, Wisconsin",7702,788,1641,851,403,323,0,211,579,376,408,416,384,313,398,356,289,206,285,196,582,372,882,683,576,374,745,398,239,236,121,118,170,154
0500000US55079,55079,"Milwaukee County, Wisconsin",7975,799,811,358,366,244,877,586,209,179,934,763,310,253,464,336,423,358,219,215,432,313,1054,375,1132,421,310,212,93,109,118,142,223,275
