Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US12086,12086,"Miami-Dade County, Florida",14490,1412,931,549,316,233,283,217,1142,520,251,209,673,429,95,111,748,478,1087,616,490,282,1511,561,2086,792,1425,575,1041,419,1023,428,1388,652
0500000US12095,12095,"Orange County, Florida",21290,1697,1337,990,969,570,604,370,1314,593,720,450,287,242,713,364,681,285,810,451,1197,563,1904,736,2910,1108,2097,887,1739,612,2771,969,1237,452
0500000US12099,12099,"Palm Beach County, Florida",11332,1321,675,352,497,326,287,227,441,327,540,365,121,117,541,314,589,299,213,158,365,222,1420,502,2343,816,1009,365,946,520,688,312,657,351
0500000US12101,12101,"Pasco County, Florida",3528,456,302,214,146,139,0,221,31,54,83,85,204,197,200,215,192,208,27,45,208,159,116,120,483,252,305,238,230,148,537,320,464,182
0500000US12103,12103,"Pinellas County, Florida",9882,1121,1104,560,187,236,246,212,413,340,558,445,553,395,303,284,440,267,405,260,743,399,895,345,1617,529,578,354,835,478,257,225,748,382
0500000US12117,12117,"Seminole County, Florida",5674,786,120,151,78,103,243,246,235,249,170,196,213,175,215,190,209,161,306,308,486,356,246,207,953,552,1138,677,226,226,467,316,369,215
0500000US13067,13067,"Cobb County, Georgia",13865,988,384,379,347,281,230,223,332,361,216,198,1030,672,559,343,414,343,318,277,1168,707,1484,828,2389,726,1487,797,1245,623,969,396,1293,546
0500000US13089,13089,"DeKalb County, Georgia",15468,1097,2102,808,463,342,1118,524,586,331,895,572,482,375,460,296,608,324,793,561,731,408,1230,559,1214,532,1040,491,1526,848,910,443,1310,563
0500000US13121,13121,"Fulton County, Georgia",22955,1739,1342,777,865,589,690,521,603,442,782,407,245,241,433,417,408,237,362,359,1630,794,1265,517,3051,965,3674,1011,1527,614,2802,899,3276,972
0500000US13135,13135,"Gwinnett County, Georgia",31054,1746,1543,756,794,426,1087,469,834,506,936,536,1624,630,896,414,1577,565,1017,445,4268,1309,2883,860,5360,1307,3716,933,1613,730,1652,615,1254,600
0500000US15001,15001,"Hawaii County, Hawaii",18076,1643,973,666,798,421,370,263,1073,717,1079,495,751,337,860,582,265,235,596,339,1735,755,2614,859,2323,686,1319,421,846,414,1577,634,897,547
0500000US15003,15003,"Honolulu County, Hawaii",138991,3455,8191,1249,4788,1210,3948,1050,5250,1137,3142,735,3186,826,3862,811,5385,976,3322,767,8697,1277,14459,1637,18935,1839,17251,1678,11137,1416,13337,1412,14101,1415
0500000US15007,15007,"Kauai County, Hawaii",7357,831,356,268,363,248,240,225,496,490,62,77,158,100,209,206,265,311,441,310,474,304,532,383,1360,561,1026,434,749,510,213,182,413,333
0500000US15009,15009,"Maui County, Hawaii",14123,1305,461,291,294,200,329,218,706,367,417,315,618,538,194,176,432,348,697,445,1046,565,1641,613,1768,650,1414,574,1690,670,1390,600,1026,487
0500000US17019,17019,"Champaign County, Illinois",6914,873,2761,680,78,124,73,71,591,284,241,252,119,143,191,198,110,140,168,156,520,336,193,236,259,191,237,179,257,237,557,298,559,341
0500000US17031,17031,"Cook County, Illinois",128334,3272,12087,1900,3875,852,4112,1051,4007,791,3238,766,3752,863,3698,903,3840,1021,4247,966,7481,1156,13031,1939,14577,1649,12537,1682,9567,1447,12925,1712,15360,1834
0500000US17043,17043,"DuPage County, Illinois",32242,1580,1170,533,510,445,500,295,692,519,882,532,1198,679,904,587,972,516,886,426,1480,528,1996,658,3924,852,5026,1099,2681,604,3797,1005,5624,869
0500000US17097,17097,"Lake County, Illinois",15919,1190,436,243,384,290,39,67,375,281,171,190,539,333,332,251,602,504,240,189,506,264,498,301,2057,585,2553,765,1185,379,1969,618,4033,738
0500000US17197,17197,"Will County, Illinois",10754,576,318,255,117,148,387,258,106,125,189,189,418,367,150,143,89,116,888,577,557,383,332,267,1218,575,883,387,1061,437,1863,660,2178,518
0500000US18003,18003,"Allen County, Indiana",4261,472,166,207,217,174,19,34,332,283,427,345,290,321,316,377,132,210,180,168,214,191,634,380,331,287,302,381,31,54,258,234,412,315
0500000US18097,18097,"Marion County, Indiana",9173,1129,1323,680,448,326,331,263,307,244,775,584,622,392,474,354,896,573,226,202,740,413,492,299,1103,527,470,256,125,153,328,249,513,245
0500000US19153,19153,"Polk County, Iowa",6908,880,160,176,548,461,154,238,403,391,108,133,317,269,348,312,257,248,825,588,896,443,947,561,274,239,208,251,137,180,456,347,870,590
0500000US20091,20091,"Johnson County, Kansas",8806,939,255,229,150,182,34,59,413,354,0,174,91,112,245,217,346,272,274,357,508,264,490,318,1981,648,1207,509,727,349,1022,431,1063,525
0500000US20173,20173,"Sedgwick County, Kansas",6777,875,538,327,0,174,662,441,470,432,512,327,187,169,279,229,76,92,115,137,617,372,556,373,789,453,1078,490,590,393,308,237,0,174
0500000US21067,21067,"Fayette County, Kentucky",4104,533,353,347,142,140,64,111,150,157,298,244,160,206,214,337,143,194,192,216,504,302,576,332,539,300,370,264,40,71,180,157,179,160
0500000US21111,21111,"Jefferson County, Kentucky",6414,689,424,363,44,78,0,190,389,287,247,215,83,123,411,306,436,345,216,189,722,378,832,349,516,290,577,393,252,202,647,305,618,330
0500000US22051,22051,"Jefferson Parish, Louisiana",5320,816,33,57,74,140,317,251,573,451,150,176,229,258,370,361,270,282,369,394,185,165,71,87,1027,552,382,253,377,356,406,352,487,322
0500000US22071,22071,"Orleans Parish, Louisiana",3312,393,341,236,274,164,234,178,103,140,403,256,184,141,102,98,230,177,70,63,211,200,172,133,237,182,194,142,249,187,141,145,167,133
0500000US24005,24005,"Baltimore County, Maryland",15000,1255,142,122,500,399,411,249,130,116,239,155,602,315,397,302,789,450,710,517,1118,487,2025,833,2490,915,1781,575,1279,404,1593,653,794,398
0500000US24027,24027,"Howard County, Maryland",17953,1090,379,279,302,280,425,476,290,278,369,366,277,212,122,140,375,244,83,98,403,311,1338,692,2076,717,2021,554,1400,547,3083,867,5010,848
0500000US24031,24031,"Montgomery County, Maryland",52253,2102,2483,718,1349,538,1369,683,720,340,1280,551,1254,659,1083,549,949,457,1738,653,1984,712,3936,919,6972,1129,5160,1003,3516,855,8060,1288,10400,1237
0500000US24033,24033,"Prince George's County, Maryland",11736,927,936,435,220,147,488,271,230,187,241,239,479,292,353,296,346,283,407,235,813,363,1049,438,1281,462,1417,430,867,405,1665,558,944,336
0500000US24510,24510,"Baltimore city, Maryland",6252,791,691,387,172,189,300,370,249,191,339,240,214,174,510,385,223,185,227,282,851,489,552,345,251,194,201,160,31,53,463,300,978,506
0500000US25009,25009,"Essex County, Massachusetts",7230,766,302,236,750,419,253,181,196,202,84,99,194,192,0,203,72,121,255,240,539,359,421,305,513,329,709,430,646,313,847,359,1449,481
0500000US25017,25017,"Middlesex County, Massachusetts",58808,2021,4918,1315,1728,683,533,349,1616,560,718,432,1308,744,1620,597,755,395,892,414,2457,794,4055,1164,7636,1358,7407,1427,5325,1121,6365,1171,11475,1372
0500000US25021,25021,"Norfolk County, Massachusetts",22611,1603,1133,560,417,377,219,161,1087,515,870,485,296,245,260,219,343,284,367,419,1955,766,1974,815,3173,641,1819,613,1823,685,2703,856,4172,896
0500000US25025,25025,"Suffolk County, Massachusetts",24200,1622,5114,1053,1766,682,1508,596,1080,522,798,530,1125,506,555,334,697,407,675,340,1514,519,1417,591,1440,546,1706,588,949,515,1911,665,1945,560
0500000US25027,25027,"Worcester County, Massachusetts",10925,1019,444,247,165,226,96,88,293,236,193,233,338,230,296,239,270,277,240,160,828,500,1131,513,1036,414,1385,424,1174,359,981,442,2055,624
0500000US26065,26065,"Ingham County, Michigan",6550,721,1433,586,623,416,142,171,887,395,157,129,179,202,385,323,76,125,50,88,291,251,475,322,473,363,557,326,248,241,336,325,238,210
0500000US26081,26081,"Kent County, Michigan",5585,746,420,281,248,240,360,287,156,163,0,168,269,219,262,262,451,301,512,431,459,432,605,348,768,401,353,288,217,197,187,157,318,215
0500000US26099,26099,"Macomb County, Michigan",10243,875,559,319,341,289,392,349,712,382,337,356,547,350,286,272,407,349,234,237,1098,507,1032,521,1436,621,808,413,884,420,960,475,210,165
0500000US26125,26125,"Oakland County, Michigan",31058,1219,1616,599,474,300,753,542,494,402,403,303,405,301,262,267,125,152,487,317,1108,445,2712,787,7466,1109,3433,773,2330,741,4208,925,4782,805
0500000US26161,26161,"Washtenaw County, Michigan",10835,978,1411,553,297,183,303,247,234,216,684,402,382,242,77,130,349,322,161,152,796,458,563,335,1418,518,1309,575,398,207,889,389,1564,518
0500000US26163,26163,"Wayne County, Michigan",16896,1148,1296,505,1034,468,1043,529,715,344,404,277,886,482,453,353,663,313,613,312,915,375,900,446,1548,448,1754,629,764,354,1339,493,2569,717
0500000US27003,27003,"Anoka County, Minnesota",4303,461,98,127,37,61,225,199,52,87,51,72,186,208,122,146,39,66,199,202,354,281,457,285,896,382,618,268,221,184,585,382,163,155
0500000US27037,27037,"Dakota County, Minnesota",5885,712,306,294,422,350,47,82,0,149,38,64,186,171,444,500,28,46,239,245,535,447,957,478,581,351,476,320,579,398,580,441,467,315
0500000US27053,27053,"Hennepin County, Minnesota",25843,1465,1239,472,1032,684,841,435,621,337,728,411,239,154,834,410,675,340,884,468,2178,656,2916,703,3804,880,2913,818,2151,728,1676,750,3112,946
0500000US27123,27123,"Ramsey County, Minnesota",18294,1073,1033,415,1021,482,1239,562,670,407,739,346,1458,698,1050,420,635,326,546,267,1450,576,2645,705,1610,501,1520,516,875,396,849,354,954,418
0500000US29095,29095,"Jackson County, Missouri",4422,706,355,194,407,486,217,147,439,419,53,97,237,173,161,168,311,346,273,230,440,334,409,311,440,241,184,151,292,183,173,183,31,53
0500000US29189,29189,"St. Louis County, Missouri",14129,1262,684,423,626,515,455,361,548,467,213,207,700,448,632,402,422,376,452,367,975,506,1067,555,1099,478,2184,949,942,513,1378,524,1752,607
0500000US29510,29510,"St. Louis city, Missouri",4552,641,1067,428,292,365,39,68,235,235,167,141,479,361,0,187,358,293,200,200,325,219,141,165,385,298,318,278,138,139,137,147,271,214
0500000US31055,31055,"Douglas County, Nebraska",5453,698,818,338,89,96,40,68,365,345,376,382,51,61,201,200,43,74,165,203,766,399,476,267,793,422,440,279,254,208,366,320,210,153
0500000US32003,32003,"Clark County, Nevada",67851,2741,3410,889,2205,708,2514,816,2457,709,3475,995,3162,964,3506,918,2547,634,2574,757,5627,1207,8448,1305,9304,1586,8047,1318,4036,883,3082,854,3457,1052
0500000US32031,32031,"Washoe County, Nevada",8778,1184,552,380,211,242,430,312,320,289,212,217,393,239,325,245,501,257,231,202,822,430,1005,414,1474,453,1070,478,544,389,508,385,180,154
0500000US33011,33011,"Hillsborough County, New Hampshire",4601,671,390,261,62,104,158,245,68,85,297,294,391,392,51,91,267,251,50,87,284,257,367,324,544,346,276,175,258,193,160,145,978,521
0500000US34001,34001,"Atlantic County, New Jersey",6204,620,124,126,241,278,276,341,602,493,243,285,500,299,575,322,306,315,57,100,428,347,430,263,626,359,627,411,342,314,550,339,277,223
0500000US34003,34003,"Bergen County, New Jersey",51553,1820,2960,941,818,485,1178,476,614,418,1140,612,1405,653,1248,559,414,251,1810,670,2791,733,2183,640,7003,1200,6009,1347,4262,924,7654,1445,10064,1496
0500000US34005,34005,"Burlington County, New Jersey",7372,752,212,232,182,203,83,122,149,166,202,217,149,178,213,269,76,92,129,117,442,277,818,344,807,434,658,299,825,363,686,271,1741,358
0500000US34007,34007,"Camden County, New Jersey",9175,834,1051,489,131,154,358,303,593,444,431,364,466,318,155,206,155,179,342,318,214,216,833,421,1396,607,965,466,603,392,555,300,927,438
0500000US34013,34013,"Essex County, New Jersey",13202,1125,418,262,228,228,252,215,165,164,462,347,589,486,358,279,378,267,37,64,781,503,797,377,1510,613,2180,683,471,275,1575,730,3001,702
0500000US34017,34017,"Hudson County, New Jersey",37165,1874,3134,832,877,323,966,652,1076,529,910,506,903,596,657,390,655,316,950,520,1374,548,2541,632,4227,884,4919,1144,2445,780,4394,956,7137,1138
0500000US34021,34021,"Mercer County, New Jersey",12682,1094,880,611,374,365,102,133,173,227,0,200,58,97,72,123,81,137,185,177,308,287,736,443,1090,432,1601,721,886,411,1483,646,4653,907
0500000US34023,34023,"Middlesex County, New Jersey",59335,1660,1786,696,1084,632,842,446,795,436,829,345,895,439,1074,521,1203,642,934,494,3149,964,3854,970,7658,1223,8977,1394,5471,1180,9257,1469,11527,1506
0500000US34025,34025,"Monmouth County, New Jersey",10257,940,434,287,160,184,36,59,352,221,255,234,191,191,371,350,21,35,267,307,959,517,590,321,834,383,612,308,581,329,1521,507,3073,666
0500000US34027,34027,"Morris County, New Jersey",15365,943,182,127,89,105,42,70,302,337,279,207,320,307,106,121,167,164,109,106,863,477,1297,500,1782,607,1437,474,1634,408,2491,760,4265,771
0500000US34031,34031,"Passaic County, New Jersey",7731,605,94,108,124,149,439,350,162,170,85,95,469,386,260,241,295,196,90,116,251,188,550,361,839,490,1362,613,645,304,1079,433,987,440
0500000US34035,34035,"Somerset County, New Jersey",17814,1063,375,363,340,317,218,220,44,75,130,166,327,305,0,200,43,71,528,353,365,282,899,579,2356,767,1504,678,1248,557,2719,806,6718,1069
0500000US34039,34039,"Union County, New Jersey",8848,725,608,340,212,232,90,99,263,248,377,312,107,126,29,50,0,200,48,87,390,267,529,347,1513,696,1137,432,562,265,1169,440,1814,496
0500000US35001,35001,"Bernalillo County, New Mexico",5356,880,348,204,131,175,429,339,70,91,204,170,162,126,0,195,152,149,292,281,540,325,787,447,579,396,770,370,371,286,324,344,197,215
0500000US36001,36001,"Albany County, New York",6201,708,232,226,147,151,177,225,307,373,303,267,130,158,0,192,261,328,814,556,309,242,662,326,743,407,713,399,408,287,500,264,495,267
0500000US36005,36005,"Bronx County, New York",16887,1029,1489,540,1448,612,1135,442,1074,473,728,400,457,254,564,330,608,425,852,460,1863,569,1697,627,1624,544,963,460,936,479,841,411,608,275
0500000US36029,36029,"Erie County, New York",8635,781,1133,482,437,297,618,378,470,309,333,250,187,150,638,386,341,192,217,189,429,268,639,353,618,308,435,245,559,382,598,363,983,416
0500000US36047,36047,"Kings County, New York",91983,2185,6160,1120,4186,830,4915,848,5198,1034,3967,790,5554,813,4346,940,2858,807,3465,759,4868,995,8463,1344,10381,1243,9606,1314,5090,969,6212,1021,6714,1202
0500000US36055,36055,"Monroe County, New York",8387,866,1211,512,346,273,253,213,228,229,490,403,488,340,133,133,611,375,0,192,593,399,600,383,722,518,897,587,372,295,607,474,836,437
0500000US36059,36059,"Nassau County, New York",32432,1183,676,348,411,282,328,227,410,251,251,160,334,222,653,375,566,306,393,272,1522,591,1990,708,3885,892,4064,887,3305,764,5297,940,8347,1031
0500000US36061,36061,"New York County, New York",90102,3656,10263,1899,4435,1127,2982,1038,2678,994,2716,895,3213,1161,2291,1007,2601,1114,2032,796,3157,1219,8382,1873,9069,1814,8171,2081,4578,1352,8052,1796,15482,2109
0500000US36067,36067,"Onondaga County, New York",4212,646,753,368,123,143,116,154,309,246,124,125,203,202,117,136,214,184,125,132,406,252,490,320,259,188,175,145,53,84,250,177,495,253
0500000US36081,36081,"Queens County, New York",177698,4118,15466,2305,8271,1440,8437,1451,9570,1750,8275,1403,9623,1354,8802,1341,8359,1340,5116,1072,11326,1808,16208,2267,20948,2131,15579,1867,9911,1228,11605,1511,10202,1340
0500000US36085,36085,"Richmond County, New York",11939,963,636,392,183,199,674,400,351,204,197,149,293,197,771,469,364,200,23,37,526,335,649,345,1330,544,1645,657,650,372,1713,494,1934,616
0500000US36103,36103,"Suffolk County, New York",13099,1034,420,265,133,136,77,90,111,108,294,207,552,332,180,130,344,284,262,192,406,276,652,286,1476,524,1760,530,1551,590,1899,582,2982,683
0500000US36119,36119,"Westchester County, New York",19418,1431,574,373,320,216,262,267,282,264,261,243,377,294,242,297,649,460,407,401,1282,522,1179,415,2031,699,2613,906,1331,502,2014,700,5594,807
0500000US37081,37081,"Guilford County, North Carolina",7666,1101,367,271,440,336,764,566,267,233,378,329,301,217,97,115,56,92,384,342,954,394,858,443,823,545,396,295,704,465,354,298,523,304
0500000US37119,37119,"Mecklenburg County, North Carolina",16812,1185,259,231,108,107,156,154,447,314,626,394,581,464,434,339,738,455,667,360,845,349,1774,579,3070,651,2250,778,1622,582,1808,563,1427,502
0500000US37183,37183,"Wake County, North Carolina",20930,1296,713,356,84,100,479,504,534,425,358,253,760,472,424,274,458,315,129,159,1049,480,1038,549,4252,944,3038,823,1837,651,3098,931,2679,745
0500000US39035,39035,"Cuyahoga County, Ohio",12751,1015,1448,611,217,186,201,145,545,322,550,356,616,452,256,231,188,158,262,164,993,442,1042,421,1535,525,1279,471,1057,493,806,318,1756,509
0500000US39049,39049,"Franklin County, Ohio",19635,1733,2481,921,525,307,487,294,632,510,507,252,1196,623,660,534,589,343,874,447,1638,740,2142,806,3146,849,1681,637,748,464,1232,534,1097,560
0500000US39061,39061,"Hamilton County, Ohio",6031,859,398,275,139,139,93,155,514,337,163,138,134,114,90,136,166,177,164,158,397,230,692,409,703,328,502,304,515,292,655,324,706,282
0500000US39153,39153,"Summit County, Ohio",5622,795,720,432,248,244,422,439,341,291,639,405,38,70,365,359,113,147,140,172,302,266,542,465,398,300,343,346,72,91,413,300,526,328
0500000US40109,40109,"Oklahoma County, Oklahoma",7955,1163,230,187,255,208,346,246,178,173,384,520,599,379,343,364,532,337,145,167,763,398,544,336,1257,587,445,310,766,380,387,253,781,412
0500000US40143,40143,"Tulsa County, Oklahoma",6288,590,437,260,75,88,198,142,323,198,303,193,305,197,316,198,230,180,245,171,748,309,490,234,959,277,453,277,327,221,349,204,530,211
