Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
0500000US41005,41005,"Clackamas County, Oregon",4673,660,267,199,297,262,57,94,0,201,85,108,195,308,104,118,0,201,0,201,117,127,414,278,314,286,639,380,511,346,506,366,1167,509
0500000US41051,41051,"Multnomah County, Oregon",19297,1499,1687,677,672,349,969,517,793,424,442,287,1325,726,409,311,693,444,476,298,1311,608,2461,764,2461,859,1265,563,943,485,1822,649,1568,641
0500000US41067,41067,"Washington County, Oregon",19475,1374,872,516,371,353,979,597,474,274,493,346,157,155,422,304,499,381,650,446,1352,459,1772,554,2051,732,2274,745,949,467,2979,816,3181,747
0500000US42003,42003,"Allegheny County, Pennsylvania",15421,1109,2407,625,249,170,324,247,786,339,1021,624,730,377,348,284,527,302,474,360,656,358,826,408,2478,771,1725,615,695,385,776,373,1399,488
0500000US42017,42017,"Bucks County, Pennsylvania",7734,631,467,334,0,174,229,262,97,157,140,154,178,159,297,293,83,134,33,56,647,353,650,314,1238,397,1068,495,583,286,683,363,1341,492
0500000US42029,42029,"Chester County, Pennsylvania",7767,597,73,91,131,185,0,174,0,174,192,134,339,353,32,52,0,174,32,54,427,290,241,182,1055,482,1306,519,628,267,1249,502,2062,498
0500000US42045,42045,"Delaware County, Pennsylvania",9505,664,392,287,70,111,347,225,591,445,450,271,326,224,248,168,634,427,255,160,769,392,1081,439,1051,385,644,254,437,358,763,358,1447,524
0500000US42091,42091,"Montgomery County, Pennsylvania",19016,1363,924,507,523,353,672,442,536,487,268,259,574,347,618,437,241,179,647,414,1079,377,1723,669,3173,1021,2266,624,1534,496,1735,618,2503,604
0500000US42101,42101,"Philadelphia County, Pennsylvania",34830,2088,4854,1075,1038,429,2154,704,1897,632,1848,595,1796,679,1443,674,1247,609,2102,807,2912,830,2673,854,3467,806,1954,637,2559,934,1618,535,1268,392
0500000US44007,44007,"Providence County, Rhode Island",8490,1119,1071,595,431,313,99,161,157,263,172,196,103,134,277,242,202,216,0,208,696,436,918,482,1987,961,822,484,688,511,403,301,464,292
0500000US47037,47037,"Davidson County, Tennessee",7916,866,554,364,181,223,385,298,134,185,177,200,248,234,344,283,272,229,148,195,580,326,1104,577,1220,533,442,270,840,454,1073,459,214,149
0500000US47157,47157,"Shelby County, Tennessee",7629,891,282,213,333,290,214,266,380,309,135,163,353,283,202,210,86,107,368,378,505,398,900,485,957,473,1061,566,773,589,474,275,606,353
0500000US48029,48029,"Bexar County, Texas",16288,1297,1226,545,655,406,384,274,660,433,657,364,603,395,371,267,779,606,227,159,776,367,2779,829,2463,811,1651,647,1205,519,727,335,1125,445
0500000US48041,48041,"Brazos County, Texas",4973,553,810,478,270,246,238,238,1113,546,0,220,214,178,119,137,249,150,200,168,148,138,550,532,202,212,164,154,186,228,0,220,510,347
0500000US48085,48085,"Collin County, Texas",41231,1663,1587,691,466,334,1305,630,529,289,245,200,1005,497,753,325,993,660,1003,537,649,329,3697,1015,5388,1179,4741,1064,5545,1324,5936,1249,7389,1152
0500000US48113,48113,"Dallas County, Texas",54774,2206,2945,731,2074,944,1589,694,2096,776,1760,698,2450,757,2663,833,2079,815,2050,735,3627,978,4320,1208,6384,1221,6884,1410,3435,893,4390,1011,6028,873
0500000US48121,48121,"Denton County, Texas",20267,1309,936,476,100,129,225,202,458,320,693,406,794,408,661,419,428,409,383,260,843,460,1661,715,3043,919,2222,670,1688,633,3009,1059,3123,882
0500000US48141,48141,"El Paso County, Texas",3640,720,169,158,0,220,60,98,300,366,44,81,112,131,520,384,370,293,120,147,438,315,368,310,437,254,236,175,176,187,0,220,290,207
0500000US48157,48157,"Fort Bend County, Texas",40220,1966,1312,607,197,243,322,233,1484,791,516,451,1348,619,528,302,1028,774,916,627,1998,813,2332,969,4116,1136,4917,1299,5450,1247,7184,1683,6572,1323
0500000US48201,48201,"Harris County, Texas",106741,3270,6071,1374,4559,1310,3652,1037,6149,1648,3078,903,4343,995,3110,852,3429,1146,2772,1003,7480,1754,10204,1876,11845,2243,11570,1934,7976,1548,8996,1600,11507,1640
0500000US48439,48439,"Tarrant County, Texas",30962,2551,1724,616,1289,548,589,302,1584,558,1539,777,1058,488,1817,804,902,386,1194,514,1832,665,2298,849,3175,930,3570,849,2150,755,3402,1223,2839,833
0500000US48453,48453,"Travis County, Texas",27012,1888,2365,774,816,522,508,312,833,450,776,532,1403,739,677,353,350,295,294,240,1700,835,2696,894,3982,1143,3307,804,2103,695,2082,651,3120,682
0500000US48491,48491,"Williamson County, Texas",9637,859,380,338,129,213,121,100,121,126,0,220,0,220,69,112,256,221,293,270,765,511,935,412,1344,656,2069,663,711,407,1293,520,1151,459
0500000US49035,49035,"Salt Lake County, Utah",14003,1096,1015,392,155,137,912,587,598,390,348,237,330,290,349,291,327,220,383,253,1229,450,1330,540,2336,761,1902,729,1146,504,1066,539,577,290
0500000US51013,51013,"Arlington County, Virginia",9220,1035,1042,475,214,257,151,144,0,201,282,232,237,232,204,157,82,129,394,431,285,244,436,298,1262,535,1173,480,891,509,1258,529,1309,556
0500000US51059,51059,"Fairfax County, Virginia",68059,2272,2744,780,1282,598,1142,638,1190,473,1459,645,1368,511,1277,524,1514,724,1366,530,3272,1208,6082,1161,8366,1390,8545,1334,5890,908,9551,1339,13011,1339
0500000US51087,51087,"Henrico County, Virginia",8172,774,151,152,135,171,437,410,54,86,239,215,151,133,74,117,201,256,50,85,206,202,1031,593,1718,622,469,283,914,503,927,515,1415,620
0500000US51107,51107,"Loudoun County, Virginia",18587,1215,325,291,121,146,161,189,0,201,174,230,233,291,10,17,122,145,443,306,627,446,836,438,1413,570,2131,603,1469,534,2981,731,7541,1224
0500000US51153,51153,"Prince William County, Virginia",10365,783,139,141,0,201,196,168,341,338,524,294,226,209,181,152,573,354,390,415,542,281,1117,545,1344,491,762,383,1186,503,1367,418,1477,498
0500000US51510,51510,"Alexandria city, Virginia",3306,690,130,127,0,201,36,59,219,183,80,137,27,50,0,201,47,82,0,201,319,229,403,330,300,198,735,457,180,152,400,326,430,294
0500000US51810,51810,"Virginia Beach city, Virginia",9066,978,215,221,19,32,335,229,346,292,127,227,470,305,304,298,398,300,120,133,1050,595,685,338,1669,487,963,395,875,500,640,318,850,380
0500000US53011,53011,"Clark County, Washington",6447,647,212,181,31,54,340,222,61,100,145,181,100,137,101,105,38,66,367,253,961,460,685,353,1080,472,475,259,416,210,620,329,815,319
0500000US53033,53033,"King County, Washington",131091,3423,8398,1409,4854,1278,2829,838,2607,830,3281,1067,3131,907,2920,747,3484,892,3773,1085,8730,1662,8651,1436,15807,1872,14701,1921,10656,1584,15630,1942,21639,2113
0500000US53053,53053,"Pierce County, Washington",16576,1294,1274,550,592,313,453,345,839,439,441,294,532,316,736,472,810,363,430,292,2092,596,1986,755,1922,640,1596,567,1116,484,689,265,1068,581
0500000US53061,53061,"Snohomish County, Washington",24678,1871,1524,543,237,209,640,403,639,363,384,290,1080,566,807,474,865,707,376,308,1062,392,1144,498,3707,914,4031,955,2448,743,2593,716,3141,760
0500000US53067,53067,"Thurston County, Washington",4771,721,407,374,246,289,231,195,113,147,111,133,322,352,323,327,412,311,83,106,287,283,85,147,798,400,385,304,382,274,261,212,325,245
0500000US55025,55025,"Dane County, Wisconsin",10584,887,1600,695,285,217,393,318,366,265,310,262,270,201,0,147,296,254,84,102,343,260,1089,455,1264,545,1951,706,809,467,998,526,526,328
0500000US55079,55079,"Milwaukee County, Wisconsin",12541,881,1571,541,634,270,433,283,310,203,219,201,654,329,457,304,405,357,404,311,875,493,1213,563,1699,702,956,394,867,456,1047,469,797,393
