GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US02020,02020,"Anchorage Municipality, Alaska",6009,1040,142,177,164,267,117,144,299,352,62,95,286,236,37,68,196,189,525,374,890,535,680,489,589,374,561,310,360,262,929,486,172,166
0500000US04013,04013,"Maricopa County, Arizona",32076,2968,2415,738,1696,608,1622,633,2064,706,1622,583,1680,638,1719,598,651,346,630,304,2545,811,3893,981,4259,998,2251,774,1821,625,1494,666,1714,585
0500000US04019,04019,"Pima County, Arizona",12915,2008,837,521,1693,795,382,223,999,559,640,326,749,464,806,532,749,396,291,187,1533,753,1025,653,1017,468,1095,471,376,215,128,154,595,312
0500000US06001,06001,"Alameda County, California",24065,2129,822,489,959,456,500,373,625,342,1275,602,625,342,765,401,711,443,908,439,1395,456,2368,792,3444,967,1844,558,1645,585,2715,763,3464,721
0500000US06013,06013,"Contra Costa County, California",20190,2171,1709,765,1150,639,785,402,204,205,556,307,315,249,305,222,159,164,1052,640,1161,463,1740,757,3965,1455,2101,710,1134,445,2328,1052,1526,656
0500000US06019,06019,"Fresno County, California",7871,1330,521,355,569,359,242,237,450,365,675,415,459,360,608,569,594,317,161,190,541,423,328,250,869,375,889,404,190,188,511,332,264,251
0500000US06029,06029,"Kern County, California",7141,1436,395,284,768,481,282,235,169,209,276,291,266,371,1008,593,396,303,93,123,498,316,244,203,1309,918,370,258,440,315,162,171,465,360
0500000US06037,06037,"Los Angeles County, California",98032,4610,6280,1040,4719,1127,4498,1007,4149,953,3103,840,4485,961,3491,921,4480,981,3086,1041,6615,1227,8313,1332,12442,1794,9196,1332,8380,1422,6645,1130,8150,1322
0500000US06053,06053,"Monterey County, California",4904,820,172,207,187,167,293,259,106,188,170,164,129,128,332,264,17,31,92,121,400,336,607,304,814,401,377,234,380,279,384,258,444,276
