Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US04013,4013,"Maricopa County, Arizona",25246,2390,2497,793,1530,763,1335,507,1109,407,1002,495,919,344,1115,572,1535,569,1085,486,2672,861,1982,580,3092,853,2517,797,967,412,1265,637,624,609
0500000US04019,4019,"Pima County, Arizona",9347,1389,1196,509,414,287,671,328,756,374,523,322,610,360,345,247,240,248,787,513,602,341,903,514,985,477,190,168,780,505,68,84,277,242
0500000US06001,6001,"Alameda County, California",21893,2167,2216,809,934,424,855,475,1475,688,401,267,784,372,563,478,1041,475,763,493,1510,617,2346,732,2169,612,2287,758,1500,561,1511,522,1538,492
0500000US06013,6013,"Contra Costa County, California",14060,2003,543,413,783,454,776,455,493,312,757,496,313,294,377,340,361,276,753,557,1264,580,1308,501,1692,604,1504,675,888,374,1123,516,1125,506
0500000US06019,6019,"Fresno County, California",7112,1045,993,405,529,451,672,455,410,276,411,247,341,226,217,178,167,152,286,268,230,208,795,500,885,455,428,270,175,159,257,289,316,258
0500000US06029,6029,"Kern County, California",5503,1263,703,428,331,239,214,173,308,195,319,255,296,243,142,136,322,223,49,81,254,265,561,439,950,466,163,207,395,438,287,198,209,163
0500000US06037,6037,"Los Angeles County, California",93845,4553,6305,1065,5194,971,4448,1061,3766,787,3690,940,4048,873,4170,1020,3125,779,3548,802,8309,1567,9317,1366,13023,1788,8618,1453,4917,1020,4810,1042,6557,1425
0500000US06053,6053,"Monterey County, California",3597,949,230,175,98,99,53,89,128,123,154,163,95,103,217,235,157,146,74,131,158,141,707,600,651,490,567,373,115,123,143,134,50,82
0500000US06059,6059,"Orange County, California",25662,2411,1513,532,1453,801,859,493,960,565,625,362,960,427,904,478,1297,533,822,467,1662,679,2726,803,3225,859,2579,699,2110,733,1794,540,2173,640
0500000US06065,6065,"Riverside County, California",18322,2045,748,324,1407,665,634,472,1167,591,1053,481,876,534,633,484,877,376,1123,552,1098,472,2349,823,2335,848,1923,521,733,412,834,461,532,313
0500000US06067,6067,"Sacramento County, California",20986,2457,2743,843,1713,677,1951,858,746,435,555,296,920,497,1045,554,1576,634,854,452,1614,612,1826,641,2386,725,1654,558,456,265,549,267,398,269
0500000US06071,6071,"San Bernardino County, California",16193,1913,1368,718,1024,499,679,433,1105,501,510,340,656,369,342,161,66,109,643,372,1638,611,1717,732,2566,870,1651,666,805,472,853,494,570,309
0500000US06073,6073,"San Diego County, California",30785,2636,1741,679,2148,860,1230,554,1566,625,1476,705,1578,568,1506,665,1206,582,1591,594,2039,640,2565,853,4311,1095,2607,869,1876,549,2094,660,1251,580
0500000US06075,6075,"San Francisco County, California",11869,1504,906,527,880,455,460,352,423,316,197,206,355,253,748,518,446,501,97,123,826,519,603,385,1032,430,957,419,1128,689,822,486,1989,863
0500000US06077,6077,"San Joaquin County, California",12303,1827,1127,569,1002,527,692,394,1007,462,568,257,560,315,770,432,723,424,788,516,1251,751,809,568,926,480,1132,524,329,219,467,388,152,167
0500000US06081,6081,"San Mateo County, California",7822,1220,581,502,387,390,47,79,472,319,335,227,83,141,80,129,354,431,162,149,544,317,608,368,699,323,939,443,566,339,786,454,1179,669
0500000US06085,6085,"Santa Clara County, California",19212,1947,997,441,381,237,526,445,113,111,576,647,798,535,566,480,462,245,759,572,1471,544,1987,625,1629,490,2739,733,1653,557,1896,613,2659,719
0500000US06095,6095,"Solano County, California",6821,1443,1032,571,258,272,183,230,111,97,110,132,587,393,115,114,251,165,297,232,362,346,216,236,1089,691,976,566,464,346,509,270,261,244
0500000US06097,6097,"Sonoma County, California",4861,964,572,335,86,119,183,167,340,261,303,251,246,226,121,151,155,198,579,379,330,269,302,262,646,386,492,301,149,177,70,87,287,225
0500000US06099,6099,"Stanislaus County, California",4569,991,715,482,271,240,181,176,328,367,169,160,164,183,96,111,112,131,23,39,149,123,597,421,730,416,499,432,140,145,261,238,134,153
0500000US06111,6111,"Ventura County, California",6969,1483,186,168,295,368,68,112,127,165,349,221,371,282,375,294,334,298,193,180,315,227,778,397,1233,629,996,543,413,276,291,259,645,427
0500000US08001,8001,"Adams County, Colorado",4187,986,302,225,254,227,181,171,43,69,125,134,527,369,48,80,255,234,56,94,299,203,439,331,929,416,447,448,248,222,0,195,34,69
0500000US08005,8005,"Arapahoe County, Colorado",7446,1346,791,543,226,248,928,589,276,198,841,606,672,566,431,240,178,143,358,289,888,472,359,265,495,357,699,531,175,152,129,126,0,195
0500000US08031,8031,"Denver County, Colorado",7543,1458,1316,596,479,369,396,259,743,491,529,421,728,541,215,254,427,263,326,321,298,206,435,303,873,598,295,221,87,103,294,262,102,125
0500000US08041,8041,"El Paso County, Colorado",8698,1423,442,480,181,154,245,215,532,264,1265,811,719,505,589,337,374,247,407,339,1198,600,878,507,596,367,456,466,472,299,344,253,0,195
0500000US09001,9001,"Fairfield County, Connecticut",4032,972,237,243,201,193,260,199,54,93,167,172,146,237,73,84,220,226,48,84,153,162,433,332,436,274,291,251,648,501,203,159,462,324
0500000US09003,9003,"Hartford County, Connecticut",7360,1348,1699,775,821,508,274,220,194,233,170,300,332,417,448,293,181,183,78,136,365,224,727,430,862,423,603,390,184,180,188,164,234,187
0500000US09009,9009,"New Haven County, Connecticut",3534,794,334,310,310,243,326,223,188,178,242,160,47,80,303,294,80,103,134,149,208,156,112,145,421,250,419,313,105,149,209,213,96,113
0500000US11001,11001,"District of Columbia, District of Columbia",7451,1542,510,330,265,215,122,166,159,170,84,105,159,189,332,294,34,59,219,273,720,428,768,468,684,425,474,272,1021,584,898,556,1002,667
0500000US12011,12011,"Broward County, Florida",12307,1833,1051,573,323,249,707,402,1134,586,752,405,724,412,293,227,465,434,462,411,1583,544,1042,533,1498,606,853,509,453,328,492,403,475,321
0500000US12031,12031,"Duval County, Florida",5504,1136,209,162,390,351,307,341,364,260,383,329,729,447,87,100,166,180,109,145,637,651,387,315,515,348,579,605,441,316,68,115,133,130
0500000US12057,12057,"Hillsborough County, Florida",9420,1768,808,525,802,467,408,328,349,173,324,365,985,590,385,341,652,303,249,171,585,477,1096,525,1744,751,252,162,381,224,306,219,94,98
0500000US12086,12086,"Miami-Dade County, Florida",10245,1542,1132,487,775,368,663,389,308,201,779,361,502,347,638,393,985,506,429,267,942,464,527,338,547,433,1035,565,142,110,597,347,244,168
