Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US06111,6111,"Ventura County, California",6532,1380,343,355,212,212,499,429,561,409,301,233,45,74,79,126,366,328,252,261,446,338,344,213,1015,394,542,269,429,333,600,445,498,426
0500000US08031,8031,"Denver County, Colorado",5184,1050,639,357,266,321,440,397,124,145,397,331,414,269,50,85,391,327,291,223,118,145,447,323,502,356,467,350,44,75,368,326,226,230
0500000US08041,8041,"El Paso County, Colorado",6094,1146,481,335,96,123,435,289,250,206,357,299,431,361,359,234,229,161,356,262,732,472,961,535,931,472,429,293,0,275,47,76,0,275
0500000US08059,8059,"Jefferson County, Colorado",3898,984,536,361,165,198,0,275,326,338,240,238,307,204,0,275,340,381,206,177,481,425,275,233,479,325,306,274,41,70,196,190,0,275
0500000US09003,9003,"Hartford County, Connecticut",5373,1231,607,341,356,339,180,251,479,358,102,166,602,550,375,401,46,81,248,235,215,223,348,248,599,322,816,599,87,148,255,234,58,94
0500000US12011,12011,"Broward County, Florida",10819,1738,620,374,943,571,479,401,523,412,1145,608,553,397,674,389,67,111,929,725,726,519,809,382,1618,911,968,718,281,196,336,329,148,140
0500000US12057,12057,"Hillsborough County, Florida",6005,860,216,190,592,363,218,193,402,285,468,273,33,60,416,331,465,485,303,229,217,179,587,308,1027,552,477,272,224,216,195,217,165,135
0500000US12086,12086,"Miami-Dade County, Florida",10532,1364,1099,533,330,241,590,329,792,417,297,218,969,475,418,298,584,338,579,373,429,288,856,369,1129,446,844,434,329,223,695,473,592,500
0500000US12095,12095,"Orange County, Florida",5798,1224,338,278,315,296,233,190,578,307,680,439,0,305,286,256,544,500,133,218,532,323,1011,578,390,234,152,182,264,239,216,209,126,170
0500000US15001,15001,"Hawaii County, Hawaii",10583,1687,547,257,607,520,388,286,753,513,510,279,533,318,387,302,679,532,549,450,1002,544,1121,579,1628,738,1000,564,317,216,236,177,326,220
0500000US15003,15003,"Honolulu County, Hawaii",40801,3169,2088,900,1186,697,1909,808,1501,511,976,462,1679,721,1538,653,1377,487,1098,627,3695,928,5004,1146,7903,1429,3595,876,1943,603,2858,709,2451,719
0500000US15009,15009,"Maui County, Hawaii",7721,1379,314,247,107,127,397,386,315,333,319,303,199,160,426,464,389,295,249,276,472,402,914,469,1156,622,1334,565,674,411,258,232,198,159
0500000US17031,17031,"Cook County, Illinois",18734,2039,2474,722,933,453,749,335,604,341,1110,544,1203,489,784,394,705,410,625,356,1539,447,2179,806,1688,690,1362,568,1271,501,657,325,851,405
0500000US20173,20173,"Sedgwick County, Kansas",4091,1080,463,390,401,275,424,333,574,464,181,125,138,112,270,268,511,593,63,99,190,144,233,306,334,266,210,312,0,244,99,107,0,244
0500000US24031,24031,"Montgomery County, Maryland",6459,1179,165,173,64,105,343,277,65,115,220,229,0,281,484,438,336,367,269,286,854,511,352,212,972,533,926,381,587,310,250,210,572,337
0500000US24033,24033,"Prince George's County, Maryland",5553,1031,228,361,148,139,107,121,124,151,108,132,101,117,105,127,293,339,543,330,392,302,947,388,1056,395,528,283,368,250,320,276,185,178
0500000US25025,25025,"Suffolk County, Massachusetts",9093,1558,815,452,486,301,294,271,800,503,669,462,220,200,728,509,362,299,425,374,374,265,1028,585,942,515,1036,567,340,323,451,400,123,141
0500000US26125,26125,"Oakland County, Michigan",4890,967,490,387,601,385,380,342,174,164,180,184,84,100,341,298,198,268,86,103,376,316,376,222,638,363,723,428,115,143,70,83,58,97
0500000US26163,26163,"Wayne County, Michigan",7876,1159,1271,428,328,304,354,262,614,455,842,484,333,247,501,393,199,203,185,149,415,270,1137,495,650,344,405,315,389,225,209,233,44,71
0500000US27053,27053,"Hennepin County, Minnesota",4837,1064,394,305,485,287,333,245,169,152,177,225,173,185,251,198,295,292,151,148,336,236,444,277,701,346,417,335,269,325,103,125,139,137
0500000US29095,29095,"Jackson County, Missouri",4524,952,484,304,621,363,138,132,168,162,133,129,163,160,411,414,547,372,321,266,290,184,404,276,433,374,274,162,0,257,99,121,38,66
0500000US32003,32003,"Clark County, Nevada",14975,1826,556,322,908,525,64,105,886,384,867,462,1065,526,626,333,516,366,725,409,924,423,1705,602,2124,847,2113,816,848,389,774,420,274,265
0500000US35001,35001,"Bernalillo County, New Mexico",5715,1290,483,349,492,335,381,334,270,209,293,303,368,227,535,393,167,162,177,182,593,382,680,399,368,234,296,224,45,77,462,380,105,122
0500000US36005,36005,"Bronx County, New York",9116,1392,1425,572,736,498,774,390,495,307,451,324,828,452,515,307,573,427,302,276,798,371,477,271,669,404,602,439,109,133,279,237,83,97
0500000US36047,36047,"Kings County, New York",11619,1704,1875,585,1121,484,405,288,239,187,502,343,585,388,406,412,928,478,435,277,1224,590,1105,461,706,390,502,331,524,376,377,262,685,431
0500000US36061,36061,"New York County, New York",22287,2752,2226,742,2390,945,1317,770,934,529,1491,725,1081,637,1353,768,997,569,609,349,1799,789,1487,747,1886,778,1054,531,680,451,1263,787,1720,666
0500000US36081,36081,"Queens County, New York",13328,1662,1047,477,564,331,489,326,302,182,549,294,260,237,560,376,954,469,505,392,920,396,1477,685,1896,761,1647,623,984,444,774,505,400,306
0500000US36103,36103,"Suffolk County, New York",3405,917,406,312,50,93,59,102,42,69,157,152,0,277,143,181,0,277,0,277,334,255,602,418,254,217,346,259,408,223,136,134,468,407
0500000US36119,36119,"Westchester County, New York",3791,844,259,218,55,94,292,313,0,277,141,180,169,165,86,143,0,277,273,243,182,229,441,330,561,387,276,214,151,155,156,152,749,544
0500000US39035,39035,"Cuyahoga County, Ohio",5218,981,655,335,395,236,528,341,198,182,532,347,55,91,520,381,505,299,258,231,508,327,539,234,403,250,53,86,35,59,34,52,0,265
0500000US39049,39049,"Franklin County, Ohio",5879,1226,238,221,733,428,119,125,185,151,433,271,168,167,352,235,323,386,552,313,633,431,696,393,824,452,161,167,221,226,83,139,158,198
0500000US40109,40109,"Oklahoma County, Oklahoma",11432,1721,1567,673,1305,691,969,490,888,558,541,295,1020,553,581,424,447,282,340,351,1082,578,1125,673,539,275,514,384,189,187,113,133,212,188
0500000US40143,40143,"Tulsa County, Oklahoma",9533,1390,1152,581,641,373,655,313,906,484,470,391,1234,474,207,198,343,299,330,168,765,446,632,281,1215,446,533,334,29,50,216,223,205,152
0500000US41051,41051,"Multnomah County, Oregon",6727,1104,881,432,153,197,412,348,637,428,497,305,480,311,526,366,95,115,396,376,901,440,323,208,528,386,278,208,221,196,127,168,272,403
0500000US42101,42101,"Philadelphia County, Pennsylvania",7475,1413,1523,712,684,416,623,426,958,548,447,467,624,453,178,168,179,174,206,176,387,296,550,338,241,221,387,264,138,169,169,210,181,198
0500000US48029,48029,"Bexar County, Texas",9715,1773,606,333,191,191,199,237,892,464,613,434,888,493,376,296,482,291,487,280,561,398,1550,686,1561,657,662,389,242,244,124,145,281,294
0500000US48113,48113,"Dallas County, Texas",12694,1691,995,591,407,288,889,465,727,471,513,344,1144,607,716,387,961,437,951,493,1131,599,1395,658,1030,474,803,365,445,429,190,196,397,288
0500000US48121,48121,"Denton County, Texas",5339,951,143,120,329,294,488,318,896,569,79,109,279,237,160,217,279,225,41,69,67,81,434,325,649,293,622,534,424,400,50,54,399,403
0500000US48141,48141,"El Paso County, Texas",4319,995,619,408,334,319,79,93,135,156,375,352,179,153,122,142,392,313,269,176,370,240,705,437,168,164,258,194,154,151,41,67,119,144
0500000US48201,48201,"Harris County, Texas",14287,1523,1283,537,818,429,651,381,476,272,860,459,449,265,1002,441,472,277,1214,636,1248,462,1712,524,1654,634,770,443,631,354,384,230,663,417
0500000US48439,48439,"Tarrant County, Texas",8353,1568,368,278,676,369,615,450,272,233,424,284,257,197,285,248,651,418,74,90,865,557,674,454,1119,662,645,413,820,430,277,191,331,343
0500000US48453,48453,"Travis County, Texas",6982,1199,490,280,119,150,390,337,266,265,200,246,711,424,252,225,161,193,288,290,421,300,449,274,915,440,932,524,432,286,522,435,434,280
0500000US51059,51059,"Fairfax County, Virginia",8010,1508,178,175,101,120,61,100,42,69,182,153,0,285,735,612,450,383,187,181,364,336,622,381,1424,699,895,555,1323,614,929,390,517,289
0500000US53011,53011,"Clark County, Washington",4145,812,369,317,417,319,208,176,418,384,493,324,90,103,166,172,156,161,162,184,265,256,168,162,533,332,415,334,132,164,114,121,39,80
0500000US53033,53033,"King County, Washington",21547,1935,1757,758,844,401,254,198,629,315,887,421,1250,550,1166,546,1161,606,915,587,2111,738,2411,848,2430,696,1971,562,1035,470,1411,651,1315,622
0500000US53053,53053,"Pierce County, Washington",11233,1720,1169,653,972,536,829,513,608,473,595,389,346,229,643,450,411,316,468,273,988,385,940,503,1420,556,929,456,155,132,492,389,268,263
