Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US01073,1073,"Jefferson County, Alabama",6729,983,477,361,377,310,752,555,1242,601,157,186,567,440,360,352,426,365,402,335,683,430,252,200,336,341,211,265,175,225,58,103,254,246
0500000US02020,2020,"Anchorage Municipality, Alaska",7284,856,421,318,153,250,198,193,335,433,73,127,413,322,853,621,362,543,322,259,759,619,798,439,876,533,694,422,118,139,549,430,360,288
0500000US04003,4003,"Cochise County, Arizona",12466,1292,1721,807,1503,619,943,410,552,376,799,411,743,408,413,239,928,458,313,254,1080,514,1163,558,859,446,692,385,331,253,274,279,152,173
0500000US04005,4005,"Coconino County, Arizona",5543,944,243,234,718,578,363,337,122,152,389,309,624,542,191,197,365,404,92,152,521,334,777,498,345,239,219,295,84,98,490,403,0,203
0500000US04013,4013,"Maricopa County, Arizona",299859,5084,30437,3034,19212,2637,22683,2488,25370,2704,20327,2567,19702,2339,16591,2358,18934,2395,15275,1973,26854,2591,27527,2766,28201,2582,14147,1843,5816,1083,5159,1284,3624,1070
0500000US04015,4015,"Mohave County, Arizona",7314,1241,985,589,186,145,414,271,491,454,800,699,585,484,251,204,607,529,192,209,1169,679,602,303,874,657,0,203,46,85,77,136,35,65
0500000US04019,4019,"Pima County, Arizona",106638,2897,11070,1864,9737,1872,7949,1494,9376,1643,8143,1710,7836,1588,6334,1227,6525,1517,5276,1265,7944,1309,8146,1236,8311,1364,3825,1020,3336,1016,2099,889,731,323
0500000US04021,4021,"Pinal County, Arizona",24898,2138,1818,525,1587,814,1743,793,1330,518,1834,642,1836,862,1912,788,1785,765,1165,634,1653,786,2473,821,3012,1013,1654,626,585,272,192,115,319,335
0500000US04025,4025,"Yavapai County, Arizona",7009,1177,1552,989,210,181,322,306,225,199,365,327,483,501,752,533,674,719,52,89,624,410,716,521,567,417,138,186,220,278,109,170,0,203
0500000US04027,4027,"Yuma County, Arizona",35405,1787,3075,977,2677,994,2545,943,2758,1066,2842,931,2658,912,3258,969,1501,653,1903,732,3347,916,3176,982,2737,912,2166,737,647,420,62,73,53,87
0500000US05007,5007,"Benton County, Arkansas",8395,1073,216,210,738,394,537,388,623,374,870,534,541,378,618,363,911,552,721,426,510,341,771,559,786,517,90,120,225,232,0,192,238,282
0500000US05143,5143,"Washington County, Arkansas",8358,877,575,450,353,343,1195,647,975,602,973,566,887,491,245,255,304,443,648,481,603,543,830,534,581,319,0,192,93,157,96,158,0,192
0500000US06001,6001,"Alameda County, California",89013,2814,3710,896,2906,872,4964,1159,3594,1097,3959,1094,5326,1247,3448,813,5438,1303,4566,1133,9452,1530,11303,1790,13088,1980,6889,1164,3752,1022,3854,840,2764,700
0500000US06007,6007,"Butte County, California",9194,1030,870,459,308,229,888,410,471,390,633,377,711,445,564,394,323,234,357,364,1370,595,675,435,1168,564,365,224,114,96,293,165,84,137
0500000US06013,6013,"Contra Costa County, California",69343,2690,2158,717,2722,856,4653,1220,4102,1125,3621,1203,3901,1202,4080,1145,4226,1154,3930,1115,5176,1345,7548,1623,7729,1414,5642,1325,2884,898,3235,682,3736,1113
