Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US02020,2020,"Anchorage Municipality, Alaska",5895,730,237,197,180,164,261,285,232,227,90,144,570,399,171,215,450,329,62,101,640,391,431,319,1325,589,485,317,251,199,325,241,185,231
0500000US04003,4003,"Cochise County, Arizona",11462,1276,993,427,1055,484,826,279,1260,485,1271,632,341,256,420,262,386,299,956,475,1127,600,1136,541,663,361,319,194,483,388,141,144,85,102
0500000US04013,4013,"Maricopa County, Arizona",285586,5048,29568,3065,16669,2533,17791,2099,24413,2837,21902,2245,24628,2866,19631,2388,16769,2067,13061,1925,21788,2674,30903,2972,24043,2530,10965,1906,6829,1820,3582,1019,3044,872
0500000US04015,4015,"Mohave County, Arizona",7899,1007,434,351,670,487,1143,611,269,196,1469,581,464,342,603,464,767,426,422,311,363,357,266,172,636,424,170,224,142,218,37,68,44,75
0500000US04019,4019,"Pima County, Arizona",99214,3043,11223,1549,9065,1525,6692,1621,6961,1493,6905,1496,7531,1567,6283,1212,4855,1340,4679,1087,6838,1200,9702,1850,9347,1541,5490,1076,2113,884,975,455,555,286
0500000US04021,4021,"Pinal County, Arizona",22007,2051,2322,1048,2478,1112,585,420,1690,822,1295,631,823,579,1386,616,1529,932,1184,685,2218,965,2581,896,2221,1034,692,446,532,407,125,121,346,420
0500000US04025,4025,"Yavapai County, Arizona",7738,1255,662,573,690,713,377,391,384,312,983,589,127,157,1163,827,519,532,610,484,420,339,361,252,733,619,581,421,128,221,0,305,0,305
0500000US04027,4027,"Yuma County, Arizona",32668,1784,2794,1052,2051,624,2857,1037,3115,1227,2786,1098,1635,659,1433,772,1521,643,1371,655,3510,1334,3326,959,3269,1167,1789,778,482,461,729,439,0,305
0500000US05007,5007,"Benton County, Arkansas",7667,876,398,332,70,129,480,318,245,234,569,543,541,333,907,492,398,283,561,451,1076,551,267,269,1151,707,729,481,213,263,62,107,0,273
0500000US05131,5131,"Sebastian County, Arkansas",4365,575,456,408,202,174,436,301,253,251,252,236,542,461,720,385,293,280,238,230,198,252,317,233,122,144,101,148,50,93,0,273,185,235
0500000US05143,5143,"Washington County, Arkansas",7706,844,180,293,406,313,1072,593,763,450,1507,701,485,385,511,365,464,337,773,467,700,427,483,431,102,125,139,161,76,134,0,273,45,77
0500000US06001,6001,"Alameda County, California",85511,2820,3322,920,4606,1132,4668,895,5497,1382,5071,1006,4885,1146,3852,873,6411,1262,2933,872,5770,1233,10968,1462,11252,1616,7158,1346,4021,1160,3100,903,1997,627
0500000US06007,6007,"Butte County, California",9262,975,1659,619,460,322,1177,537,958,585,231,170,633,414,178,169,423,280,445,374,884,518,899,507,764,429,338,266,0,294,0,294,213,306
0500000US06013,6013,"Contra Costa County, California",63463,2793,2950,1070,2363,829,2591,844,2394,816,3363,1051,2499,1021,4320,1204,5322,1312,2920,1046,4774,1162,8337,1684,7677,1299,5070,1053,2599,914,4125,1059,2159,718
0500000US06017,6017,"El Dorado County, California",6448,984,573,404,169,190,895,518,186,196,513,421,501,432,283,362,236,184,0,294,841,561,550,307,849,467,291,225,0,294,132,160,429,365
0500000US06019,6019,"Fresno County, California",116627,3007,12427,1999,10817,1798,10185,1881,9912,1648,8879,1796,6989,1270,5672,1264,6557,1487,5169,1581,9032,1708,12432,1800,9417,1574,4404,998,2598,867,1286,630,851,618
0500000US06025,6025,"Imperial County, California",35532,1580,1962,697,4646,1038,3251,938,2729,847,1900,686,2096,892,1792,678,1136,446,2398,810,3398,932,3249,670,3202,817,1209,480,1167,609,1053,548,344,233
0500000US06029,6029,"Kern County, California",94986,2816,8307,1747,6383,1268,6672,1616,7659,1666,8161,1567,5858,1146,4879,1105,6258,1542,5034,1182,7158,1407,10777,1898,8082,1382,5127,1302,3421,1020,866,436,344,229
0500000US06031,6031,"Kings County, California",17028,1441,1600,665,1359,486,1653,676,1792,618,1510,609,1379,617,1429,582,668,368,814,526,1512,584,1370,631,680,349,1002,510,48,85,75,95,137,172
0500000US06037,6037,"Los Angeles County, California",1151493,8622,70464,3687,77832,4944,81368,4255,78977,4227,73723,4201,74196,4584,72284,4371,64052,4366,57097,4348,101997,5018,119124,5860,123608,5395,73277,3953,35850,2607,32228,3080,15416,1944
0500000US06039,6039,"Madera County, California",16291,1271,799,517,1044,468,745,415,1668,667,958,535,1606,737,1044,555,591,432,237,196,1554,742,2338,871,2021,662,960,551,437,362,132,202,157,208
0500000US06041,6041,"Marin County, California",9921,1247,375,455,977,697,891,578,575,781,142,245,482,433,507,435,878,592,595,409,1055,752,828,588,1519,755,330,286,67,114,99,136,601,379
0500000US06045,6045,"Mendocino County, California",4995,716,359,349,330,387,643,522,967,702,326,275,174,234,207,201,448,341,453,450,339,248,311,254,314,336,0,294,78,135,0,294,46,82
0500000US06047,6047,"Merced County, California",34268,1564,3088,991,3220,946,1996,569,2956,848,2446,791,2281,915,2122,762,2403,903,2655,1022,2921,944,3123,965,2450,805,924,508,251,214,902,619,530,402
0500000US06053,6053,"Monterey County, California",51327,2009,1915,718,2293,770,4784,1334,4136,1018,3597,953,3107,894,2360,721,4039,1219,3231,949,5530,1259,4656,1059,5429,1316,2865,1025,1785,634,821,433,779,439
0500000US06055,6055,"Napa County, California",10879,980,789,500,660,451,500,338,732,435,888,540,649,447,371,315,314,234,511,479,439,297,1478,651,1205,641,1249,600,402,334,541,339,151,157
0500000US06059,6059,"Orange County, California",229889,4823,10123,1812,8724,1784,10447,1712,13397,2029,12215,1978,14925,2230,12026,2014,11646,1712,13431,2008,22899,2253,25899,2713,30320,2613,21936,2167,9242,1618,7860,1424,4799,1068
0500000US06061,6061,"Placer County, California",11765,1413,634,409,494,389,344,235,277,276,663,492,760,604,1124,535,812,528,378,329,586,347,769,505,1833,792,1598,612,306,225,461,315,726,478
0500000US06065,6065,"Riverside County, California",221525,4579,12098,2026,11805,1837,12317,1778,17163,2318,13599,2317,13906,1776,11593,1847,14073,1846,10839,1712,20805,2590,26789,2427,26565,2586,13619,1903,7828,1558,5971,1548,2555,1016
0500000US06067,6067,"Sacramento County, California",83670,2581,6316,1620,4622,1519,5965,1116,5275,1408,6361,1406,5308,1361,4669,1161,4877,1414,5086,1177,6653,1646,6850,1405,9567,1741,4704,1247,2933,938,2714,845,1770,779
0500000US06071,6071,"San Bernardino County, California",225059,5036,12674,2113,10971,1650,13462,1929,15787,2141,12681,1989,15091,2291,13831,1912,10480,1852,11085,1691,24100,2769,27396,2922,25946,2861,16398,2425,8040,1445,4805,1459,2312,893
0500000US06073,6073,"San Diego County, California",245773,5075,14559,2162,13494,1949,13575,2118,18278,1964,15367,2032,18478,2466,16226,2329,13448,2107,13250,2036,20603,2278,25318,2163,27802,2844,14943,1871,8186,1442,7533,1374,4713,1076
0500000US06075,6075,"San Francisco County, California",35858,2401,1623,690,2869,956,1402,702,1883,776,1709,908,1001,555,1062,474,1353,694,1668,696,4201,1309,2771,826,5196,1501,2778,829,2384,879,2324,925,1634,666
0500000US06077,6077,"San Joaquin County, California",66658,2211,4872,1182,3042,896,3677,1041,5226,1193,4488,994,5738,1575,5229,1302,3129,864,3767,966,5986,1396,6233,1251,7505,1472,4217,987,1164,476,1681,716,704,416
0500000US06079,6079,"San Luis Obispo County, California",14034,1219,589,347,794,546,629,462,919,532,1929,932,1383,695,617,378,774,413,636,436,1372,640,1241,506,1855,705,436,276,270,223,322,292,268,271
0500000US06081,6081,"San Mateo County, California",46743,2353,918,515,1490,669,1507,588,1796,766,2541,819,2258,791,2874,1045,1436,672,2754,878,4038,1087,7136,1519,7276,1597,5173,1108,1424,707,2414,865,1708,620
0500000US06083,6083,"Santa Barbara County, California",43997,1843,3429,972,1552,531,3519,1050,3365,989,2059,808,2571,840,2621,1079,2371,655,1682,776,5272,1339,5638,1240,3918,978,2146,711,1536,807,1793,672,525,362
0500000US06085,6085,"Santa Clara County, California",120561,3401,6803,1559,5027,1248,5647,1391,8314,1600,5877,1129,7332,1531,7101,1700,7460,1506,6725,1529,8101,1780,12417,1675,14367,2215,11033,1875,5173,1094,6295,1498,2889,834
0500000US06087,6087,"Santa Cruz County, California",18727,2045,933,486,1804,782,876,615,1447,681,1207,669,1180,606,638,489,1882,793,634,433,1243,544,2086,763,2528,768,1164,489,509,354,477,355,119,178
0500000US06095,6095,"Solano County, California",22906,1771,1589,837,1164,692,929,586,484,368,2085,929,1215,625,1003,457,747,496,1266,620,2759,1080,3107,945,2914,1068,1798,792,1190,599,301,237,355,255
0500000US06097,6097,"Sonoma County, California",29724,2102,1817,853,1232,609,1831,843,2910,906,1481,620,2506,1043,1368,625,1468,680,1454,736,2878,978,3133,1128,3933,1121,1519,654,1057,689,650,403,487,329
