Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US06001,6001,"Alameda County, California",81098,3012,3646,1305,3583,1112,4398,1100,4307,1235,3832,1185,4966,1398,3343,951,4104,1032,3786,993,6840,1542,10542,1471,10303,1844,6723,1325,4545,1160,4005,978,2175,686
0500000US06007,6007,"Butte County, California",7952,1091,496,304,1009,533,411,339,818,330,173,145,870,588,609,419,791,587,587,331,347,229,883,587,471,310,248,183,97,129,119,123,23,52
0500000US06013,6013,"Contra Costa County, California",60386,2447,2406,791,1341,502,3356,1155,2976,1038,3686,1029,2653,854,3321,998,3461,1009,3532,1186,4845,1092,6359,1377,8789,1507,4995,1116,2737,819,3048,817,2881,896
0500000US06017,6017,"El Dorado County, California",5664,804,0,294,308,313,39,67,747,546,131,166,246,257,240,227,398,378,570,429,224,173,574,370,575,449,587,409,125,151,541,445,359,392
0500000US06019,6019,"Fresno County, California",112200,2850,9057,1601,9439,1525,10215,1924,9524,1771,8075,1668,9510,1905,8191,1651,6007,1428,5980,1169,8591,1577,7785,1481,8612,1441,5949,1398,2452,877,1632,604,1181,451
0500000US06025,6025,"Imperial County, California",33820,1604,3368,927,3139,1026,3584,1035,2744,837,1878,747,2029,718,1514,659,2047,829,1805,777,2219,747,3486,945,3092,939,1678,570,364,251,666,403,207,174
0500000US06029,6029,"Kern County, California",91327,2988,8465,1534,7653,1495,7744,1486,7452,1671,7104,1564,6526,1411,5429,1282,5474,1375,4590,1260,7295,1386,7375,1144,8524,1532,4024,1180,1754,634,1444,592,474,310
0500000US06031,6031,"Kings County, California",15626,959,964,417,1356,584,1501,619,705,478,878,378,971,501,1079,596,1140,521,1020,472,1108,510,1180,496,1512,671,1524,636,268,241,154,131,266,229
0500000US06037,6037,"Los Angeles County, California",1149772,8106,66093,4012,72419,4682,77117,4528,85171,4902,76288,4501,73826,4399,63032,4302,61757,3662,56713,4198,100197,4842,126270,4833,125107,5690,75629,3791,36057,3196,33243,3365,20853,2556
0500000US06039,6039,"Madera County, California",15288,1463,1344,668,1361,511,1049,582,1346,687,854,441,334,217,1692,753,1407,536,920,545,1393,526,795,438,1380,592,498,334,443,364,171,175,301,280
0500000US06041,6041,"Marin County, California",10831,1319,72,122,562,490,662,555,223,231,353,325,1733,967,287,311,535,436,618,491,926,741,343,292,1927,795,0,294,791,664,744,623,1055,770
0500000US06047,6047,"Merced County, California",32146,1620,3329,1026,2545,856,2777,902,3204,953,2179,739,2028,823,1363,562,1990,833,1562,593,2713,868,3682,1069,2571,894,1298,593,555,289,243,270,107,132
0500000US06053,6053,"Monterey County, California",48020,2228,1720,694,2679,959,2579,835,2493,965,4384,1400,3085,990,2440,850,2428,990,3133,1015,5659,1350,6316,1234,5247,1022,2639,869,1857,977,648,377,713,406
0500000US06055,6055,"Napa County, California",10875,969,77,135,600,421,507,344,1308,767,464,381,752,721,1118,690,596,433,496,433,836,564,1182,586,1664,746,288,272,332,218,478,372,177,196
0500000US06059,6059,"Orange County, California",223898,4355,8161,1370,8232,1594,10111,1909,11150,1715,10990,2097,10281,1619,11781,1764,12531,2209,12212,2044,21213,2463,27561,2431,30577,2702,19714,2229,11674,1865,10557,1666,7153,1366
0500000US06061,6061,"Placer County, California",11326,1040,510,343,165,166,341,306,109,134,547,415,122,157,984,560,357,210,649,486,1629,598,1514,515,1241,422,1990,692,354,261,346,223,468,263
0500000US06065,6065,"Riverside County, California",213832,5051,10381,1669,9600,1479,10658,1470,16555,2146,11986,1922,15539,2308,11635,1696,12219,1770,9376,1719,21428,2279,26767,2753,26686,2695,14617,1799,8039,1791,5996,1471,2350,726
0500000US06067,6067,"Sacramento County, California",74523,2823,3430,995,4267,963,3516,1043,4618,982,3775,1140,5596,1186,4391,977,6216,1212,3560,986,8276,1560,8332,1209,8475,1419,5524,1120,1441,555,1868,731,1238,553
0500000US06071,6071,"San Bernardino County, California",216557,3980,11016,1557,9656,1731,10765,1816,11809,1622,12171,2104,13488,2084,12518,1964,13163,1749,12263,1777,19175,2499,27374,2795,28609,3092,15841,2075,8758,1759,6315,1164,3636,1172
0500000US06073,6073,"San Diego County, California",236811,4574,15729,2209,12875,1925,14807,2266,17015,2266,13705,2032,14923,2548,13372,2144,13422,1948,11489,1747,19874,2504,22360,2415,27938,3053,17608,2272,8001,1446,9650,1478,4043,1000
0500000US06075,6075,"San Francisco County, California",32997,2796,2552,775,1796,758,1251,618,1640,673,1925,815,1294,595,1242,626,2027,856,1578,662,2231,743,3812,1198,4758,1167,1997,655,1516,679,2013,748,1365,588
0500000US06077,6077,"San Joaquin County, California",60845,2265,4038,1067,4537,982,3118,888,4854,1196,3826,1216,4013,1092,3688,941,2354,817,3021,1006,6304,1318,5494,1272,6925,1389,3848,1114,1897,793,2207,934,721,585
0500000US06079,6079,"San Luis Obispo County, California",12575,1169,645,302,532,417,704,403,1352,722,748,437,872,458,902,503,275,292,761,470,1463,642,1602,625,1125,545,745,389,238,194,316,274,295,271
0500000US06081,6081,"San Mateo County, California",44597,1991,1739,739,1532,774,1602,769,2059,1124,2327,894,2612,897,1797,728,3013,989,2102,775,4104,1128,4368,984,5960,1360,3719,1073,2528,806,2831,832,2304,964
0500000US06083,6083,"Santa Barbara County, California",37908,2046,1653,598,2150,816,2267,680,2703,839,2447,800,2043,731,2567,934,1881,670,2002,738,2826,779,4409,1006,4492,1047,3034,920,1510,766,1540,617,384,279
0500000US06085,6085,"Santa Clara County, California",108378,3450,4457,1164,4239,1111,3877,1164,5392,1393,4014,1123,4746,1089,5333,1220,6773,1528,3336,902,11353,1916,12841,2064,16317,1848,9937,1466,5727,1054,5252,1355,4784,1034
0500000US06087,6087,"Santa Cruz County, California",18130,1362,988,459,1262,610,1325,610,827,449,849,459,1037,466,710,379,1180,605,1139,574,1888,629,1862,791,2369,697,910,490,639,399,667,383,478,304
0500000US06095,6095,"Solano County, California",22586,1387,964,640,1009,506,652,338,1205,529,587,349,614,410,1373,665,909,544,1019,545,2473,962,3148,867,2666,863,2436,938,1623,674,1589,714,319,211
0500000US06097,6097,"Sonoma County, California",26545,1716,605,374,1097,690,1989,782,2136,753,1341,736,1814,759,1572,597,2118,705,1268,546,2964,903,3012,942,3244,1045,1773,661,838,468,687,423,87,104
0500000US06099,6099,"Stanislaus County, California",48418,1941,2628,865,2213,720,4317,1169,2829,915,3371,1197,3444,1040,2198,705,2463,752,4918,1370,4396,965,5822,1310,4539,938,2500,664,1736,578,843,450,201,172
0500000US06101,6101,"Sutter County, California",6710,783,361,251,910,459,193,209,621,454,615,360,687,409,504,332,332,229,142,179,871,429,694,371,457,291,131,124,22,45,92,98,78,134
0500000US06107,6107,"Tulare County, California",58634,2045,5411,1305,3880,1179,5067,1254,5678,1310,4276,892,3501,988,3669,899,3747,977,2466,734,5241,1378,5857,1265,5387,1116,2214,800,1190,562,791,514,259,276
0500000US06111,6111,"Ventura County, California",69608,2106,3003,843,3028,846,2633,630,3193,881,5010,1206,3043,863,2764,812,4018,1005,2993,1008,6032,1344,7913,1483,11122,1630,6276,1389,3977,1079,2880,930,1723,637
0500000US06113,6113,"Yolo County, California",14843,1131,712,354,933,416,987,471,772,450,1204,642,531,367,1096,548,822,545,1099,525,1623,662,1953,677,1324,525,996,447,413,313,286,217,92,119
0500000US08001,8001,"Adams County, Colorado",43757,1884,2512,868,3144,982,2243,841,3625,992,1782,711,3687,1039,3629,1150,2873,769,1874,743,4764,1263,3970,969,4716,1012,3282,967,995,538,569,401,92,156
0500000US08005,8005,"Arapahoe County, Colorado",25537,1621,1837,750,3556,1065,1803,698,1692,792,2338,831,1933,670,1303,646,745,482,1235,538,2083,772,2976,901,1544,493,1247,553,668,421,337,273,240,191
0500000US08013,8013,"Boulder County, Colorado",10594,1198,597,507,1334,768,673,467,799,392,1058,715,472,429,665,548,317,245,303,223,1256,588,989,509,919,654,371,195,386,261,253,230,202,219
0500000US08031,8031,"Denver County, Colorado",57599,2717,6689,1420,5387,1362,4578,1303,5413,1353,4249,1087,3962,972,3582,1060,2743,972,1365,594,4892,1105,5191,1272,4866,1325,2565,892,1269,793,459,310,389,278
0500000US08041,8041,"El Paso County, Colorado",22950,1412,2173,917,2263,834,1531,645,1044,500,1432,608,1439,589,1491,489,1259,664,1115,450,2085,723,2681,783,2383,671,995,490,424,379,515,361,120,196
0500000US08059,8059,"Jefferson County, Colorado",25714,1559,1608,649,1620,794,1810,851,1751,795,1886,861,2302,1078,1349,712,985,567,1608,695,2359,841,1751,701,2777,885,1546,510,823,441,1253,575,286,229
0500000US08069,8069,"Larimer County, Colorado",8708,1017,993,602,834,560,71,115,1083,527,732,428,471,329,764,478,497,405,523,383,725,472,582,551,848,428,330,234,46,80,101,120,108,127
0500000US08077,8077,"Mesa County, Colorado",5126,686,214,188,412,350,263,221,439,384,372,358,209,229,479,421,279,254,0,275,611,430,1229,567,153,181,256,260,111,182,0,275,99,171
0500000US08101,8101,"Pueblo County, Colorado",20755,1307,3022,984,1724,675,1571,643,1673,734,1063,594,1206,578,1119,473,1737,814,1504,580,1064,469,1823,674,2333,911,440,300,182,193,294,330,0,275
0500000US08123,8123,"Weld County, Colorado",18256,1441,997,395,875,541,1563,691,1684,772,1272,572,756,596,1414,654,1415,659,1727,824,1255,557,2032,785,2047,713,547,352,271,200,246,198,155,147
0500000US09001,9001,"Fairfield County, Connecticut",39937,1964,4231,1026,2412,768,2154,722,2148,725,2200,914,2485,781,1613,662,1363,614,2162,891,3633,902,2884,876,4998,1223,2411,841,1835,819,1306,605,2102,817
0500000US09003,9003,"Hartford County, Connecticut",39316,2033,7275,1295,4053,1108,2495,749,2357,909,1556,701,3197,1071,2812,1191,1458,660,972,395,2404,761,4571,1148,3488,972,742,328,906,461,792,448,238,131
0500000US09009,9009,"New Haven County, Connecticut",34483,1785,5401,1200,2778,979,2322,915,2324,862,1511,710,1321,579,2053,827,1731,829,2147,885,3224,876,2146,634,3748,1123,1769,667,716,435,624,401,668,443
0500000US09011,9011,"New London County, Connecticut",5148,887,582,408,340,253,132,183,288,261,377,285,300,408,136,169,340,263,164,229,413,387,386,288,724,441,491,357,141,162,58,98,276,311
0500000US10003,10003,"New Castle County, Delaware",10651,1158,620,373,833,605,611,483,491,372,921,743,788,488,514,482,601,428,674,476,717,475,1291,638,1067,494,869,483,424,333,117,140,113,141
0500000US10005,10005,"Sussex County, Delaware",3391,556,99,156,48,89,261,238,389,282,503,354,359,311,207,176,64,104,120,191,255,175,518,297,68,72,429,215,0,263,0,263,71,84
0500000US11001,11001,"District of Columbia, District of Columbia",18671,1407,1931,807,1190,729,806,379,1347,689,731,528,1043,696,1275,600,1474,801,441,354,1997,720,1595,670,1632,827,685,414,837,582,618,429,1069,518
0500000US12001,12001,"Alachua County, Florida",5596,957,783,434,374,287,420,374,337,282,0,305,484,327,849,637,204,194,447,398,228,239,290,242,382,311,432,254,113,115,194,195,59,99
0500000US12009,12009,"Brevard County, Florida",12514,1142,627,635,1389,784,840,520,541,361,521,308,873,499,843,534,383,212,797,467,764,475,1502,631,2180,849,769,413,183,168,82,102,220,197
0500000US12011,12011,"Broward County, Florida",129132,4137,7417,1676,4660,1139,5967,1369,9170,1704,7641,1633,6581,1455,7305,1520,5681,1420,7018,1414,12921,2213,13893,2108,16656,2380,9925,1465,5305,1107,4747,1178,4245,936
0500000US12021,12021,"Collier County, Florida",18499,2064,1508,677,708,374,1761,808,1329,559,1852,935,1349,657,1270,616,768,608,1097,640,1447,676,2071,819,1465,549,983,564,227,202,161,167,503,574
0500000US12031,12031,"Duval County, Florida",17311,1064,1000,516,1061,654,580,397,797,478,1233,670,863,553,1223,613,1022,520,1994,898,969,541,1609,568,2594,821,887,537,746,585,395,315,338,348
0500000US12053,12053,"Hernando County, Florida",5614,962,621,359,182,241,171,132,1038,615,611,450,610,456,739,465,193,189,466,648,59,96,765,449,159,153,0,305,0,305,0,305,0,305
0500000US12057,12057,"Hillsborough County, Florida",86785,2571,8122,1526,6112,1144,7073,1472,6873,1539,7447,1622,4940,1184,4708,1252,5081,1152,3721,1088,7917,1594,8161,1435,7584,1271,3686,884,2110,770,1820,534,1430,499
0500000US12069,12069,"Lake County, Florida",7900,1235,336,486,437,289,453,363,377,319,904,551,372,218,368,265,488,427,501,280,1291,541,1153,617,508,451,488,306,0,305,124,162,100,116
0500000US12071,12071,"Lee County, Florida",30260,2109,1889,774,2327,1037,1990,945,2360,988,1948,872,1593,779,1619,780,2386,970,2091,935,2768,1163,4381,1235,2901,1073,1131,666,198,195,290,300,388,429
0500000US12081,12081,"Manatee County, Florida",10646,1169,528,345,1131,626,501,307,1535,638,676,469,1284,658,605,288,898,497,212,208,497,371,1108,656,942,441,151,142,279,219,58,98,241,213
0500000US12083,12083,"Marion County, Florida",10184,1276,1518,560,203,207,719,484,973,577,849,542,1076,579,1071,612,454,396,453,375,1188,785,746,426,427,361,388,411,0,305,47,80,72,119
0500000US12086,12086,"Miami-Dade County, Florida",509107,6281,55702,3308,41464,3564,36030,2971,31248,2970,28807,2957,30937,3340,24545,2973,27715,2861,19683,2275,41907,3608,44469,3008,48082,3709,29579,2872,16198,1900,16032,2213,16709,2149
0500000US12087,12087,"Monroe County, Florida",4414,784,371,317,209,203,334,333,327,292,0,305,522,459,545,424,350,338,201,178,200,263,548,373,318,241,282,294,121,141,0,305,86,144
0500000US12095,12095,"Orange County, Florida",83166,2710,6120,1292,5906,1343,7238,1435,6698,1390,5595,1377,4582,1156,5403,1201,7396,1688,3103,899,7458,1365,8246,1625,8554,1678,2856,882,1789,628,1310,537,912,491
0500000US12097,12097,"Osceola County, Florida",32092,2100,1349,630,1227,694,2744,1164,2372,840,2637,1065,3675,1249,2220,831,2017,725,1530,697,3431,883,4903,1284,1973,710,1438,618,431,465,145,195,0,305
0500000US12099,12099,"Palm Beach County, Florida",62696,2810,3798,1130,3267,902,3727,1076,4719,1195,4061,1090,4339,1352,5155,1077,4312,1209,2938,878,5412,1089,6572,1337,6874,1459,3452,751,939,524,1438,610,1693,525
0500000US12101,12101,"Pasco County, Florida",14282,1386,894,647,944,578,427,297,1137,747,1085,774,1044,750,599,426,328,233,575,425,1164,754,2148,755,1458,587,1388,598,715,447,274,246,102,160
0500000US12103,12103,"Pinellas County, Florida",22568,1729,1838,814,1199,639,1486,705,1591,890,1915,946,1780,855,1742,968,1042,548,1687,844,1870,1004,1758,780,2128,835,1103,541,833,477,313,236,283,258
0500000US12105,12105,"Polk County, Florida",26116,1528,1222,645,2027,735,1406,547,2130,815,2871,1048,1314,560,2350,822,846,335,1792,859,2859,862,2061,749,3714,1034,881,411,260,240,49,79,334,331
0500000US12111,12111,"St. Lucie County, Florida",11425,1360,309,240,902,641,250,213,837,514,408,263,906,461,643,436,909,448,746,674,1589,744,1438,677,1561,781,572,381,78,133,223,207,54,95
0500000US12115,12115,"Sarasota County, Florida",7355,1131,675,497,330,288,396,249,543,333,689,490,429,364,409,366,711,415,322,254,938,572,641,349,445,277,194,155,387,295,246,238,0,305
0500000US12117,12117,"Seminole County, Florida",18747,1435,682,359,627,354,934,471,840,568,2035,1005,1535,771,1529,699,1130,582,663,354,2114,811,1816,655,2196,669,1123,564,795,470,290,244,438,302
0500000US12127,12127,"Volusia County, Florida",18098,1425,1851,829,953,545,906,608,847,526,1327,758,1880,1116,1552,824,949,563,1346,688,2107,774,1643,815,1385,673,693,527,276,270,265,314,118,143
0500000US13063,13063,"Clayton County, Georgia",7014,1185,683,493,489,383,611,416,313,300,482,364,242,228,154,160,650,479,618,529,794,503,795,721,699,449,166,210,151,150,87,150,80,144
0500000US13067,13067,"Cobb County, Georgia",19297,1661,670,547,963,601,840,509,887,564,1599,827,1915,777,1310,759,971,539,1223,666,1990,867,1940,832,1830,609,1196,541,704,399,797,598,462,313
0500000US13089,13089,"DeKalb County, Georgia",20583,1777,1596,911,1325,741,1540,1022,1516,704,1394,809,2343,1090,704,397,1354,654,606,479,1605,863,2546,1044,2414,963,810,558,296,306,333,261,201,235
0500000US13121,13121,"Fulton County, Georgia",20179,2477,1537,875,1475,785,771,593,2091,1012,1049,586,1978,905,1627,641,1158,782,437,437,1861,805,1264,640,1915,793,1433,612,267,240,120,156,1196,695
0500000US13135,13135,"Gwinnett County, Georgia",31513,1741,1354,573,1777,731,1986,882,2865,882,2123,827,2806,1015,2885,944,1431,754,1883,713,3364,976,3198,997,2969,788,1866,916,228,189,409,326,369,248
0500000US13139,13139,"Hall County, Georgia",10267,1177,331,416,420,428,828,640,648,472,1381,832,1020,711,601,438,796,732,853,614,987,679,861,430,473,371,438,291,15,27,546,459,69,131
0500000US13313,13313,"Whitfield County, Georgia",7201,822,637,561,439,437,264,256,678,360,264,284,415,420,514,467,281,334,835,530,1018,588,1024,644,552,482,0,298,218,299,62,93,0,298
0500000US15001,15001,"Hawaii County, Hawaii",4956,730,563,326,105,99,198,214,60,70,275,201,268,184,218,220,118,101,379,374,301,262,376,437,795,546,695,353,294,368,311,350,0,275
0500000US15003,15003,"Honolulu County, Hawaii",18806,1545,1114,587,650,365,1064,561,884,571,275,206,559,392,594,339,1154,617,833,525,1907,879,2696,819,2937,990,1641,599,932,647,587,342,979,544
0500000US16001,16001,"Ada County, Idaho",6992,1049,428,403,251,213,267,251,564,402,1024,684,397,536,198,243,685,575,172,140,705,426,750,642,943,639,273,288,75,119,260,267,0,259
0500000US16027,16027,"Canyon County, Idaho",10043,835,536,444,1370,699,652,402,965,544,1492,647,658,475,898,445,159,216,334,230,1025,496,1334,641,445,316,107,110,68,102,0,259,0,259
0500000US17031,17031,"Cook County, Illinois",322291,5680,20851,2540,17398,2277,20050,2230,21173,2391,19192,2523,20240,2333,18973,2415,19808,1974,18898,2258,32380,3510,35300,3151,38635,2995,18184,2282,10043,1521,7235,1511,3931,1297
0500000US17043,17043,"DuPage County, Illinois",31585,1832,1296,627,895,488,796,486,1627,735,1827,1000,883,524,884,479,1698,809,1978,879,2586,919,4781,1596,5094,1171,4013,1246,1380,758,751,415,1096,446
0500000US17089,17089,"Kane County, Illinois",34387,1754,1073,475,1278,756,2196,887,2612,1118,3367,1172,2436,884,2783,1064,1181,486,1721,899,3971,1301,5286,1176,2975,860,1652,686,589,393,1012,587,255,209
0500000US17097,17097,"Lake County, Illinois",31632,1903,424,288,1558,595,1592,749,2044,803,1935,865,1687,749,1618,731,1799,844,1807,753,3306,927,5053,1069,4397,1055,1399,554,1816,802,619,434,578,351
0500000US17111,17111,"McHenry County, Illinois",8636,1130,254,253,0,267,226,193,639,494,120,179,439,493,424,348,662,572,127,161,641,426,1051,671,1787,746,1292,645,479,555,63,94,432,472
0500000US17161,17161,"Rock Island County, Illinois",4308,497,425,275,202,217,495,329,553,382,176,179,57,94,689,416,45,58,214,179,368,359,269,224,493,285,322,292,0,267,0,267,0,267
0500000US17197,17197,"Will County, Illinois",23851,1549,683,508,459,397,395,343,1542,793,1916,703,2479,822,493,423,1252,494,1006,573,1943,765,3421,812,3232,751,2113,660,1716,716,620,282,581,412
0500000US17201,17201,"Winnebago County, Illinois",8849,1228,624,435,435,384,968,677,653,519,1036,644,594,440,764,614,601,446,65,112,421,320,605,423,813,542,615,366,521,509,0,267,134,162
0500000US18003,18003,"Allen County, Indiana",6285,758,526,444,633,404,326,267,645,383,1326,695,294,227,198,159,642,488,200,167,297,273,539,441,433,537,36,65,0,265,135,240,55,92
0500000US18039,18039,"Elkhart County, Indiana",7144,1117,497,500,345,328,988,727,406,337,715,712,416,427,974,735,0,265,1071,589,177,283,501,424,755,648,0,265,299,466,0,265,0,265
0500000US18089,18089,"Lake County, Indiana",20567,1086,1529,677,683,432,1183,485,879,418,1075,510,1788,678,542,318,1476,598,1476,725,2237,656,2027,694,3585,968,1315,644,364,249,326,238,82,132
0500000US18097,18097,"Marion County, Indiana",17044,1310,751,424,1633,742,1220,563,1071,624,2624,824,1599,699,1203,530,1337,544,1146,664,1484,690,1933,708,420,267,426,283,93,133,47,76,57,102
0500000US18141,18141,"St. Joseph County, Indiana",3574,609,255,202,134,135,243,195,397,331,296,286,451,259,305,305,241,258,188,221,257,246,302,271,334,219,78,105,93,103,0,265,0,265
0500000US19153,19153,"Polk County, Iowa",9170,746,367,275,723,517,536,386,1416,707,693,460,653,376,207,222,1238,646,391,344,1115,572,739,423,453,353,269,235,318,384,0,226,52,91
0500000US20091,20091,"Johnson County, Kansas",9231,1248,538,378,88,144,367,271,640,484,534,441,816,585,751,472,478,334,152,145,839,529,690,413,1433,644,852,470,52,75,754,361,247,222
0500000US20173,20173,"Sedgwick County, Kansas",16035,982,704,363,877,534,542,391,2066,721,709,447,1422,495,1404,607,1261,707,585,366,1778,702,1743,610,1601,568,812,398,282,241,111,123,138,164
0500000US20177,20177,"Shawnee County, Kansas",4746,617,419,290,133,186,626,391,717,346,482,375,153,169,436,304,163,138,44,72,177,144,398,384,347,250,245,210,262,242,93,114,51,89
0500000US20209,20209,"Wyandotte County, Kansas",9572,864,724,506,744,459,822,518,1282,674,455,308,974,564,542,420,703,467,350,313,901,556,969,462,789,315,181,137,94,143,42,65,0,244
0500000US21111,21111,"Jefferson County, Kentucky",6004,648,597,384,640,431,148,146,778,404,317,206,252,230,262,172,760,410,140,129,404,265,842,420,94,91,352,237,94,109,261,226,63,68
0500000US22051,22051,"Jefferson Parish, Louisiana",12920,1293,615,320,715,363,800,471,1410,565,1380,492,801,404,596,336,802,466,484,374,1281,461,1231,547,1267,636,523,312,568,365,238,175,209,232
0500000US24003,24003,"Anne Arundel County, Maryland",6132,896,429,300,165,271,0,281,469,327,802,455,273,262,250,306,328,319,338,299,695,383,168,165,771,384,449,258,414,253,253,179,328,220
0500000US24005,24005,"Baltimore County, Maryland",7808,767,695,440,480,306,305,259,241,267,298,221,311,301,819,675,153,141,647,509,642,370,1071,508,869,390,537,284,414,280,278,206,48,83
0500000US24031,24031,"Montgomery County, Maryland",36086,1694,1374,550,550,345,2042,746,718,384,1945,773,1409,666,1715,655,2193,751,1425,626,3741,1015,4133,1166,5821,1214,3869,1116,1548,631,1744,602,1859,592
0500000US24033,24033,"Prince George's County, Maryland",24115,1321,369,293,712,350,559,395,1186,536,1084,563,821,450,1921,695,1213,599,1539,680,2513,819,3424,709,3375,805,2666,798,1059,499,1207,524,467,276
0500000US24510,24510,"Baltimore city, Maryland",4181,758,475,399,593,442,108,174,477,402,251,258,205,240,403,384,0,281,90,94,271,239,428,263,270,271,292,226,248,194,70,117,0,281
0500000US25005,25005,"Bristol County, Massachusetts",8759,886,1581,662,1044,535,529,459,563,393,542,394,771,443,499,363,630,447,475,298,433,386,279,264,764,392,278,235,122,146,0,281,249,272
0500000US25009,25009,"Essex County, Massachusetts",33290,1513,4906,1133,2950,1001,2870,1032,2007,808,3213,886,1091,545,1428,604,1949,835,1273,647,2035,821,3932,1172,2935,795,1437,565,371,241,463,222,430,371
0500000US25013,25013,"Hampden County, Massachusetts",26863,1573,7096,1289,3302,847,2796,790,1422,767,1445,757,1483,721,886,538,1407,674,961,570,1404,630,2249,847,1041,524,642,413,612,404,64,93,53,89
