Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US02020,2020,"Anchorage Municipality, Alaska",6899,1050,304,244,457,352,425,366,436,352,530,474,301,258,110,164,378,252,173,172,716,432,531,400,1162,596,398,295,408,254,334,349,236,258
0500000US04001,4001,"Apache County, Arizona",13752,868,3922,517,1380,321,1083,274,803,250,759,255,747,226,575,198,455,171,552,240,772,228,770,271,1012,382,635,240,207,129,27,34,53,52
0500000US04005,4005,"Coconino County, Arizona",9353,945,1626,538,615,260,437,270,696,364,501,380,441,209,301,171,478,212,331,191,583,254,658,373,1681,619,395,299,309,191,243,204,58,53
0500000US04013,4013,"Maricopa County, Arizona",22961,2033,1921,763,769,386,730,386,1098,473,1767,696,1849,875,1075,561,1448,712,1375,728,1741,645,2121,750,3332,843,1184,590,615,380,1518,635,418,432
0500000US04017,4017,"Navajo County, Arizona",12074,997,3403,555,1005,294,996,352,890,294,819,290,717,238,545,214,442,175,434,216,451,202,650,263,864,330,512,215,171,140,75,69,100,111
0500000US04019,4019,"Pima County, Arizona",9921,1344,1418,435,673,393,954,513,955,503,571,339,615,398,739,396,862,390,285,177,509,292,753,341,900,347,347,220,101,99,75,123,164,176
0500000US04021,4021,"Pinal County, Arizona",4768,943,923,367,552,305,307,227,375,244,287,237,0,204,735,425,152,152,127,183,119,148,379,485,476,325,212,199,14,26,25,31,85,86
0500000US06019,6019,"Fresno County, California",3453,808,223,198,390,312,480,354,333,294,147,227,127,101,221,215,301,261,12,21,304,224,198,155,509,342,61,99,54,95,93,139,0,206
0500000US06037,6037,"Los Angeles County, California",20578,2026,1267,488,1292,499,1856,744,1215,635,1007,456,1280,535,984,460,1115,459,877,409,1634,541,1927,718,1762,585,1407,532,860,438,1538,709,557,292
0500000US06065,6065,"Riverside County, California",4983,1061,488,302,503,470,16,29,297,188,137,123,104,97,143,147,735,505,355,309,544,383,266,177,182,157,313,261,305,444,345,238,250,203
0500000US06071,6071,"San Bernardino County, California",5379,1198,619,443,296,255,130,193,321,225,110,110,335,265,186,162,353,337,105,179,309,211,710,554,781,404,358,480,153,196,364,274,249,256
0500000US06073,6073,"San Diego County, California",7096,1211,592,262,258,166,594,442,956,561,379,287,180,139,227,183,309,220,149,141,698,415,507,301,484,248,734,319,264,179,548,349,217,147
0500000US17031,17031,"Cook County, Illinois",4784,971,175,151,262,200,468,366,203,171,217,173,547,403,614,450,27,45,146,143,382,268,542,323,384,271,371,355,66,122,282,300,98,115
0500000US32003,32003,"Clark County, Nevada",4843,1122,489,408,103,107,514,342,652,468,448,413,380,330,258,285,226,230,196,202,216,215,320,272,471,379,250,199,218,200,7,12,95,121
0500000US35001,35001,"Bernalillo County, New Mexico",11786,1238,1482,670,796,495,1425,658,730,392,1191,661,638,447,437,313,754,506,164,200,993,553,825,463,1144,509,687,493,16,28,131,130,373,381
0500000US35031,35031,"McKinley County, New Mexico",13629,920,2587,488,1527,580,1594,578,678,237,1057,393,843,275,618,181,701,238,308,132,903,338,901,268,1135,310,351,219,309,242,87,64,30,37
0500000US35043,35043,"Sandoval County, New Mexico",4055,506,595,205,281,135,259,147,183,156,98,60,121,87,179,124,110,85,197,100,325,215,472,206,573,311,173,102,87,76,293,287,109,153
0500000US35045,35045,"San Juan County, New Mexico",13423,1080,1726,465,913,322,1093,443,679,231,1063,589,507,254,444,199,705,300,626,340,970,439,1037,321,2216,659,918,365,104,130,344,224,78,78
0500000US35049,35049,"Santa Fe County, New Mexico",1802,387,209,145,8,16,57,50,177,196,51,43,256,233,55,45,35,42,91,72,103,76,131,85,467,321,101,89,0,195,45,50,16,18
0500000US37155,37155,"Robeson County, North Carolina",17840,868,3034,657,1373,430,1618,503,1303,474,1131,403,854,336,947,352,951,336,709,305,991,383,1810,554,1606,425,782,379,208,182,206,177,317,217
0500000US40037,40037,"Creek County, Oklahoma",2347,367,286,152,285,203,251,190,110,91,49,54,308,187,92,89,110,111,21,37,101,110,325,209,253,190,114,131,19,29,23,38,0,159
0500000US40101,40101,"Muskogee County, Oklahoma",4071,649,277,215,263,202,385,228,133,110,435,265,274,179,142,117,309,250,76,102,412,274,274,175,575,240,284,167,23,27,112,129,97,87
0500000US40109,40109,"Oklahoma County, Oklahoma",9437,1021,1026,488,549,336,713,336,262,188,706,431,812,381,533,364,335,246,436,232,916,448,1057,334,679,285,536,277,233,156,370,231,274,251
0500000US40125,40125,"Pottawatomie County, Oklahoma",2804,446,408,185,255,164,169,150,265,138,140,131,162,123,215,157,88,80,152,126,132,133,256,154,270,163,121,103,21,34,150,153,0,159
0500000US40131,40131,"Rogers County, Oklahoma",3666,535,229,178,51,51,103,88,136,105,199,114,99,88,119,96,222,119,287,178,449,212,511,229,233,143,419,193,113,101,382,190,114,115
0500000US40143,40143,"Tulsa County, Oklahoma",11811,947,1232,380,489,277,661,293,831,430,852,275,677,301,625,235,386,197,354,201,1265,369,1105,352,1222,362,768,296,538,270,464,226,342,196
0500000US40145,40145,"Wagoner County, Oklahoma",2347,441,213,137,51,50,136,103,111,102,48,56,44,45,59,86,147,135,206,154,155,121,178,117,554,230,187,117,140,135,118,108,0,159
0500000US48201,48201,"Harris County, Texas",4769,1070,424,339,184,168,223,197,36,60,618,510,411,332,116,153,480,373,136,225,299,301,418,330,467,306,220,226,401,351,336,313,0,220
0500000US53009,53009,"Clallam County, Washington",849,243,144,100,94,56,30,27,69,64,61,71,75,68,46,54,7,14,26,25,65,61,39,36,79,58,60,70,17,29,29,45,8,15
0500000US53033,53033,"King County, Washington",4071,913,448,274,363,297,434,423,203,179,195,278,140,132,213,309,64,64,126,173,605,413,94,114,466,286,207,193,15,29,340,311,158,250
0500000US53073,53073,"Whatcom County, Washington",1724,396,134,123,137,95,245,288,112,105,110,111,126,101,5,9,33,48,80,75,165,110,279,201,192,178,50,57,25,44,31,55,0,198
0500000US53077,53077,"Yakima County, Washington",3010,539,334,232,111,96,366,253,138,117,422,306,126,131,78,103,86,124,240,227,103,119,208,185,412,215,144,112,137,131,74,82,31,52
