Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0500000US02020,2020,"Anchorage Municipality, Alaska",6669,901,540,398,187,203,693,446,386,297,214,213,471,397,250,295,674,512,356,244,274,239,509,379,830,481,532,293,431,277,184,217,138,140
0500000US04001,4001,"Apache County, Arizona",11382,794,3126,460,1288,291,811,269,1057,322,590,197,802,250,528,207,350,152,182,105,968,250,726,242,484,202,223,107,161,147,60,60,26,32
0500000US04005,4005,"Coconino County, Arizona",9899,1003,1574,456,667,389,1160,620,408,220,441,215,594,290,512,264,366,231,458,246,830,500,647,430,1394,489,277,176,356,192,208,140,7,12
0500000US04013,4013,"Maricopa County, Arizona",20703,1822,2842,678,1246,631,852,408,1566,690,1600,572,1035,472,712,352,1200,619,858,467,1889,699,1747,648,2676,791,1681,607,403,260,231,223,165,144
0500000US04017,4017,"Navajo County, Arizona",11588,1101,2887,536,928,262,846,270,884,264,1024,335,558,266,760,301,535,256,372,201,734,260,857,307,650,253,328,159,51,66,88,100,86,116
0500000US04019,4019,"Pima County, Arizona",9241,1062,1360,449,1098,685,1090,443,814,521,232,158,812,363,355,294,440,278,525,334,915,433,701,409,609,226,30,40,28,48,232,237,0,203
0500000US04021,4021,"Pinal County, Arizona",5069,1120,934,426,279,250,408,383,411,277,333,302,346,241,394,317,384,349,147,151,541,334,202,174,505,338,64,117,121,139,0,203,0,203
0500000US06001,6001,"Alameda County, California",3928,745,363,240,258,185,301,211,266,182,104,134,80,129,41,70,86,98,115,142,353,309,676,358,267,177,272,180,215,218,392,278,139,176
0500000US06037,6037,"Los Angeles County, California",20090,1686,2221,772,1430,595,1049,497,1426,624,1069,413,479,258,1111,499,1227,512,1060,554,2118,777,2190,642,2218,640,1094,530,608,317,562,402,228,179
0500000US06059,6059,"Orange County, California",3890,868,404,258,112,131,376,334,324,247,52,91,410,373,170,144,64,105,83,123,296,216,184,154,379,263,224,203,0,203,472,398,340,294
0500000US06065,6065,"Riverside County, California",5604,1033,805,474,236,148,279,244,595,366,569,375,103,102,229,234,489,359,180,176,209,180,375,237,551,476,561,461,134,131,138,111,151,134
0500000US06067,6067,"Sacramento County, California",4139,881,309,422,180,143,49,80,216,161,494,325,160,202,235,196,48,73,131,128,545,318,463,355,730,415,214,252,257,190,67,108,41,66
0500000US06071,6071,"San Bernardino County, California",4402,912,383,320,128,156,277,246,49,72,428,249,156,147,509,332,487,404,261,261,133,169,321,312,535,385,304,229,109,132,216,246,106,125
0500000US06073,6073,"San Diego County, California",6604,1052,588,367,474,374,192,155,223,156,206,147,492,362,309,209,292,209,296,248,552,339,1172,603,402,273,496,290,250,172,480,282,180,137
0500000US17031,17031,"Cook County, Illinois",5237,1092,990,656,362,357,274,277,290,356,96,84,199,195,160,215,328,288,408,457,683,412,855,501,213,150,168,201,49,82,54,85,108,142
0500000US32003,32003,"Clark County, Nevada",3679,906,499,273,261,248,549,440,155,132,71,94,157,119,345,290,215,149,61,62,98,141,555,350,257,214,350,226,0,206,48,80,58,102
0500000US35001,35001,"Bernalillo County, New Mexico",9316,1141,2092,797,503,346,324,277,725,307,1298,686,461,348,134,116,371,343,342,304,937,557,738,388,908,414,255,205,153,151,44,73,31,52
0500000US35031,35031,"McKinley County, New Mexico",12799,1002,4839,757,917,232,1009,385,736,272,793,319,850,358,603,231,368,170,286,128,656,260,665,228,627,288,369,282,0,195,57,63,24,39
0500000US35043,35043,"Sandoval County, New Mexico",3891,403,559,186,283,121,277,96,346,223,318,144,90,55,140,79,134,81,244,132,477,166,304,167,343,142,301,154,23,29,52,51,0,195
0500000US35045,35045,"San Juan County, New Mexico",11165,1227,2046,448,1099,513,532,218,885,350,878,415,477,208,610,280,642,402,589,335,857,423,819,356,685,319,548,285,316,334,171,190,11,18
0500000US35049,35049,"Santa Fe County, New Mexico",1584,434,203,233,82,110,90,108,187,180,330,254,49,46,44,57,59,66,51,41,72,50,182,138,144,88,34,33,57,51,0,195,0,195
0500000US37155,37155,"Robeson County, North Carolina",17611,945,3427,811,2007,506,1893,576,1039,397,1534,442,792,342,644,289,990,372,719,344,1099,388,1299,410,1467,429,403,241,172,129,29,48,97,97
0500000US40037,40037,"Creek County, Oklahoma",2558,414,530,256,273,177,216,174,81,86,115,124,114,111,112,130,22,40,88,82,172,109,248,173,381,227,146,113,25,30,0,157,35,56
0500000US40101,40101,"Muskogee County, Oklahoma",3883,503,472,257,330,167,319,168,315,166,406,222,237,140,214,176,71,74,259,194,229,163,448,230,252,162,227,128,53,67,51,71,0,157
